BAPA	01	bapa01	
BAPA	02	bapa02	
BAPA	03	bapa03	
BAPA	04	bapa04	
BAPA	05	bapa05	
BFMC	9	bfmc09	__missing
BFMC	10	bfmc10	__missing
BFMC	11	bfmc11	__missing
BFMD	1	bfmd01	__missing
BFMD	2	bfmd02	__missing
BFMD	3	bfmd03	__missing
BFMD	4	bfmd04	__missing
BFMD	5	bfmd05	__missing
BFMD	6	bfmd06	__missing
BFMD	7	bfmd07	__missing
BFMD	8	bfmd08	__missing
BFMD	9	bfmd09	__missing
BFMD	10	bfmd10	__missing
BFMD	11	bfmd11	__missing
BFME	1	bfme01	__missing
BFME	2	bfme02	__missing
BFME	3	bfme03	__missing
BFMF	1	bfmf01	__missing
BFMF	2	bfmf02	__missing
BFMF	3	bfmf03	__missing
BFMF	4	bfmf04	__missing
BFMF	5	bfmf05	__missing
BFMF	6	bfmf06	__missing
BFMF	7	bfmf07	__missing
BFMF	8	bfmf08	__missing
BFMF	9	bfmf09	__missing
BFMG	1	bfmg01	__missing
BFMG	2	bfmg02	__missing
BFMG	3	bfmg03	__missing
BFMG	4	bfmg04	__missing
BFMG	5	bfmg05	__missing
BFMG	6	bfmg06	__missing
BFMG	7	bfmg07	__missing
BFMG	8	bfmg08	__missing
BFMG	9	bfmg09	__missing
BFMG	10	bfmg10	__missing
BFMG	11	bfmg11	__missing
BFMH	1	bfmh01	__missing
BFMH	2	bfmh02	__missing
BFMH	3	bfmh03	__missing
BFMH	4	bfmh04	__missing
BFMH	5	bfmh05	__missing
BFMH	6	bfmh06	__missing
BFMH	7	bfmh07	__missing
BFMH	8	bfmh08	__missing
BFMH	9	bfmh09	__missing
BFMH	10	bfmh10	__missing
BFMH	11	bfmh11	__missing
BFOA	01	bfoa01	
BFOA	2	bfoa02	__missing
BFOA	03	bfoa03	
BFOA	4	bfoa04	__missing
BFOA	5	bfoa05	__missing
BFOA	6	bfoa06	__missing
BFOA	7	bfoa07	__missing
BFOB	1	bfob01	__missing
BFOB	2	bfob02	__missing
BFPA	01	bfpa01	
BFQME	1	bfqme01	__missing
BFQME	2	bfqme02	__missing
BFQME	3	bfqme03	__missing
BFQME	4	bfqme04	__missing
BFQME	5	bfqme05	__missing
BFQME	6	bfqme06	__missing
BHFECA	1	bhfeca01	
BHFECA	2	bhfeca02	__missing
BHFECA	3	bhfeca03	__missing
BHFECA	4	bhfeca04	__missing
BHFECA	5	bhfeca13	__missing
BHFECA	6	bhfeca05	__missing
BHFECA	7	bhfeca06	__missing
BHFECA	8	bhfeca07	__missing
BHFECA	9	bhfeca14	__missing
BHFECA	10	bhfeca08	__missing
BHFECA	11	bhfeca09	__missing
BHFECA	12	bhfeca10	__missing
BHFECA	13	bhfeca11	__missing
BHFECA	14	bhfeca12	__missing
BHFEEA	1	bhfeea01	
BHFEEA	2	bhfeea02	__missing
BHFEEA	3	bhfeea03	__missing
BHFEEA	4	bhfeea04	__missing
BHFEEA	5	bhfeea05	__missing
BHFEEA	6	bhfeea06	__missing
BHFEEA	7	bhfeea07	__missing
BHFEEA	8	bhfeea08	__missing
BHFEEA	9	bhfeea09	__missing
BHFEEA	10	bhfeea10	__missing
BHFEEA	11	bhfeea11	__missing
BHFEEA	12	bhfeea12	__missing
BHFEEB	1	bhfeeb01	
BHFEEB	2	bhfeeb02	__missing
BHFEEB	3	bhfeeb03	__missing
BHFEEB	4	bhfeeb04	__missing
BHFEEB	5	bhfeeb05	__missing
BHFEEB	6	bhfeeb06	__missing
BHFEEB	7	bhfeeb07	__missing
BHFEEB	8	bhfeeb08	__missing
BHFEEB	9	bhfeeb09	__missing
BHFEEB	10	bhfeeb10	__missing
BHFEEB	11	bhfeeb11	__missing
BHFEEB	12	bhfeeb12	__missing
BHFEEC	1	bhfeec01	
BHFEEC	2	bhfeec02	__missing
BHFEEC	3	bhfeec03	__missing
BHFEEC	4	bhfeec04	__missing
BHFEEC	5	bhfeec05	__missing
BHFEEC	6	bhfeec06	__missing
BHFEEC	7	bhfeec07	__missing
BHFEEC	8	bhfeec08	__missing
BHFEEC	9	bhfeec09	__missing
BHFEEC	10	bhfeec10	__missing
BHFEEC	11	bhfeec11	__missing
BHFEEC	12	bhfeec12	__missing
BHFEEC	13	bhfeec13	__missing
BHFEEC	14	bhfeec14	__missing
BHFEEC	15	bhfeec15	__missing
BHFEEC	16	bhfeec16	__missing
BHFEEC	17	bhfeec17	__missing
BHFEEC	18	bhfeec18	__missing
BHFEEC	19	bhfeec19	__missing
BHFEEC	20	bhfeec20	__missing
BHFEEC	21	bhfeec21	__missing
BHFEEC	22	bhfeec22	__missing
BHFEEC	23	bhfeec23	__missing
BHFEEC	24	bhfeec24	__missing
BHFEEC	25	bhfeec25	__missing
BHFEEC	26	bhfeec26	__missing
BHFEEC	27	bhfeec27	__missing
BHFEEC	28	bhfeec28	__missing
BHFEEC	29	bhfeec29	__missing
BHFEEC	30	bhfeec30	__missing
BHFEEC	31	bhfeec31	__missing
BHFEEC	32	bhfeec32	__missing
BHFEEC	33	bhfeec33	__missing
BHFEEC	34	bhfeec34	__missing
BHFEEC	35	bhfeec35	__missing
BHFEEC	36	bhfeec36	__missing
BHFEEC	37	bhfeec37	__missing
BHFEEC	38	bhfeec38	__missing
BHFEEC	39	bhfeec39	__missing
BHFEEC	40	bhfeec40	__missing
BHFEEC	41	bhfeec41	__missing
BHFEEC	42	bhfeec42	__missing
BHFEEC	43	bhfeec43	__missing
BHFEEC	44	bhfeec44	__missing
BHFEEC	45	bhfeec45	__missing
BHFEEC	46	bhfeec46	__missing
BHFEEC	47	bhfeec47	__missing
BHFEEC	48	bhfeec48	__missing
BHFEEC	49	bhfeec49	__missing
BHFEEC	50	bhfeec50	__missing
BHFEMA	1	bhfema01	__missing
BHFEMA	2	bhfema02	__missing
BHFEMA	3	bhfema03	__missing
BHFEMA	4	bhfema04	__missing
BHFEMA	5	bhfema05	__missing
BHFEMB	1	bhfemb01	__missing
BHFEMB	2	bhfemb02	__missing
BHFEMB	3	bhfemb03	__missing
BHFEMB	4	bhfemb04	__missing
BHFEMB	5	bhfemb05	__missing
BHFEMB	6	bhfemb06	__missing
BHFEMB	7	bhfemb07	__missing
BHFEMB	9	bhfemb09	__missing
BHFEMB	10	bhfemb10	__missing
BHFEMB	11	bhfemb23	__missing
BHFEMC	1	bhfemc01	__missing
BHFEMC	2	bhfemc02	__missing
BHFEMC	3	bhfemc03	__missing
BHFEMC	4	bhfemc04	__missing
BHFEMC	5	bhfemc05	__missing
BHFEMD	1	bhfemd01	__missing
BHFEMD	2	bhfemd02	__missing
BHFEMD	3	bhfemd03	__missing
BHFEMD	4	bhfemd04	__missing
BHFEMD	5	bhfemd05	__missing
BHFEMF	1	bhfemf01	__missing
BHFEMF	2	bhfemf02	__missing
BHFEMF	3	bhfemf03	__missing
BHFEMG	1	bhfemg01	__missing
BHFEMG	2	bhfemg02	__missing
BHFEMG	3	bhfemg03	__missing
BHFEMG	4	bhfemg04	__missing
BHFEMG	5	bhfemg05	__missing
BHFEMK	1	bhfemk01	__missing
BHFEMK	2	bhfemk02	__missing
BHFEMK	3	bhfemk03	__missing
BHFEMK	4	bhfemk04	__missing
BHFEMK	5	bhfemk05	__missing
BHFEOA	1	bhfeoa01	__missing
BHFEOB	1	bhfeob01	__missing
BHFEOC	1	bhfeoc01	__missing
BHFEOD	1	bhfeod01	__missing
BHFEOE	1	bhfeoe01	__missing
BHFEOF	1	bhfeof01	__missing
BHFEOG	1	bhfeog01	__missing
BHFEOH	1	bhfeoh01	__missing
BHFEPA	1	bhfepa01	
BHFEPA	2	bhfepa02	__missing
BHFGPA	1	bhfgpa01	__missing
BHFPCA	1	bhfpca01	__missing
BHFPCA	2	bhfpca02	__missing
BHFPCA	3	bhfpca03	__missing
BHFPCA	4	bhfpca04	__missing
BHFPCA	5	bhfpca05	__missing
BHFPCA	6	bhfpca06	__missing
BHFPCA	7	bhfpca07	__missing
BHFPCA	8	bhfpca08	__missing
BHFPCA	9	bhfpca09	__missing
BHFPCA	10	bhfpca10	__missing
BHFPCA	11	bhfpca11	__missing
BHFPCA	12	bhfpca12	__missing
BHFPCA	13	bhfpca13	__missing
BHFPCA	14	bhfpca14	__missing
BHFPCA	15	bhfpca15	__missing
BHFPMA	1	bhfpma01	__missing
BHFPMA	2	bhfpma02	__missing
BHFPMA	3	bhfpma03	__missing
BHFPMA	4	bhfpma04	__missing
BHFPMA	5	bhfpma05	__missing
BHFPMB	1	bhfpmb01	__missing
BHFPMB	2	bhfpmb02	__missing
BHFPMB	3	bhfpmb03	__missing
BHFPMB	4	bhfpmb04	__missing
BHFPMB	5	bhfpmb05	__missing
BHFPMB	6	bhfpmb06	__missing
BHFPMB	7	bhfpmb07	__missing
BHFPMB	8	bhfpmb08	__missing
BHFPMB	9	bhfpmb09	__missing
BHFPMB	10	bhfpmb10	__missing
BHFPMB	11	bhfpmb11	__missing
BHFPMB	12	bhfpmb12	__missing
BHFPMB	13	bhfpmb13	__missing
BHFPMB	14	bhfpmb14	__missing
BHFPMB	15	bhfpmb15	__missing
BHFPMB	16	bhfpmb16	__missing
BHFPMB	17	bhfpmb17	__missing
BHFPMB	18	bhfpmb18	__missing
BHFPMB	19	bhfpmb19	__missing
BHFPMB	20	bhfpmb20	__missing
BHFPMC	1	bhfpmc01	__missing
BHFPMC	2	bhfpmc02	__missing
BHFPMC	3	bhfpmc03	__missing
BHFPMC	4	bhfpmc04	__missing
BHFPMC	5	bhfpmc05	__missing
BHFPMC	6	bhfpmc06	__missing
BHFPMC	7	bhfpmc07	__missing
BHFPMD	1	bhfpmd01	__missing
BHFPMD	2	bhfpmd02	__missing
BHFPMD	3	bhfpmd03	__missing
BHFPMD	4	bhfpmd04	__missing
BHFPMD	5	bhfpmd05	__missing
BHFPMD	6	bhfpmd06	__missing
BHFPMD	7	bhfpmd07	__missing
BHFPME	1	bhfpme01	__missing
BHFPME	2	bhfpme02	__missing
BHFPME	3	bhfpme03	__missing
BHFPME	4	bhfpme04	__missing
BHFPME	5	bhfpme05	__missing
BHFPME	6	bhfpme06	__missing
BHFPME	7	bhfpme07	__missing
BHFPMF	1	bhfpmf01	__missing
BHFPMF	2	bhfpmf02	__missing
BHFPMF	3	bhfpmf03	__missing
BHFPMG	1	bhfpmg01	__missing
BHFPMG	2	bhfpmg02	__missing
BHFPMG	3	bhfpmg03	__missing
BHFPMG	4	bhfpmg04	__missing
BHFPMG	5	bhfpmg05	__missing
BHFPMH	1	bhfpmh01	__missing
BHFPMH	2	bhfpmh02	__missing
BHFPMH	3	bhfpmh03	__missing
BHFPMH	4	bhfpmh04	__missing
BHFPMH	5	bhfpmh05	__missing
BHFPMH	6	bhfpmh06	__missing
BHFPMH	7	bhfpmh07	__missing
BHFPMI	1	bhfpmi01	__missing
BHFPMI	2	bhfpmi02	__missing
BHFPMI	3	bhfpmi03	__missing
BHFPMI	4	bhfpmi04	__missing
BHFPMI	5	bhfpmi05	__missing
BHFPMI	6	bhfpmi06	__missing
BHFPMI	7	bhfpmi07	__missing
BHFPMI	8	bhfpmi08	__missing
BHFPMI	9	bhfpmi09	__missing
BHFPMI	10	bhfpmi10	__missing
BHFPMI	11	bhfpmi11	__missing
BHFPMI	12	bhfpmi12	__missing
BHFPMI	13	bhfpmi13	__missing
BHFPMI	14	bhfpmi14	__missing
BHFPMI	15	bhfpmi15	__missing
BHFPMI	16	bhfpmi16	__missing
BHFPMI	17	bhfpmi17	__missing
BHFPMI	18	bhfpmi18	__missing
BHFPMI	19	bhfpmi19	__missing
BHFPMI	20	bhfpmi20	__missing
BHFPMI	21	bhfpmi21	__missing
BHFPMI	22	bhfpmi22	__missing
BHFPMI	23	bhfpmi23	__missing
BHFPMI	24	bhfpmi24	__missing
BHFPMI	25	bhfpmi25	__missing
BHFPMI	26	bhfpmi26	__missing
BHFPMI	27	bhfpmi27	__missing
BHFPMI	28	bhfpmi28	__missing
BHFPMI	29	bhfpmi29	__missing
BHFPMI	30	bhfpmi30	__missing
BHFPMI	31	bhfpmi31	__missing
BHFPMI	32	bhfpmi32	__missing
BHFPMI	33	bhfpmi33	__missing
BHFPMI	34	bhfpmi34	__missing
BHFPMI	35	bhfpmi35	__missing
BHFPMI	36	bhfpmi36	__missing
BHFPMI	37	bhfpmi37	__missing
BHFPMI	38	bhfpmi38	__missing
BHFPMI	39	bhfpmi39	__missing
BHFPMI	40	bhfpmi40	__missing
BHFPMJ	1	bhfpmj01	__missing
BHFPMJ	2	bhfpmj02	__missing
BHFPMJ	3	bhfpmj03	__missing
BHFPMJ	4	bhfpmj04	__missing
BHFPMJ	5	bhfpmj05	__missing
BHFPMK	1	bhfpmk01	__missing
BHFPMK	2	bhfpmk02	__missing
BHFPMK	3	bhfpmk03	__missing
BHFPMK	4	bhfpmk04	__missing
BHFPMK	5	bhfpmk05	__missing
BHFPMK	6	bhfpmk06	__missing
BHFPMK	7	bhfpmk07	__missing
BHFPMK	8	bhfpmk08	__missing
BHFPPA	1	bhfppa01	__missing
BHFPPOA	1	bhfppoa01	__missing
BHFPPOB	1	bhfppob01	__missing
BHFPPOC	1	bhfppoc01	__missing
BHFPPOD	1	bhfppod01	__missing
BHFPPOE	1	bhfppoe01	__missing
BHFPPOF	1	bhfppof01	__missing
BHFPPOG	1	bhfppog01	__missing
BHFPPOH	1	bhfppoh01	__missing
BHFPPOI	1	bhfppoi01	__missing
BHFPPOJ	1	bhfppoj01	__missing
BHFPPOK	1	bhfppok01	__missing
BHFPPOL	1	bhfppol01	__missing
BHFPRMFMA	1	bhfprmfma01	__missing
BHFPRMFMA	2	bhfprmfma02	__missing
BHFPRMFMA	3	bhfprmfma03	__missing
BHFPRMFMA	4	bhfprmfma04	__missing
BHFPRMFMA	5	bhfprmfma05	__missing
BHFPRMFMA	6	bhfprmfma06	__missing
BHFPRMFMB	1	bhfprmfmb01	__missing
BHFPRMFMB	2	bhfprmfmb02	__missing
BHFPRMFMB	3	bhfprmfmb03	__missing
BHFPRMFMB	4	bhfprmfmb04	__missing
BHFPRMFMB	5	bhfprmfmb05	__missing
BHFPRMFMB	6	bhfprmfmb06	__missing
BHFPRMFMB	7	bhfprmfmb07	__missing
BHFPRMFMC	1	bhfprmfmc01	__missing
BHFPRMFMC	2	bhfprmfmc02	__missing
BHFPRMFMC	3	bhfprmfmc03	__missing
BHFPRMFMC	4	bhfprmfmc04	__missing
BHFPRMFMC	5	bhfprmfmc05	__missing
BHFPRMFMC	6	bhfprmfmc06	__missing
BHFPRMFMD	1	bhfprmfmd01	__missing
BHFPRMFMD	2	bhfprmfmd02	__missing
BHFPRMFMD	3	bhfprmfmd03	__missing
BHFPRMFMD	4	bhfprmfmd04	__missing
BHFPRMFMD	5	bhfprmfmd05	__missing
BHFPRMFME	1	bhfprmfme01	__missing
BHFPRMFME	2	bhfprmfme02	__missing
BHFPRMFME	3	bhfprmfme03	__missing
BHFPRMFME	4	bhfprmfme04	__missing
BHFPRMFME	5	bhfprmfme05	__missing
BHFPRMFME	6	bhfprmfme06	__missing
BHFPRMFMF	1	bhfprmfmf01	__missing
BHFPRMFMF	2	bhfprmfmf02	__missing
BHFPRMFMF	3	bhfprmfmf03	__missing
BHFPRMFMF	4	bhfprmfmf04	__missing
BHFPRMFMF	5	bhfprmfmf05	__missing
BHFPRMFMG	1	bhfprmfmg01	__missing
BHFPRMFMG	2	bhfprmfmg02	__missing
BHFPRMFMG	3	bhfprmfmg03	__missing
BHFPRMFMG	4	bhfprmfmg04	__missing
BHFPRMFMG	5	bhfprmfmg05	__missing
BHFPRMFMG	6	bhfprmfmg06	__missing
BHFPRMFMI	1	bhfprmfmi01	__missing
BHFPRMFMI	2	bhfprmfmi02	__missing
BHFPRMFMI	3	bhfprmfmi03	__missing
BHFPRMFMI	4	bhfprmfmi04	__missing
BHFPRMFMI	5	bhfprmfmi05	__missing
BHFPRMFMJ	1	bhfprmfmj01	__missing
BHFPRMFMJ	2	bhfprmfmj02	__missing
BHFPRMFMJ	3	bhfprmfmj03	__missing
BHFPRMFMJ	4	bhfprmfmj04	__missing
BHFPRMFMJ	5	bhfprmfmj05	__missing
BHFPRMFMJ	6	bhfprmfmj06	__missing
BHFPRMFMW	1	bhfprmfmw01	__missing
BHFPRMFMW	2	bhfprmfmw02	__missing
BHFPRMFMW	3	bhfprmfmw03	__missing
BHFPRMFMW	4	bhfprmfmw04	__missing
BHFPRMFMW	5	bhfprmfmw05	__missing
BHFPSOA	1	bhfpsoa01	__missing
BIF	1	bif01	__missing
BIF	2	bif02	__missing
BIF	3	bif03	__missing
BIF	4	bif04	__missing
BIF	5	bif05	__missing
BIF	6	bif06	__missing
BIF	7	bif07	__missing
BIF	8	bif08	__missing
BIF	9	bif09	__missing
BIF	10	bif10	__missing
BIF	11	bif11	__missing
BIF	12	bif12	__missing
BIF	13	bif13	__missing
BIF	14	bif14	__missing
BIF	15	bif15	__missing
BIF	16	bif16	__missing
BIF	17	bif17	__missing
BIF	18	bif18	__missing
BIF	19	bif19	__missing
BIF	20	bif20	__missing
BIF	21	bif21	__missing
BIF	22	bif22	__missing
BIF	23	bif23	__missing
BIF	24	bif24	__missing
BIF	25	bif25	__missing
BIF	26	bif26	__missing
BIF	27	bif27	__missing
BIF	28	bif28	__missing
BIF	29	bif29	__missing
BIF	30	bif30	__missing
BIF	31	bif31	__missing
BIF	32	bif32	__missing
BIF	33	bif33	__missing
BIF	34	bif34	__missing
BIF	35	bif35	__missing
BIF	36	bif36	__missing
BIF	37	bif37	__missing
BIF	38	bif38	__missing
BIF	39	bif39	__missing
BIF	40	bif40	__missing
BIF	41	bif41	__missing
BIF	42	bif42	__missing
BIF	43	bif43	__missing
BIF	44	bif44	__missing
BIF	45	bif45	__missing
BIF	46	bif46	__missing
BIF	47	bif47	__missing
BIF	48	bif48	__missing
BIF	49	bif49	__missing
BIF	50	bif50	__missing
BIF	51	bif51	__missing
BIF	52	bif52	__missing
BIF	53	bif53	__missing
BIF	54	bif54	__missing
BIF	55	bif55	__missing
BIF	56	bif56	__missing
BIF	57	bif57	__missing
BIF	58	bif58	__missing
BIF	59	bif59	__missing
BIF	60	bif60	__missing
BIF	61	bif61	__missing
BIF	62	bif62	__missing
BIF	63	bif63	__missing
BIF	64	bif64	__missing
BIF	65	bif65	__missing
BIF	66	bif66	__missing
BIF	67	bif67	__missing
BIF	68	bif68	__missing
BIF	69	bif69	__missing
BIF	70	bif70	__missing
BIF	71	bif71	__missing
BIG	1	big_remove	
BIG	2	big_equip_item	
BIG	3	acid	
BIG	4	anti_magic_shield_aura	
BIG	5	berserk	
BIG	6	blind	
BIG	7	cold	
BIG	8	debuff_combat_skills	
BIG	9	debuff_dodge	
BIG	10	electric	
BIG	11	fear	
BIG	12	fire	
BIG	13	hatred	
BIG	14	invulnerability	
BIG	15	life_aura	
BIG	16	melee_protection_aura	
BIG	17	poison	
BIG	18	root	
BIG	19	rot	
BIG	20	sap_aura	
BIG	21	shielding	
BIG	22	shockwave	
BIG	23	sleep	
BIG	24	slow	
BIG	25	snare	
BIG	26	speeding_up	
BIG	27	stamina_aura	
BIG	28	stench	
BIG	29	stun	
BIG	30	umbrella_aura	
BIG	31	war_cry_aura	
BIG	32	fire_wall_aura	
BIG	33	thorn_wall_aura	
BIG	34	water_wall_aura	
BIG	35	lightning_wall_aura	
BIG	36	enchant_weapon	
BIG	37	enchant_weapon_acid	
BIG	38	enchant_weapon_cold	
BIG	39	enchant_weapon_electricity	
BIG	40	enchant_weapon_fire	
BIG	41	enchant_weapon_poison	
BIG	42	enchant_weapon_rot	
BIG	43	enchant_weapon_shockwave	
BIG	44	chg_charac	
BIG	45	mod_protect_magic	
BIG	46	mod_defense	
BIG	47	mod_craft_success	
BIG	48	mod_melee_success	
BIG	49	mod_range_success	
BIG	50	mod_magic_success	
BIG	51	mod_forage_success	
BIG	52	mod_dodge	
BIG	53	mod_parry	
BIG	55	shoot_again	
BIG	56	big_xpcat_50	
BIG	57	big_xpcat_100	
BIG	58	big_xpcat_150	
BIG	59	big_xpcat_200	
BIG	60	big_xpcat_250	
BIG	61	big_ring_xpcat_50	
BIG	62	big_ring_xpcat_100	
BIG	63	big_ring_xpcat_150	
BIG	64	big_ring_xpcat_200	
BIG	65	big_ring_xpcat_250	
BIG	66	big_outpost_pvp_0	__missing
BIG	67	big_outpost_pvp_1	__missing
BIG	68	big_outpost_pvp_2	__missing
BIG	69	big_outpost_pvp_3	__missing
BIG	70	big_outpost_pvp_4	__missing
BIG	71	big_outpost_pvp_5	__missing
BIG	72	big_outpost_pvp_6	__missing
BIG	73	big_outpost_pvp_7	__missing
BIG	74	big_outpost_pvp_8	__missing
BIG	75	big_outpost_pvp_9	__missing
BIG	76	big_outpost_pvp_10	__missing
BIG	77	big_outpost_pvp_11	__missing
BIG	78	big_outpost_pvp_12	__missing
BIG	79	big_outpost_pvp_13	__missing
BIG	80	big_outpost_pvp_14	__missing
BIG	81	big_outpost_pvp_15	__missing
BIG	82	big_outpost_pvp_16	__missing
BIG	83	big_outpost_pvp_17	__missing
BIG	84	big_outpost_pvp_18	__missing
BIG	85	big_outpost_pvp_19	__missing
BIG	86	big_outpost_pvp_20	__missing
BIG	87	big_outpost_pvp_21	__missing
BIG	88	big_outpost_pvp_22	__missing
BIG	89	big_outpost_pvp_23	__missing
BIG	90	big_outpost_pvp_24	__missing
BIG	91	big_outpost_pvp_25	__missing
BIG	92	big_outpost_pvp_26	__missing
BIG	93	big_outpost_pvp_27	__missing
BIG	94	big_outpost_pvp_28	__missing
BIG	95	big_outpost_pvp_29	__missing
BIG	96	big_outpost_pvp_30	__missing
BIG	97	big_outpost_pvp_31	__missing
BIG	98	death_penalty	
BIG	99	mod_desert_forage_success	
BIG	100	mod_forest_forage_success	
BIG	101	mod_lacustre_forage_success	
BIG	102	mod_jungle_forage_success	
BIG	103	mod_primary_root_forage_success	
BMCA	1	bmca00001	__missing
BMCA	2	bmca00002	
BMCA	3	bmca00003	__missing
BMCA	4	bmca00004	__missing
BMCA	5	bmca00005	__missing
BMCA	6	bmca00007	__missing
BMCA	7	bmca00010	__missing
BMCA	8	bmca00015	__missing
BMCA	9	bmca00020	__missing
BMCA	10	bmca00025	__missing
BMCA	11	bmca00030	__missing
BMCA	12	bmca00040	__missing
BMCA	13	bmca00050	__missing
BMCA	14	bmca00065	__missing
BMCA	15	bmca00080	__missing
BMCA	16	bmca00100	__missing
BMCA	17	bmca00120	__missing
BMCA	18	bmca00140	__missing
BMCA	19	bmca00160	__missing
BMCA	20	bmca00180	__missing
BMCA	21	bmca00200	__missing
BMCA	22	bmca00225	__missing
BMCA	23	bmca00250	__missing
BMCC	1	bmcc00001	__missing
BMCC	2	bmcc00002	__missing
BMCC	3	bmcc00003	__missing
BMCC	4	bmcc00004	__missing
BMCC	5	bmcc00005	__missing
BMCC	6	bmcc00007	__missing
BMCC	7	bmcc00010	__missing
BMCC	8	bmcc00015	__missing
BMCC	9	bmcc00020	__missing
BMCC	10	bmcc00025	__missing
BMCC	11	bmcc00030	__missing
BMCC	12	bmcc00040	__missing
BMCC	13	bmcc00050	__missing
BMCC	14	bmcc00065	__missing
BMCC	15	bmcc00080	__missing
BMCC	16	bmcc00100	__missing
BMCC	17	bmcc00120	__missing
BMCC	18	bmcc00140	__missing
BMCC	19	bmcc00160	__missing
BMCC	20	bmcc00180	__missing
BMCC	21	bmcc00200	__missing
BMCC	22	bmcc00225	__missing
BMCC	23	bmcc00250	__missing
BMCP	1	bmcp00001	__missing
BMCP	2	bmcp00002	__missing
BMCP	3	bmcp00003	__missing
BMCP	4	bmcp00004	__missing
BMCP	5	bmcp00005	__missing
BMCP	6	bmcp00007	__missing
BMCP	7	bmcp00010	__missing
BMCP	8	bmcp00015	__missing
BMCP	9	bmcp00020	__missing
BMCP	10	bmcp00025	__missing
BMCP	11	bmcp00030	__missing
BMCP	12	bmcp00040	__missing
BMCP	13	bmcp00050	__missing
BMCP	14	bmcp00065	__missing
BMCP	15	bmcp00080	__missing
BMCP	16	bmcp00100	__missing
BMCP	17	bmcp00120	__missing
BMCP	18	bmcp00140	__missing
BMCP	19	bmcp00160	__missing
BMCP	20	bmcp00180	__missing
BMCP	21	bmcp00200	__missing
BMCP	22	bmcp00225	__missing
BMCP	23	bmcp00250	__missing
BMCR	1	bmcr00001	
BMCR	2	bmcr00002	__missing
BMCR	3	bmcr00003	__missing
BMCR	4	bmcr00004	__missing
BMCR	5	bmcr00005	__missing
BMCR	6	bmcr00007	__missing
BMCR	7	bmcr00010	__missing
BMCR	8	bmcr00015	__missing
BMCR	9	bmcr00020	__missing
BMCR	10	bmcr00025	__missing
BMCR	11	bmcr00030	__missing
BMCR	12	bmcr00040	__missing
BMCR	13	bmcr00050	__missing
BMCR	14	bmcr00065	__missing
BMCR	15	bmcr00080	__missing
BMCR	16	bmcr00100	__missing
BMCR	17	bmcr00120	__missing
BMDALEA	1	bmdalea01	__missing
BMDALEA	2	bmdalea02	__missing
BMDALEA	3	bmdalea03	__missing
BMDALMF	1	bmdalmf00010	__missing
BMDALMF	2	bmdalmf00030	__missing
BMDALMF	3	bmdalmf00040	__missing
BMDALMF	4	bmdalmf00050	__missing
BMDALMF	5	bmdalmf00065	__missing
BMDALMF	6	bmdalmf00080	__missing
BMDALMF	7	bmdalmf00100	__missing
BMDALMF	8	bmdalmf00120	__missing
BMDALMF	9	bmdalmf00140	__missing
BMDALMF	10	bmdalmf00160	__missing
BMDALMF	11	bmdalmf00180	__missing
BMDALMF	12	bmdalmf00200	__missing
BMDALMF	13	bmdalmf00225	__missing
BMDALMF	14	bmdalmf00250	__missing
BMDALMM	3	bmdalmm00040	__missing
BMDALMM	4	bmdalmm00050	__missing
BMDALMM	5	bmdalmm00065	__missing
BMDALMM	6	bmdalmm00080	__missing
BMDALMM	7	bmdalmm00100	__missing
BMDALMM	8	bmdalmm00120	__missing
BMDALMM	9	bmdalmm00140	__missing
BMDALMM	10	bmdalmm00160	__missing
BMDALMM	11	bmdalmm00180	__missing
BMDALMM	12	bmdalmm00200	__missing
BMDALMM	13	bmdalmm00225	__missing
BMDALMM	14	bmdalmm00250	__missing
BMDALMS	4	bmdalms00050	__missing
BMDALMS	5	bmdalms00065	__missing
BMDALMS	6	bmdalms00080	__missing
BMDALMS	7	bmdalms00100	__missing
BMDALMS	8	bmdalms00120	__missing
BMDALMS	9	bmdalms00140	__missing
BMDALMS	10	bmdalms00160	__missing
BMDALMS	11	bmdalms00180	__missing
BMDALMS	12	bmdalms00200	__missing
BMDALMS	13	bmdalms00225	__missing
BMDALMS	14	bmdalms00250	__missing
BMDHTEA	1	bmdhtea01	__missing
BMDHTEA	2	bmdhtea02	__missing
BMDHTEA	3	bmdhtea03	__missing
BMDHTMA	1	bmdhtma00005	__missing
BMDHTMA	2	bmdhtma00015	__missing
BMDHTMA	3	bmdhtma00030	__missing
BMDHTMA	4	bmdhtma00040	__missing
BMDHTMA	5	bmdhtma00050	__missing
BMDHTMA	6	bmdhtma00065	__missing
BMDHTMA	7	bmdhtma00080	__missing
BMDHTMA	8	bmdhtma00100	__missing
BMDHTMA	9	bmdhtma00120	__missing
BMDHTMA	10	bmdhtma00140	__missing
BMDHTMA	11	bmdhtma00160	__missing
BMDHTMA	12	bmdhtma00180	__missing
BMDHTMA	13	bmdhtma00200	__missing
BMDHTMA	14	bmdhtma00225	__missing
BMDHTMA	15	bmdhtma00250	__missing
BMDHTMP	1	bmdhtmp00005	__missing
BMDHTMP	2	bmdhtmp00010	__missing
BMDHTMP	3	bmdhtmp00015	__missing
BMDHTMP	4	bmdhtmp00020	__missing
BMDHTMP	5	bmdhtmp00025	__missing
BMDHTMP	6	bmdhtmp00030	__missing
BMDHTMP	7	bmdhtmp00040	__missing
