DIFF_CMD	*HASH_VALUE	item ID	name	ia	da	p	pia	pda	description
DIFF CHANGED 184 	_39BCB3D578814895	icmp2rb	Matis Rifle Blunting Ammo	a	the	Matis Rifle Blunting Ammo		the	
DIFF SWAP 897 185									
DIFF CHANGED 185 	_BEBBA7E333A30881	icmp2rp	Matis Rifle Piercing Ammo	a	the	Matis Rifle Piercing Ammo		the	
DIFF SWAP 898 186									
DIFF CHANGED 186 	_BE7BB3E675E3F889	icmp2rs	Matis Rifle Slashing Ammo	a	the	Matis Rifle Slashing Ammo		the	
DIFF SWAP 899 187									
DIFF CHANGED 187 	_4FF7E28D398A69BB	icmr1b	Matis Bowpistol	a	the	Matis Bowpistols		the	
DIFF SWAP 902 188									
DIFF CHANGED 188 	_E691392FEA1635A1	icmr1p	Matis Pistol	a	the	Matis Pistols		the	
DIFF SWAP 906 189									
DIFF CHANGED 189 	_0F3456FA9EB506FC	icmr2a	Matis Autolauncher	a	the	Matis Autolaunchers		the	
DIFF SWAP 909 190									
DIFF CHANGED 190 	_F0B0AE72452C2CB4	icmr2b	Matis Bowrifle	a	the	Matis Bowrifles		the	
DIFF SWAP 912 191									
DIFF CHANGED 191 	_B4E0A66AC1AC50B7	icmr2l	Matis Launcher	a	the	Matis Launchers		the	
DIFF SWAP 915 192									
DIFF CHANGED 192 	_ABDC551EE9163C52	icmr2r	Matis Rifle	a	the	Matis Rifles		the	
DIFF SWAP 919 193									
DIFF CHANGED 193 	_6D4C5D176A2CCDF5	icmsb	Matis Buckler	a	the	Matis Bucklers		the	
DIFF SWAP 923 194									
DIFF CHANGED 194 	_B868790370D8B40D	icmss	Matis Shield	a	the	Matis Shields		the	
DIFF SWAP 1023 195									
DIFF CHANGED 195 	_BE72891260F9DC14	icraba	Refugee boots	a	the	Refugee boots		the	
DIFF SWAP 1024 196									
DIFF CHANGED 196 	_BE72891260F9EC14	icrabe	Refugee boots	a	the	Refugee boots		the	
DIFF SWAP 1025 197									
DIFF CHANGED 197 	_BE72891260F9F414	icrabg	Refugee boots	a	the	Refugee boots		the	
DIFF SWAP 1026 198									
DIFF CHANGED 198 	_BE72891260F92014	icrabr	Refugee boots	a	the	Refugee boots		the	
DIFF SWAP 1027 199									
DIFF CHANGED 199 	_BE72891260F92814	icrabt	Refugee boots	a	the	Refugee boots		the	
DIFF SWAP 1028 200									
DIFF CHANGED 200 	_BE72891260F92C14	icrabu	Refugee boots	a	the	Refugee boots		the	
DIFF SWAP 1029 201									
DIFF CHANGED 201 	_BE72891260F93014	icrabv	Refugee boots	a	the	Refugee boots		the	
DIFF SWAP 1030 202									
DIFF CHANGED 202 	_BE72891260F93414	icrabw	Refugee boots	a	the	Refugee boots		the	
DIFF SWAP 1031 203									
DIFF CHANGED 203 	_874F815CEFBE38F9	icraga	Refugee gloves	a	the	Refugee gloves		the	
DIFF SWAP 1032 204									
DIFF CHANGED 204 	_874F815CEFBE48F9	icrage	Refugee gloves	a	the	Refugee gloves		the	
DIFF SWAP 1033 205									
DIFF CHANGED 205 	_874F815CEFBE50F9	icragg	Refugee gloves	a	the	Refugee gloves		the	
DIFF SWAP 1034 206									
DIFF CHANGED 206 	_874F815CEFBE7CF9	icragr	Refugee gloves	a	the	Refugee gloves		the	
DIFF SWAP 1035 207									
DIFF CHANGED 207 	_874F815CEFBE84F9	icragt	Refugee gloves	a	the	Refugee gloves		the	
DIFF SWAP 1036 208									
DIFF CHANGED 208 	_874F815CEFBE88F9	icragu	Refugee gloves	a	the	Refugee gloves		the	
DIFF SWAP 1037 209									
DIFF CHANGED 209 	_874F815CEFBE8CF9	icragv	Refugee gloves	a	the	Refugee gloves		the	
DIFF SWAP 1038 210									
DIFF CHANGED 210 	_874F815CEFBE90F9	icragw	Refugee gloves	a	the	Refugee gloves		the	
DIFF SWAP 1042 211									
DIFF CHANGED 211 	_1865E16AC30D446E	icrapa	Refugee leggings	a	the	Refugee leggings		the	
DIFF SWAP 1043 212									
DIFF CHANGED 212 	_1865E16AC30D546E	icrape	Refugee leggings	a	the	Refugee leggings		the	
DIFF SWAP 1044 213									
DIFF CHANGED 213 	_1865E16AC30D5C6E	icrapg	Refugee leggings	a	the	Refugee leggings		the	
DIFF SWAP 1045 214									
DIFF CHANGED 214 	_1865E16AC30D886E	icrapr	Refugee leggings	a	the	Refugee leggings		the	
DIFF SWAP 1046 215									
DIFF CHANGED 215 	_1865E16AC30D906E	icrapt	Refugee leggings	a	the	Refugee leggings		the	
DIFF SWAP 1047 216									
DIFF CHANGED 216 	_1865E16AC30D946E	icrapu	Refugee leggings	a	the	Refugee leggings		the	
DIFF SWAP 1048 217									
DIFF CHANGED 217 	_1865E16AC30D986E	icrapv	Refugee leggings	a	the	Refugee leggings		the	
DIFF SWAP 1049 218									
DIFF CHANGED 218 	_1865E16AC30D9C6E	icrapw	Refugee leggings	a	the	Refugee leggings		the	
DIFF SWAP 1050 219									
DIFF CHANGED 219 	_1B957678DA536B84	icrasa	Refugee forearm pads	a	the	Refugee armwear		the	
DIFF SWAP 1051 220									
DIFF CHANGED 220 	_1B957678DA537B84	icrase	Refugee forearm pads	a	the	Refugee armwear		the	
DIFF SWAP 1052 221									
DIFF CHANGED 221 	_1B957678DA538384	icrasg	Refugee forearm pads	a	the	Refugee armwear		the	
DIFF SWAP 1053 222									
DIFF CHANGED 222 	_1B957678DA53AF84	icrasr	Refugee forearm pads	a	the	Refugee armwear		the	
DIFF SWAP 1054 223									
DIFF CHANGED 223 	_1B957678DA53B784	icrast	Refugee forearm pads	a	the	Refugee armwear		the	
DIFF SWAP 1055 224									
DIFF CHANGED 224 	_1B957678DA53BB84	icrasu	Refugee forearm pads	a	the	Refugee armwear		the	
DIFF SWAP 1056 225									
DIFF CHANGED 225 	_1B957678DA53BF84	icrasv	Refugee forearm pads	a	the	Refugee armwear		the	
DIFF SWAP 1057 226									
DIFF CHANGED 226 	_1B957678DA53C384	icrasw	Refugee forearm pads	a	the	Refugee armwear		the	
DIFF SWAP 1058 227									
DIFF CHANGED 227 	_7DC05527E9B81F60	icrava	Refugee top	a	the	Refugee tops		the	
DIFF SWAP 1059 228									
DIFF CHANGED 228 	_7DC05527E9B82F60	icrave	Refugee top	a	the	Refugee tops		the	
DIFF SWAP 1060 229									
DIFF CHANGED 229 	_7DC05527E9B83760	icravg	Refugee top	a	the	Refugee tops		the	
DIFF SWAP 1061 230									
DIFF CHANGED 230 	_7DC05527E9B86360	icravr	Refugee top	a	the	Refugee tops		the	
DIFF SWAP 1062 231									
DIFF CHANGED 231 	_7DC05527E9B86B60	icravt	Refugee top	a	the	Refugee tops		the	
DIFF SWAP 1063 232									
DIFF CHANGED 232 	_7DC05527E9B86F60	icravu	Refugee top	a	the	Refugee tops		the	
DIFF SWAP 1064 233									
DIFF CHANGED 233 	_7DC05527E9B87360	icravv	Refugee top	a	the	Refugee tops		the	
DIFF SWAP 1065 234									
DIFF CHANGED 234 	_7DC05527E9B87760	icravw	Refugee top	a	the	Refugee tops		the	
DIFF SWAP 1084 235									
DIFF CHANGED 235 	_CA1DC2A322278224	ictahb	Tryker Heavy Boots	a	the	Tryker Heavy Boots		the	
DIFF SWAP 1087 236									
DIFF CHANGED 236 	_02D75A2324953A10	ictahg	Tryker Heavy Gloves	a	the	Tryker Heavy Gloves		the	
DIFF SWAP 1090 237									
DIFF CHANGED 237 	_81E75A2465040E06	ictahh	Tryker Heavy Helmet	a	the	Tryker Heavy Helmet		the	
DIFF SWAP 1093 238									
DIFF CHANGED 238 	_0E3DFAA32227B616	ictahp	Tryker Heavy Pants	a	the	Tryker Heavy Pants		the	
DIFF SWAP 1096 239									
DIFF CHANGED 239 	_6F544B1122E2CE4D	ictahs	Tryker Heavy Sleeves	a	the	Tryker Heavy Sleeves		the	
DIFF SWAP 1099 240									
DIFF CHANGED 240 	_14B0D59406B55633	ictahv	Tryker Heavy Vest	a	the	Tryker Heavy Vests		the	
DIFF SWAP 1102 241									
DIFF CHANGED 241 	_CB1DAE956286AA2C	ictalb	Tryker Light Boots	a	the	Tryker Light Boots		the	
DIFF SWAP 1105 242									
DIFF CHANGED 242 	_02D7461022355A18	ictalg	Tryker Light Gloves	a	the	Tryker Light Gloves		the	
DIFF SWAP 1108 243									
DIFF CHANGED 243 	_0F3DE6956286DE1E	ictalp	Tryker Light Pants	a	the	Tryker Light Pants		the	
DIFF SWAP 1111 244									
DIFF CHANGED 244 	_6F5423F52462EE51	ictals	Tryker Light Sleeves	a	the	Tryker Light Sleeves		the	
DIFF SWAP 1114 245									
DIFF CHANGED 245 	_15F0C18687A52E3D	ictalv	Tryker Light Vest	a	the	Tryker Light Vests		the	
DIFF SWAP 1117 246									
DIFF CHANGED 246 	_AE397F1266451EF0	ictamb	Tryker Medium Boots	a	the	Tryker Medium Boots		the	
DIFF SWAP 1121 247									
DIFF CHANGED 247 	_D7FC2BF7A422FE08	ictamg	Tryker Medium Gloves	a	the	Tryker Medium Gloves		the	
DIFF SWAP 1124 248									
DIFF CHANGED 248 	_32397F1266351AF0	ictamp	Tryker Medium Pants	a	the	Tryker Medium Pants		the	
DIFF SWAP 1128 249									
DIFF CHANGED 249 	_E40D07FCD537C25A	ictams	Tryker Medium Sleeves	a	the	Tryker Medium Sleeves		the	
DIFF SWAP 1132 250									
DIFF CHANGED 250 	_0160BEE62636CE0F	ictamv	Tryker Medium Vest	a	the	Tryker Medium Vests		the	
DIFF SWAP 1138 251									
DIFF CHANGED 251 	_3721351EEF5E459E	ictja	Tryker Anklet	a	the	Tryker Anklets		the	
DIFF SWAP 1141 252									
DIFF CHANGED 252 	_F2E7C273FB0C49D6	ictjb	Tryker Bracelet	a	the	Tryker Bracelets		the	
DIFF SWAP 1144 253									
DIFF CHANGED 253 	_37B019166B6E3DA4	ictjd	Tryker Diadem	a	the	Tryker Diadems		the	
DIFF SWAP 1147 254									
DIFF CHANGED 254 	_EE308986813FC4F7	ictje	Tryker Earring	a	the	Tryker Earrings		the	
DIFF SWAP 1150 255									
DIFF CHANGED 255 	_EE81517AFFAFD41A	ictjp	Tryker Pendant	a	the	Tryker Pendants		the	
DIFF SWAP 1153 256									
DIFF CHANGED 256 	_8F4C5D0EED1A7881	ictjr	Tryker Ring	a	the	Tryker Rings		the	
DIFF SWAP 1156 257									
DIFF CHANGED 257 	_87B0811CE105D390	ictm1bm	Tryker Mace	a	the	Tryker Maces		the	
DIFF SWAP 1159 258									
DIFF CHANGED 258 	_417F890F644DCBFD	ictm1bs	Tryker Staff	a	the	Tryker Staffs		the	
DIFF SWAP 1162 259									
DIFF CHANGED 259 	_8360755CF159A8DB	ictm1pd	Tryker Dagger	a	the	Tryker Daggers		the	
DIFF SWAP 1166 260									
DIFF CHANGED 260 	_415F7129DA6B03FD	ictm1ps	Tryker Lance	a	the	Tryker Lances		the	
DIFF SWAP 1169 261									
DIFF CHANGED 261 	_D6C12D1F6DA77F49	ictm1sa	Tryker Axe	a	the	Tryker Axes		the	
DIFF SWAP 1172 262									
DIFF CHANGED 262 	_413FE92BE44D0FFD	ictm1ss	Tryker Sword	a	the	Tryker Swords		the	
DIFF SWAP 1176 263									
DIFF CHANGED 263 	_D36FBD90F4FEB959	ictm2bm	Tryker Long Mace	a	the	Tryker Long Maces		the	
DIFF SWAP 1182 264									
DIFF CHANGED 264 	_87B08124E5E71791	ictm2pp	Tryker Pike	a	the	Tryker Pikes		the	
DIFF SWAP 1185 265									
DIFF CHANGED 265 	_5581A236C75A0F61	ictm2sa	Tryker Long Axe	a	the	Tryker Long Axes		the	
DIFF SWAP 1188 266									
DIFF CHANGED 266 	_907D86C705765942	ictm2ss	Tryker Long Sword	a	the	Tryker Long Swords		the	
DIFF SWAP 1192 267									
DIFF CHANGED 267 	_2C84A99D45E8C0B0	ictp1bb	Tryker Bowpistol Blunting Ammo	a	the	Tryker Bowpistol Blunting Ammo		the	
DIFF SWAP 1193 268									
DIFF CHANGED 268 	_6C649DAB45B8D08F	ictp1bp	Tryker Bowpistol Piercing Ammo	a	the	Tryker Bowpistol Piercing Ammo		the	
DIFF SWAP 1194 269									
DIFF CHANGED 269 	_6D54A9AE4538D490	ictp1bs	Tryker Bowpistol Slashing Ammo	a	the	Tryker Bowpistol Slashing Ammo		the	
DIFF SWAP 1195 270									
DIFF CHANGED 270 	_2959A5DB38B00D97	ictp1gb	Tryker Grenade Blunting Ammo	a	the	Tryker Grenade Blunting Ammo		the	
DIFF SWAP 1196 271									
DIFF CHANGED 271 	_2937C5BBB6530D97	ictp1gp	Tryker Grenade Piercing Ammo	a	the	Tryker Grenade Piercing Ammo		the	
DIFF SWAP 1197 272									
DIFF CHANGED 272 	_29D7CDB338E30D97	ictp1gs	Tryker Grenade Slashing Ammo	a	the	Tryker Grenade Slashing Ammo		the	
DIFF SWAP 1198 273									
DIFF CHANGED 273 	_50AF7CF45310963B	ictp1hb	Tryker harpoon ammo - blunt	a	the	Tryker harpoon ammo - blunt		the	
DIFF SWAP 1199 274									
DIFF CHANGED 274 	_63D6322B8405A6FB	ictp1hp	Tryker harpoon ammo - piercing	a	the	Tryker harpoon ammo - piercing		the	
DIFF SWAP 1200 275									
DIFF CHANGED 275 	_A5E6362F4365B2FB	ictp1hs	Tryker harpoon ammo - slashing	a	the	Tryker harpoon ammo - slashing		the	
DIFF SWAP 1201 276									
DIFF CHANGED 276 	_1E27B1F9950D5614	ictp1pb	Tryker Pistol Blunting Ammo	a	the	Tryker Pistol Blunting Ammo		the	
DIFF SWAP 1202 277									
DIFF CHANGED 277 	_1E276DEC92BD8222	ictp1pp	Tryker Pistol Piercing Ammo	a	the	Tryker Pistol Piercing Ammo		the	
DIFF SWAP 1203 278									
DIFF CHANGED 278 	_1E2781F2D1DD9A25	ictp1ps	Tryker Pistol Slashing Ammo	a	the	Tryker Pistol Slashing Ammo		the	
DIFF SWAP 1204 279									
DIFF CHANGED 279 	_DCD6D6A6B34CEDDA	ictp2ab	Tryker Autolauncher Blunting Ammo	a	the	Tryker Autolauncher Blunting Ammo		the	
DIFF SWAP 1205 280									
DIFF CHANGED 280 	_61D5CAB46E6EADC6	ictp2ap	Tryker Autolauncher Piercing Ammo	a	the	Tryker Autolauncher Piercing Ammo		the	
DIFF SWAP 1206 281									
DIFF CHANGED 281 	_6195D6B7B0AE9DCE	ictp2as	Tryker Autolauncher Slashing Ammo	a	the	Tryker Autolauncher Slashing Ammo		the	
DIFF SWAP 1207 282									
DIFF CHANGED 282 	_303A2124AB0C1888	ictp2bb	Tryker Bowrifle Blunting Ammo	a	the	Tryker Bowrifle Blunting Ammo		the	
DIFF SWAP 1208 283									
DIFF CHANGED 283 	_EC7AD52F2FED1877	ictp2bp	Tryker Bowrifle Piercing Ammo	a	the	Tryker Bowrifle Piercing Ammo		the	
DIFF SWAP 1209 284									
DIFF CHANGED 284 	_6E4AD135EF1D187C	ictp2bs	Tryker Bowrifle Slashing Ammo	a	the	Tryker Bowrifle Slashing Ammo		the	
DIFF SWAP 1210 285									
DIFF CHANGED 285 	_2F990914AB7D5883	ictp2lb	Tryker Launcher Blunting Ammo	a	the	Tryker Launcher Blunting Ammo		the	
DIFF SWAP 1211 286									
DIFF CHANGED 286 	_EBD9BD1F2F5E5872	ictp2lp	Tryker Launcher Piercing Ammo	a	the	Tryker Launcher Piercing Ammo		the	
DIFF SWAP 1212 287									
DIFF CHANGED 287 	_6DA9B925EF8E5877	ictp2ls	Tryker Launcher Slashing Ammo	a	the	Tryker Launcher Slashing Ammo		the	
DIFF SWAP 1213 288									
DIFF CHANGED 288 	_E3CD94CA5542639F	ictp2rb	Tryker Rifle Blunting Ammo	a	the	Tryker Rifle Blunting Ammo		the	
DIFF SWAP 1214 289									
DIFF CHANGED 289 	_22AE94B95611679D	ictp2rp	Tryker Rifle Piercing Ammo	a	the	Tryker Rifle Piercing Ammo		the	
DIFF SWAP 1215 290									
DIFF CHANGED 290 	_E3DE94BE9651779C	ictp2rs	Tryker Rifle Slashing Ammo	a	the	Tryker Rifle Slashing Ammo		the	
DIFF SWAP 1216 291									
DIFF CHANGED 291 	_EB462E494FDE2A11	ictr1b	Tryker Bowpistol	a	the	Tryker Bowpistols		the	
DIFF SWAP 1220 292									
DIFF CHANGED 292 	_040FAD3B40BCF4AA	ictr1p	Tryker Pistol	a	the	Tryker Pistols		the	
DIFF SWAP 1223 293									
DIFF CHANGED 293 	_ABFE5B0DE7E6DEC9	ictr2a	Tryker Autolauncher	a	the	Tryker Autolaunchers		the	
DIFF SWAP 1226 294									
DIFF CHANGED 294 	_A627BE6EF46F458B	ictr2b	Tryker Bowrifle	a	the	Tryker Bowrifles		the	
DIFF SWAP 1229 295									
DIFF CHANGED 295 	_88311E6FC81A9587	ictr2h	Tryker harpoon	a	the	Tryker harpoons		the	
DIFF SWAP 1230 296									
DIFF CHANGED 296 	_E3276E74B71F9D92	ictr2l	Tryker Launcher	a	the	Tryker Launchers		the	
DIFF SWAP 1233 297									
DIFF CHANGED 297 	_0E4011336AB68542	ictr2r	Tryker Rifle	a	the	Tryker Rifles		the	
DIFF SWAP 1236 298									
DIFF CHANGED 298 	_EE11497AC41E14FC	ictsb	Tryker Buckler	a	the	Tryker Bucklers		the	
DIFF SWAP 1240 299									
DIFF CHANGED 299 	_7920111EADDE75C2	ictss	Tryker Shield	a	the	Tryker Shields		the	
DIFF SWAP 1262 300									
DIFF CHANGED 300 	_05BC11575B603E78	iczahb	Zoraï Heavy Boots	a	the	Zoraï Heavy Boots		the	
DIFF SWAP 1265 301									
DIFF CHANGED 301 	_CA199450CE166E3F	iczahg	Zoraï Heavy Gloves	a	the	Zoraï Heavy Gloves		the	
DIFF SWAP 1268 302									
DIFF CHANGED 302 	_C6F978510F16523C	iczahh	Zoraï Heavy Helmet	a	the	Zoraï Heavy Helmet		the	
DIFF SWAP 1271 303									
DIFF CHANGED 303 	_829D0D49DF607677	iczahp	Zoraï Heavy Pants	a	the	Zoraï Heavy Pants		the	
DIFF SWAP 1274 304									
DIFF CHANGED 304 	_003FC4BCA7D5BE44	iczahs	Zoraï Heavy Sleeves	a	the	Zoraï Heavy Sleeves		the	
DIFF SWAP 1277 305									
DIFF CHANGED 305 	_4EFC8D77F634D976	iczahv	Zoraï Heavy Vest	a	the	Zoraï Heavy Vests		the	
DIFF SWAP 1280 306									
DIFF CHANGED 306 	_86FC2152D8C03A72	iczalb	Zoraï Light Boots	a	the	Zoraï Light Boots		the	
DIFF SWAP 1283 307									
DIFF CHANGED 307 	_CB59944B4B26464D	iczalg	Zoraï Light Gloves	a	the	Zoraï Light Gloves		the	
DIFF SWAP 1286 308									
DIFF CHANGED 308 	_03DD1D445CC07271	iczalp	Zoraï Light Pants	a	the	Zoraï Light Pants		the	
DIFF SWAP 1289 309									
DIFF CHANGED 309 	_013FC4B7E354E650	iczals	Zoraï Light Sleeves	a	the	Zoraï Light Sleeves		the	
DIFF SWAP 1292 310									
DIFF CHANGED 310 	_CB5C9D767394E979	iczalv	Zoraï Light Vest	a	the	Zoraï Light Vests		the	
DIFF SWAP 1295 311									
DIFF CHANGED 311 	_7DF72125DEF70A5B	iczamb	Zoraï Medium Boots	a	the	Zoraï Medium Boots		the	
DIFF SWAP 1298 312									
DIFF CHANGED 312 	_B9BA2C056334C25F	iczamg	Zoraï Medium Gloves	a	the	Zoraï Medium Gloves		the	
DIFF SWAP 1301 313									
DIFF CHANGED 313 	_C1175925DEF73E4D	iczamp	Zoraï Medium Pants	a	the	Zoraï Medium Pants		the	
DIFF SWAP 1304 314									
DIFF CHANGED 314 	_47049B01A482B6AC	iczams	Zoraï Medium Sleeves	a	the	Zoraï Medium Sleeves		the	
DIFF SWAP 1307 315									
DIFF CHANGED 315 	_C18A323AE9A4AA6A	iczamv	Zoraï Medium Vest	a	the	Zoraï Medium Vests		the	
DIFF SWAP 1312 316									
DIFF CHANGED 316 	_6E395D13EA782C07	iczja	Zoraï Anklet	a	the	Zoraï Anklets		the	
DIFF SWAP 1315 317									
DIFF CHANGED 317 	_D6CC3F6DFDF065DC	iczjb	Zoraï Bracelet	a	the	Zoraï Bracelets		the	
DIFF SWAP 1318 318									
DIFF CHANGED 318 	_F0395D05EA78DC00	iczjd	Zoraï Diadem	a	the	Zoraï Diadems		the	
DIFF SWAP 1321 319									
DIFF CHANGED 319 	_EC3327136D3FEDE7	iczje	Zoraï Earring	a	the	Zoraï Earrings		the	
DIFF SWAP 1324 320									
DIFF CHANGED 320 	_AF045B0BE81DED01	iczjp	Zoraï Pendant	a	the	Zoraï Pendants		the	
DIFF SWAP 1327 321									
DIFF CHANGED 321 	_5F9536C309C9B8B1	iczjr	Zoraï Ring	a	the	Zoraï Rings		the	
DIFF SWAP 1330 322									
DIFF CHANGED 322 	_C35C3B12E638B417	iczm1bm	Zoraï Mace	a	the	Zoraï Maces		the	
DIFF SWAP 1334 323									
DIFF CHANGED 323 	_9518411662393C71	iczm1bs	Zoraï Staff	a	the	Zoraï Staffs		the	
DIFF SWAP 1337 324									
DIFF CHANGED 324 	_85214915DE1E2559	iczm1pd	Zoraï Dagger	a	the	Zoraï Daggers		the	
DIFF SWAP 1340 325									
DIFF CHANGED 325 	_95183D12E4D80C6A	iczm1ps	Zoraï Lance	a	the	Zoraï Lances		the	
DIFF SWAP 1341 326									
DIFF CHANGED 326 	_55EF6212436065CE	iczm1pse	Electric Lance	a	the	Electric Lances		the	
DIFF SWAP 1344 327									
DIFF CHANGED 327 	_CD57A78D610B5C10	iczm1sa	Zoraï Axe	a	the	Zoraï Axes		the	
DIFF SWAP 1347 328									
DIFF CHANGED 328 	_95183920E8498C71	iczm1ss	Zoraï Sword	a	the	Zoraï Swords		the	
DIFF SWAP 1350 329									
DIFF CHANGED 329 	_97C2150E9462E5E6	iczm2bm	Zoraï 2 hand mace	a	the	Zoraï 2 hand maces		the	
DIFF SWAP 1357 330									
DIFF CHANGED 330 	_8C5C3B12E8E99820	iczm2pp	Zoraï pike	a	the	Zoraï pikes		the	
DIFF SWAP 1360 331									
DIFF CHANGED 331 	_189399873AAB2359	iczm2sa	Zoraï Long Axe	a	the	Zoraï Long Axes		the	
DIFF SWAP 1363 332									
DIFF CHANGED 332 	_408471426114B10B	iczm2ss	Zoraï Long Sword	a	the	Zoraï Long Swords		the	
DIFF SWAP 1366 333									
DIFF CHANGED 333 	_569AB928797080D0	iczp1bb	Zoraï Bowpistol Blunting Ammo	a	the	Zoraï Bowpistol Blunting Ammo		the	
DIFF SWAP 1367 334									
DIFF CHANGED 334 	_12DA6D33FD5180BF	iczp1bp	Zoraï Bowpistol Piercing Ammo	a	the	Zoraï Bowpistol Piercing Ammo		the	
DIFF SWAP 1368 335									
DIFF CHANGED 335 	_94AA6939BD8180C4	iczp1bs	Zoraï Bowpistol Slashing Ammo	a	the	Zoraï Bowpistol Slashing Ammo		the	
DIFF SWAP 1369 336									
DIFF CHANGED 336 	_6A6FF5D7134F57E9	iczp1gb	Zoraï Grenade Blunting Ammo	a	the	Zoraï Grenade Blunting Ammo		the	
DIFF SWAP 1370 337									
DIFF CHANGED 337 	_6A6FB1CA10FF83F7	iczp1gp	Zoraï Grenade Piercing Ammo	a	the	Zoraï Grenade Piercing Ammo		the	
DIFF SWAP 1371 338									
DIFF CHANGED 338 	_6A6FC5D04F1F9BFA	iczp1gs	Zoraï Grenade Slashing Ammo	a	the	Zoraï Grenade Slashing Ammo		the	
DIFF SWAP 1372 339									
DIFF CHANGED 339 	_91D8AED256635C63	iczp1pb	Zoraï Pistol Blunting Ammo	a	the	Zoraï Pistol Blunting Ammo		the	
DIFF SWAP 1373 340									
DIFF CHANGED 340 	_D0B9AEC157326061	iczp1pp	Zoraï Pistol Piercing Ammo	a	the	Zoraï Pistol Piercing Ammo		the	
DIFF SWAP 1374 341									
DIFF CHANGED 341 	_91E9AEC697727060	iczp1ps	Zoraï Pistol Slashing Ammo	a	the	Zoraï Pistol Slashing Ammo		the	
DIFF SWAP 1375 342									
DIFF CHANGED 342 	_6269C50B8192B1C8	iczp2ab	Zoraï Autolauncher Blunting Ammo	a	the	Zoraï Autolauncher Blunting Ammo		the	
DIFF SWAP 1376 343									
DIFF CHANGED 343 	_A139D5FBC043C1B8	iczp2ap	Zoraï Autolauncher Piercing Ammo	a	the	Zoraï Autolauncher Piercing Ammo		the	
DIFF SWAP 1377 344									
DIFF CHANGED 344 	_62B9D9F781F3C5B4	iczp2as	Zoraï Autolauncher Slashing Ammo	a	the	Zoraï Autolauncher Slashing Ammo		the	
DIFF SWAP 1378 345									
DIFF CHANGED 345 	_711945EFBCB40BF4	iczp2bb	Zoraï Bowrifle Blunting Ammo	a	the	Zoraï Bowrifle Blunting Ammo		the	
DIFF SWAP 1379 346									
DIFF CHANGED 346 	_71F765CF3A570BF4	iczp2bp	Zoraï Bowrifle Piercing Ammo	a	the	Zoraï Bowrifle Piercing Ammo		the	
DIFF SWAP 1380 347									
DIFF CHANGED 347 	_71976DC7BCE70BF4	iczp2bs	Zoraï Bowrifle Slashing Ammo	a	the	Zoraï Bowrifle Slashing Ammo		the	
DIFF SWAP 1381 348									
DIFF CHANGED 348 	_ED5915E7BCF4830E	iczp2lb	Zoraï Launcher Blunting Ammo	a	the	Zoraï Launcher Blunting Ammo		the	
DIFF SWAP 1382 349									
DIFF CHANGED 349 	_ED3735C73A97830E	iczp2lp	Zoraï Launcher Piercing Ammo	a	the	Zoraï Launcher Piercing Ammo		the	
DIFF SWAP 1383 350									
DIFF CHANGED 350 	_EDD73DBFBC27830E	iczp2ls	Zoraï Launcher Slashing Ammo	a	the	Zoraï Launcher Slashing Ammo		the	
DIFF SWAP 1384 351									
DIFF CHANGED 351 	_580DAB5FB96180A2	iczp2rb	Zoraï Rifle Blunting Ammo	a	the	Zoraï Rifle Blunting Ammo		the	
DIFF SWAP 1385 352									
DIFF CHANGED 352 	_DD0C9F6D7483408E	iczp2rp	Zoraï Rifle Piercing Ammo	a	the	Zoraï Rifle Piercing Ammo		the	
DIFF SWAP 1386 353									
DIFF CHANGED 353 	_DDCCAB70B6C33096	iczp2rs	Zoraï Rifle Slashing Ammo	a	the	Zoraï Rifle Slashing Ammo		the	
DIFF SWAP 1387 354									
DIFF CHANGED 354 	_CE6FF68BBC5B5BB3	iczr1b	Zoraï Bowpistol	a	the	Zoraï Bowpistols		the	
DIFF SWAP 1390 355									
DIFF CHANGED 355 	_E6F0F92BF0B835A1	iczr1p	Zoraï Pistol	a	the	Zoraï Pistols		the	
DIFF SWAP 1393 356									
DIFF CHANGED 356 	_0FCC36741F663E09	iczr2a	Zoraï Autolauncher	a	the	Zoraï Autolaunchers		the	
DIFF SWAP 1396 357									
DIFF CHANGED 357 	_EE28C67DC8FD2C30	iczr2b	Zoraï Bowrifle	a	the	Zoraï Bowrifles		the	
DIFF SWAP 1400 358									
DIFF CHANGED 358 	_B258BE75447D5033	iczr2l	Zoraï Launcher	a	the	Zoraï Launchers		the	
DIFF SWAP 1404 359									
DIFF CHANGED 359 	_AB742714EBC77052	iczr2r	Zoraï Rifle	a	the	Zoraï Rifles		the	
DIFF SWAP 1407 360									
DIFF CHANGED 360 	_6DE42F0D6CDD01F5	iczsb	Zoraï Buckler	a	the	Zoraï Bucklers		the	
DIFF SWAP 1411 361									
DIFF CHANGED 361 	_B8395DF36E981C0D	iczss	Zoraï Shield	a	the	Zoraï Shields		the	
DIFF SWAP 1546 362									
DIFF CHANGED 362 	_6407D4D4A9C10FEF	itammo	Crafting tool for ammo	a	the	Crafting tools for ammo		the	
DIFF SWAP 1547 363									
DIFF CHANGED 363 	_9E0C2CD422DDB3BA	itarmor	Crafting tool for armor	a	the	Crafting tools for armor		the	
DIFF SWAP 1548 364									
DIFF CHANGED 364 	_1D263E6218B63AD1	item_sap_recharge	Sap Recharge	a	the	Sap Recharge		the	
