DIFF_CMD	*HASH_VALUE	sbrick ID	name	ia	da	p	pia	pda	description	description2
DIFF CHANGED 155 	_CE80B0411778CA2A	BIF30	%comp with Pike	a	the					
DIFF CHANGED 156 	_B2BD00EFAB473B2A	BIF31	Show the Weapon restriction	a	the					
DIFF CHANGED 157 	_B2BD00EFAB473B2B	BIF32	Show the Weapon restriction	a	the					
DIFF CHANGED 158 	_B2BD00EFAB473B2C	BIF33	Show the Weapon restriction	a	the					
DIFF CHANGED 159 	_015EE9D019B87F5D	BIF34	%comp with Two Handed Axe	a	the					
DIFF CHANGED 160 	_B2BD00EFAB473B2E	BIF35	Show the Weapon restriction	a	the					
DIFF CHANGED 161 	_B2BD00EFAB473B2F	BIF36	Show the Weapon restriction	a	the					
DIFF CHANGED 162 	_B2BD00EFAB473B30	BIF37	Show the Weapon restriction	a	the					
DIFF CHANGED 163 	_DEE425C915C9A760	BIF38	%comp with Two Handed Sword	a	the					
DIFF CHANGED 164 	_B2BD00EFAB473B32	BIF39	Show the Weapon restriction	a	the					
DIFF CHANGED 165 	_F3BD00EFAB473B29	BIF40	Show the Weapon restriction	a	the					
DIFF CHANGED 166 	_F3BD00EFAB473B2A	BIF41	Show the Weapon restriction	a	the					
DIFF CHANGED 167 	_F3BD00EFAB473B2B	BIF42	Show the Weapon restriction	a	the					
DIFF CHANGED 168 	_F3BD00EFAB473B2C	BIF43	Show the Weapon restriction	a	the					
DIFF CHANGED 169 	_1500005B4915FE48	BIF44	%comp with Dagger	a	the					
DIFF CHANGED 170 	_F3BD00EFAB473B2E	BIF45	Show the Weapon restriction	a	the					
DIFF CHANGED 171 	_F3BD00EFAB473B2F	BIF46	Show the Weapon restriction	a	the					
DIFF CHANGED 172 	_747975A146FE6454	BIF47	%comp with Hand to Hand combat	a	the					
DIFF CHANGED 173 	_F3BD00EFAB473B31	BIF48	Show the Weapon restriction	a	the					
DIFF CHANGED 174 	_F3BD00EFAB473B32	BIF49	Show the Weapon restriction	a	the					
DIFF CHANGED 175 	_33BD00EFAB473B29	BIF50	Show the Weapon restriction	a	the					
DIFF CHANGED 176 	_33BD00EFAB473B2A	BIF51	Show the Weapon restriction	a	the					
DIFF CHANGED 177 	_6024285D4F973B69	BIF52	%comp with Bowpistol	a	the					
DIFF CHANGED 178 	_33BD00EFAB473B2C	BIF53	Show the Weapon restriction	a	the					
DIFF CHANGED 179 	_33BD00EFAB473B2D	BIF54	Show the Weapon restriction	a	the					
DIFF CHANGED 180 	_33BD00EFAB473B2E	BIF55	Show the Weapon restriction	a	the					
DIFF CHANGED 181 	_99C120674935EA54	BIF56	%comp with Pistol	a	the					
DIFF CHANGED 182 	_33BD00EFAB473B30	BIF57	Show the Weapon restriction	a	the					
DIFF CHANGED 183 	_33BD00EFAB473B31	BIF58	Show the Weapon restriction	a	the					
DIFF CHANGED 184 	_33BD00EFAB473B32	BIF59	Show the Weapon restriction	a	the					
DIFF CHANGED 185 	_73BD00EFAB473B29	BIF60	Show the Weapon restriction	a	the					
DIFF CHANGED 186 	_E1035C53D799BB67	BIF61	%comp with Autolauncher	a	the					
DIFF CHANGED 187 	_73BD00EFAB473B2B	BIF62	Show the Weapon restriction	a	the					
DIFF CHANGED 188 	_73BD00EFAB473B2C	BIF63	Show the Weapon restriction	a	the					
DIFF CHANGED 189 	_5F637452C9E62348	BIF64	%comp with Bowrifle	a	the					
DIFF CHANGED 190 	_73BD00EFAB473B2E	BIF65	Show the Weapon restriction	a	the					
DIFF CHANGED 191 	_73BD00EFAB473B2F	BIF66	Show the Weapon restriction	a	the					
DIFF CHANGED 192 	_73BD00EFAB473B30	BIF67	Show the Weapon restriction	a	the					
DIFF CHANGED 193 	_5E433C5C0C762B46	BIF68	%comp with Launcher	a	the					
DIFF CHANGED 194 	_73BD00EFAB473B32	BIF69	Show the Weapon restriction	a	the					
DIFF CHANGED 195 	_B3BD00EFAB473B29	BIF70	Show the Weapon restriction	a	the					
DIFF CHANGED 196 	_56609466D555AE36	BIF71	%comp with Rifle	a	the					
DIFF CHANGED 197 	_B3BD00EFAB473B2B	BIF72	Show the Weapon restriction	a	the					
DIFF CHANGED 198 	_B3BD00EFAB473B2C	BIF73	Show the Weapon restriction	a	the					
DIFF CHANGED 199 	_B3BD00EFAB473B2D	BIF74	Show the Weapon restriction	a	the					
DIFF CHANGED 200 	_B3BD00EFAB473B2E	BIF75	Show the Weapon restriction	a	the					
DIFF CHANGED 201 	_B3BD00EFAB473B2F	BIF76	Show the Weapon restriction	a	the					
DIFF CHANGED 202 	_B3BD00EFAB473B30	BIF77	Show the Weapon restriction	a	the					
DIFF CHANGED 203 	_B3BD00EFAB473B31	BIF78	Show the Weapon restriction	a	the					
DIFF CHANGED 204 	_B3BD00EFAB473B32	BIF79	Show the Weapon restriction	a	the					
DIFF CHANGED 205 	_F4BD00EFAB473B29	BIF80	Show the Weapon restriction	a	the					
DIFF CHANGED 206 	_F4BD00EFAB473B2A	BIF81	Show the Weapon restriction	a	the					
DIFF CHANGED 207 	_F4BD00EFAB473B2B	BIF82	Show the Weapon restriction	a	the					
DIFF CHANGED 208 	_F4BD00EFAB473B2C	BIF83	Show the Weapon restriction	a	the					
DIFF CHANGED 209 	_F4BD00EFAB473B2D	BIF84	Show the Weapon restriction	a	the					
DIFF CHANGED 210 	_F4BD00EFAB473B2E	BIF85	Show the Weapon restriction	a	the					
DIFF CHANGED 211 	_F4BD00EFAB473B2F	BIF86	Show the Weapon restriction	a	the					
DIFF CHANGED 212 	_F4BD00EFAB473B30	BIF87	Show the Weapon restriction	a	the					
DIFF CHANGED 213 	_F4BD00EFAB473B31	BIF88	Show the Weapon restriction	a	the					
DIFF CHANGED 214 	_F4BD00EFAB473B32	BIF89	Show the Weapon restriction	a	the					
DIFF CHANGED 215 	_34BD00EFAB473B29	BIF90	Show the Weapon restriction	a	the					
DIFF CHANGED 216 	_34BD00EFAB473B2A	BIF91	Show the Weapon restriction	a	the					
DIFF CHANGED 217 	_34BD00EFAB473B2B	BIF92	Show the Weapon restriction	a	the					
DIFF CHANGED 218 	_34BD00EFAB473B2C	BIF93	Show the Weapon restriction	a	the					
DIFF CHANGED 219 	_34BD00EFAB473B2D	BIF94	Show the Weapon restriction	a	the					
DIFF CHANGED 220 	_34BD00EFAB473B2E	BIF95	Show the Weapon restriction	a	the					
DIFF CHANGED 221 	_34BD00EFAB473B2F	BIF96	Show the Weapon restriction	a	the					
DIFF CHANGED 222 	_34BD00EFAB473B30	BIF97	Show the Weapon restriction	a	the					
DIFF CHANGED 223 	_34BD00EFAB473B31	BIF98	Show the Weapon restriction	a	the					
DIFF CHANGED 224 	_34BD00EFAB473B32	BIF99	Show the Weapon restriction	a	the					
DIFF CHANGED 225 	_B8DBDDF723F4A6CE	BIF100	Show the Weapon restriction	a	the					
DIFF CHANGED 226 	_B8DBDDF723F4AACE	BIF101	Show the Weapon restriction	a	the					
DIFF CHANGED 227 	_B8DBDDF723F4AECE	BIF102	Show the Weapon restriction	a	the					
DIFF CHANGED 228 	_B8DBDDF723F4B2CE	BIF103	Show the Weapon restriction	a	the					
DIFF CHANGED 229 	_B8DBDDF723F4B6CE	BIF104	Show the Weapon restriction	a	the					
DIFF CHANGED 230 	_B8DBDDF723F4BACE	BIF105	Show the Weapon restriction	a	the					
DIFF CHANGED 231 	_B8DBDDF723F4BECE	BIF106	Show the Weapon restriction	a	the					
DIFF CHANGED 232 	_B8DBDDF723F4C2CE	BIF107	Show the Weapon restriction	a	the					
DIFF CHANGED 233 	_B8DBDDF723F4C6CE	BIF108	Show the Weapon restriction	a	the					
DIFF CHANGED 234 	_B8DBDDF723F4CACE	BIF109	Show the Weapon restriction	a	the					
DIFF CHANGED 235 	_B8DBDDF723F4A6CF	BIF110	Show the Weapon restriction	a	the					
DIFF CHANGED 236 	_B8DBDDF723F4AACF	BIF111	Show the Weapon restriction	a	the					
DIFF CHANGED 237 	_B8DBDDF723F4AECF	BIF112	Show the Weapon restriction	a	the					
DIFF CHANGED 238 	_B8DBDDF723F4B2CF	BIF113	Show the Weapon restriction	a	the					
DIFF CHANGED 239 	_B8DBDDF723F4B6CF	BIF114	Show the Weapon restriction	a	the					
DIFF CHANGED 240 	_B8DBDDF723F4BACF	BIF115	Show the Weapon restriction	a	the					
DIFF CHANGED 241 	_B8DBDDF723F4BECF	BIF116	Show the Weapon restriction	a	the					
DIFF CHANGED 242 	_B8DBDDF723F4C2CF	BIF117	Show the Weapon restriction	a	the					
DIFF CHANGED 243 	_B8DBDDF723F4C6CF	BIF118	Show the Weapon restriction	a	the					
DIFF CHANGED 244 	_B8DBDDF723F4CACF	BIF119	Show the Weapon restriction	a	the					
DIFF CHANGED 245 	_B8DBDDF723F4A6D0	BIF120	Show the Weapon restriction	a	the					
DIFF CHANGED 246 	_B8DBDDF723F4AAD0	BIF121	Show the Weapon restriction	a	the					
DIFF CHANGED 247 	_F17CB99965E9DA08	melee_reduce_latency_1	Reduce Latency 1	a	the			the	Put here the Brick Description	
DIFF CHANGED 248 	_C89A16ADDC5721EB	bcfpea13	Fyros Bowpistol Blunting Ammo Craft Pattern	a	the				Brick Craftman's plan for fyros pistolarc ammo blunt	
DIFF CHANGED 249 	_23881AAB5C38BE48	bcfpea14	Fyros Bowpistol Piercing Ammo Craft Pattern	a	the				Brick Craftman's plan for fyros pistolarc ammo piercing	
DIFF CHANGED 250 	_63982AAA5D68BE4D	bcfpea15	Fyros Bowpistol Slashing Ammo Craft Pattern	a	the				Brick Craftman's plan for fyros pistolarc ammo slashing	
DIFF CHANGED 251 	_66785758E8E36ED0	bcfpea07	Fyros Grenade Blunting Ammo Craft Pattern	a	the				Brick Craftman's plan for fyros grenade ammo blunt	
DIFF CHANGED 252 	_A54804B6C2B37EC0	bcfpea08	Fyros Grenade Piercing Ammo Craft Pattern	a	the				Brick Craftman's plan for fyros grenade ammo piercing	
DIFF CHANGED 253 	_66C808B2C33382BC	bcfpea09	Fyros Grenade Slashing Ammo Craft Pattern	a	the				Brick Craftman's plan for fyros grenade ammo slashing	
DIFF CHANGED 254 	_4153BBF465B5A5CB	bcfpea16	Fyros Pistol Blunting Ammo Craft Pattern	a	the				Brick Craftman's plan for fyros pistol ammo blunt	
DIFF CHANGED 255 	_42526B067A6B82BA	bcfpea17	Fyros Pistol Piercing Ammo Craft Pattern	a	the				Brick Craftman's plan for fyros pistol ammo piercing	
DIFF CHANGED 256 	_82128B0ABA9B8EBF	bcfpea18	Fyros Pistol Slashing Ammo Craft Pattern	a	the				Brick Craftman's plan for fyros pistol ammo slashing	
DIFF CHANGED 257 	_830E30FA25DD798A	bcfpea01	Fyros Autolauncher Blunting Ammo Craft Pattern	a	the				Brick Craftman's plan for fyros autolaunch ammo blunt	
DIFF CHANGED 258 	_46EFCD687A0D4977	bcfpea02	Fyros Autolauncher Piercing Ammo Craft Pattern	a	the				Brick Craftman's plan for fyros autolaunch ammo piercing	
DIFF CHANGED 259 	_C71FCD68FC6D3D76	bcfpea03	Fyros Autolauncher Slashing Ammo Craft Pattern	a	the				Brick Craftman's plan for fyros autolaunch ammo slashing	
DIFF CHANGED 260 	_F54D1839C0B3D76E	bcfpea04	Fyros Bowrifle Blunting Ammo Craft Pattern	a	the				Brick Craftman's plan for fyros bowgun ammo blunt	
DIFF CHANGED 261 	_EF6F75A4DEA2E75E	bcfpea05	Fyros Bowrifle Piercing Ammo Craft Pattern	a	the				Brick Craftman's plan for fyros bowgun ammo piercing	
DIFF CHANGED 262 	_F2AF65A7DEF2EB5A	bcfpea06	Fyros Bowrifle Slashing Ammo Craft Pattern	a	the				Brick Craftman's plan for fyros bowgun ammo slashing	
DIFF CHANGED 263 	_E29C59A7513F4799	bcfpea10	Fyros Launcher Blunting Ammo Craft Pattern	a	the				Brick Craftman's plan for fyros launcher ammo blunt	
DIFF CHANGED 264 	_76C3BE93163E3BA7	bcfpea11	Fyros Launcher Piercing Ammo Craft Pattern	a	the				Brick Craftman's plan for fyros launcher ammo piercing	
DIFF CHANGED 265 	_B8D3AE9B56FE47AA	bcfpea12	Fyros Launcher Slashing Ammo Craft Pattern	a	the				Brick Craftman's plan for fyros launcher ammo slashing	
DIFF CHANGED 266 	_140DBB67DB37F640	bcfpea19	Fyros Rifle Blunting Ammo Craft Pattern	a	the				Brick Craftman's plan for fyros rifle ammo blunt	
DIFF CHANGED 267 	_6EFCCB46D92787BC	bcfpea20	Fyros Rifle Piercing Ammo Craft Pattern	a	the				Brick Craftman's plan for fyros rifle ammo piercing	
DIFF CHANGED 268 	_6E4CCF471A1793BF	bcfpea21	Fyros Rifle Slashing Ammo Craft Pattern	a	the				Brick Craftman's plan for fyros rifle ammo slashing	
DIFF CHANGED 269 	_C8A9D2B4DC5721E5	bcmpea13	Matis Bowpistol Blunting Ammo Craft Pattern	a	the				Brick Craftman's plan for matis pistolarc ammo blunt	
DIFF CHANGED 270 	_2397D6B25C38BE42	bcmpea14	Matis Bowpistol Piercing Ammo Craft Pattern	a	the				Brick Craftman's plan for matis pistolarc ammo piercing	
DIFF CHANGED 271 	_63A7E6B15D68BE47	bcmpea15	Matis Bowpistol Slashing Ammo Craft Pattern	a	the				Brick Craftman's plan for matis pistolarc ammo slashing	
DIFF CHANGED 272 	_E5A8FF47AAE36ED0	bcmpea07	Matis Grenade Blunting Ammo Craft Pattern	a	the				Brick Craftman's plan for matis grenade ammo blunt	
DIFF CHANGED 273 	_2478ACA584B37EC0	bcmpea08	Matis Grenade Piercing Ammo Craft Pattern	a	the				Brick Craftman's plan for matis grenade ammo piercing	
DIFF CHANGED 274 	_E5F8B0A1853382BC	bcmpea09	Matis Grenade Slashing Ammo Craft Pattern	a	the				Brick Craftman's plan for matis grenade ammo slashing	
DIFF CHANGED 275 	_C0E343FD5F25A5CB	bcmpea16	Matis Pistol Blunting Ammo Craft Pattern	a	the				Brick Craftman's plan for matis pistol ammo blunt	
DIFF CHANGED 276 	_C1E2F30F74DB82BA	bcmpea17	Matis Pistol Piercing Ammo Craft Pattern	a	the				Brick Craftman's plan for matis pistol ammo piercing	
DIFF CHANGED 277 	_01A21313B40B8EBF	bcmpea18	Matis Pistol Slashing Ammo Craft Pattern	a	the				Brick Craftman's plan for matis pistol ammo slashing	
DIFF CHANGED 278 	_029ED001A4FD1991	bcmpea01	Matis Autolauncher Blunting Ammo Craft Pattern	a	the				Brick Craftman's plan for matis autolaunch ammo blunt	
DIFF CHANGED 279 	_C57F6D6FF92DE97E	bcmpea02	Matis Autolauncher Piercing Ammo Craft Pattern	a	the				Brick Craftman's plan for matis autolaunch ammo piercing	
DIFF CHANGED 280 	_46AF6D6F7B8DDD7D	bcmpea03	Matis Autolauncher Slashing Ammo Craft Pattern	a	the				Brick Craftman's plan for matis autolaunch ammo slashing	
DIFF CHANGED 281 	_F3FD5847C0B3D76E	bcmpea04	Matis Bowrifle Blunting Ammo Craft Pattern	a	the				Brick Craftman's plan for matis bowgun ammo blunt	
DIFF CHANGED 282 	_ED1FB5B2DEA2E75E	bcmpea05	Matis Bowrifle Piercing Ammo Craft Pattern	a	the				Brick Craftman's plan for matis bowgun ammo piercing	
DIFF CHANGED 283 	_F05FA5B5DEF2EB5A	bcmpea06	Matis Bowrifle Slashing Ammo Craft Pattern	a	the				Brick Craftman's plan for matis bowgun ammo slashing	
DIFF CHANGED 284 	_E04C99B5513F4799	bcmpea10	Matis Launcher Blunting Ammo Craft Pattern	a	the				Brick Craftman's plan for matis launcher ammo blunt	
DIFF CHANGED 285 	_7473FEA1163E3BA7	bcmpea11	Matis Launcher Piercing Ammo Craft Pattern	a	the				Brick Craftman's plan for matis launcher ammo piercing	
DIFF CHANGED 286 	_B683EEA956FE47AA	bcmpea12	Matis Launcher Slashing Ammo Craft Pattern	a	the				Brick Craftman's plan for matis launcher ammo slashing	
DIFF CHANGED 287 	_939D5B685CB61240	bcmpea19	Matis Rifle Blunting Ammo Craft Pattern	a	the				Brick Craftman's plan for matis rifle ammo blunt	
DIFF CHANGED 288 	_ED8C6B475AA6A3BC	bcmpea20	Matis Rifle Piercing Ammo Craft Pattern	a	the				Brick Craftman's plan for matis rifle ammo piercing	
DIFF CHANGED 289 	_EDDC6F489B96AFBF	bcmpea21	Matis Rifle Slashing Ammo Craft Pattern	a	the				Brick Craftman's plan for matis rifle ammo slashing	
DIFF CHANGED 290 	_B62578BBA75D97A1	bctpea13	Tryker Bowpistol Blunting Ammo Craft Pattern	a	the				Brick Craftman's plan for tryker pistolarc ammo blunt	
DIFF CHANGED 291 	_B3F4A4C9C143F894	bctpea14	Tryker Bowpistol Piercing Ammo Craft Pattern	a	the				Brick Craftman's plan for tryker pistolarc ammo piercing	
DIFF CHANGED 292 	_F2E4BCCC01430C9A	bctpea15	Tryker Bowpistol Slashing Ammo Craft Pattern	a	the				Brick Craftman's plan for tryker pistolarc ammo slashing	
DIFF CHANGED 293 	_5CBDD9BD0CA9717B	bctpea07	Tryker Grenade Blunting Ammo Craft Pattern	a	the				Brick Craftman's plan for tryker grenade ammo blunt	
DIFF CHANGED 294 	_F0E43EA9D2A86589	bctpea08	Tryker Grenade Piercing Ammo Craft Pattern	a	the				Brick Craftman's plan for tryker grenade ammo piercing	
DIFF CHANGED 295 	_32F42EB11268718C	bctpea09	Tryker Grenade Slashing Ammo Craft Pattern	a	the				Brick Craftman's plan for tryker grenade ammo slashing	
DIFF CHANGED 296 	_666AB768A5619A1B	bctpea16	Tryker Pistol Blunting Ammo Craft Pattern	a	the				Brick Craftman's plan for tryker pistol ammo blunt	
DIFF CHANGED 297 	_A53A64C67E31AA0B	bctpea17	Tryker Pistol Piercing Ammo Craft Pattern	a	the				Brick Craftman's plan for tryker pistol ammo piercing	
DIFF CHANGED 298 	_66BA68C280B1AE07	bctpea18	Tryker Pistol Slashing Ammo Craft Pattern	a	the				Brick Craftman's plan for tryker pistol ammo slashing	
DIFF CHANGED 299 	_E27A18A0C32E5AE1	bctpea01	Tryker Autolauncher Blunting Ammo Craft Pattern	a	the				Brick Craftman's plan for tryker autolaunch ammo blunt	
DIFF CHANGED 300 	_BB60BD7E052C42FD	bctpea02	Tryker Autolauncher Piercing Ammo Craft Pattern	a	the				Brick Craftman's plan for tryker autolaunch ammo piercing	
DIFF CHANGED 301 	_BB60BD88C5AC5A03	bctpea03	Tryker Autolauncher Slashing Ammo Craft Pattern	a	the				Brick Craftman's plan for tryker autolaunch ammo slashing	
DIFF CHANGED 302 	_B215B5F8BEE68BC7	bctpea04	Tryker Bowrifle Blunting Ammo Craft Pattern	a	the				Brick Craftman's plan for tryker bowgun ammo blunt	
DIFF CHANGED 303 	_8CFA4EF5FFE57FC4	bctpea05	Tryker Bowrifle Piercing Ammo Craft Pattern	a	the				Brick Craftman's plan for tryker bowgun ammo piercing	
DIFF CHANGED 304 	_CCBA5AFD7FA58BCC	bctpea06	Tryker Bowrifle Slashing Ammo Craft Pattern	a	the				Brick Craftman's plan for tryker bowgun ammo slashing	
DIFF CHANGED 305 	_45DBFEA804EA26C4	bctpea10	Tryker Launcher Blunting Ammo Craft Pattern	a	the				Brick Craftman's plan for tryker launcher ammo blunt	
DIFF CHANGED 306 	_A0C902A683CBC321	bctpea11	Tryker Launcher Piercing Ammo Craft Pattern	a	the				Brick Craftman's plan for tryker launcher ammo piercing	
DIFF CHANGED 307 	_E0D912A584FBC326	bctpea12	Tryker Launcher Slashing Ammo Craft Pattern	a	the				Brick Craftman's plan for tryker launcher ammo slashing	
DIFF CHANGED 308 	_12933BFC1AF2126D	bctpea19	Tryker Rifle Blunting Ammo Craft Pattern	a	the				Brick Craftman's plan for tryker rifle ammo blunt	
DIFF CHANGED 309 	_1392EB0EADB8EF5C	bctpea20	Tryker Rifle Piercing Ammo Craft Pattern	a	the				Brick Craftman's plan for tryker rifle ammo piercing	
DIFF CHANGED 310 	_53520B12ECE8FB61	bctpea21	Tryker Rifle Slashing Ammo Craft Pattern	a	the				Brick Craftman's plan for tryker rifle ammo slashing	
DIFF CHANGED 311 	_453A3EC1DC57F959	bczpea13	Zoraï Bowpistol Blunting Ammo Craft Pattern	a	the				Brick Craftman's plan for zorai pistolarc ammo blunt	
DIFF CHANGED 312 	_A02842BF5C3896B6	bczpea14	Zoraï Bowpistol Piercing Ammo Craft Pattern	a	the				Brick Craftman's plan for zorai pistolarc ammo piercing	
DIFF CHANGED 313 	_E03852BE5D6896BB	bczpea15	Zoraï Bowpistol Slashing Ammo Craft Pattern	a	the				Brick Craftman's plan for zorai pistolarc ammo slashing	
DIFF CHANGED 314 	_61D92F62EDE36E4C	bczpea07	Zoraï Grenade Blunting Ammo Craft Pattern	a	the				Brick Craftman's plan for zorai grenade ammo blunt	
DIFF CHANGED 315 	_A0A9DCC0C7B37E3C	bczpea08	Zoraï Grenade Piercing Ammo Craft Pattern	a	the				Brick Craftman's plan for zorai grenade ammo piercing	
DIFF CHANGED 316 	_6129E0BCC8338238	bczpea09	Zoraï Grenade Slashing Ammo Craft Pattern	a	the				Brick Craftman's plan for zorai grenade ammo slashing	
DIFF CHANGED 317 	_BEF35B08E2F6A547	bczpea16	Zoraï Pistol Blunting Ammo Craft Pattern	a	the				Brick Craftman's plan for zorai pistol ammo blunt	
DIFF CHANGED 318 	_BFF20B1AF7AC8236	bczpea17	Zoraï Pistol Piercing Ammo Craft Pattern	a	the				Brick Craftman's plan for zorai pistol ammo piercing	
DIFF CHANGED 319 	_FFB22B1E37DC8E3B	bczpea18	Zoraï Pistol Slashing Ammo Craft Pattern	a	the				Brick Craftman's plan for zorai pistol ammo slashing	
DIFF CHANGED 320 	_004F0804A2DD511A	bczpea01	Zoraï Autolauncher Blunting Ammo Craft Pattern	a	the				Brick Craftman's plan for zorai autolaunch ammo blunt	
DIFF CHANGED 321 	_C330A572F70D2107	bczpea02	Zoraï Autolauncher Piercing Ammo Craft Pattern	a	the				Brick Craftman's plan for zorai autolaunch ammo piercing	
DIFF CHANGED 322 	_4460A572796D1506	bczpea03	Zoraï Autolauncher Slashing Ammo Craft Pattern	a	the				Brick Craftman's plan for zorai autolaunch ammo slashing	
DIFF CHANGED 323 	_EF8EC861C0B3D7E0	bczpea04	Zoraï Bowrifle Blunting Ammo Craft Pattern	a	the				Brick Craftman's plan for zorai bowgun ammo blunt	
DIFF CHANGED 324 	_E9B025CCDEA2E7D0	bczpea05	Zoraï Bowrifle Piercing Ammo Craft Pattern	a	the				Brick Craftman's plan for zorai bowgun ammo piercing	
DIFF CHANGED 325 	_ECF015CFDEF2EBCC	bczpea06	Zoraï Bowrifle Slashing Ammo Craft Pattern	a	the				Brick Craftman's plan for zorai bowgun ammo slashing	
DIFF CHANGED 326 	_DCDD09CF513F470B	bczpea10	Zoraï Launcher Blunting Ammo Craft Pattern	a	the				Brick Craftman's plan for zorai launcher ammo blunt	
