*HASH_VALUE	creature ID	name	named	namedda	nameda	iaa	ia	iag	da	dag	daa	dad	p	pd	pia	pda	
_F4CBB7E14265A2A0	cabjf2	Scheußlicher Prakker	Scheußlicher Prakker	Scheußliche Prakker	Scheußlichen Prakker	einen	ein	eines	der	des	den	dem	Scheußliche Prakker	Scheußlichen Prakker	Scheußlichen Prakkers	die	
_B24593DFD9BF097D	cabjf3	Bedrohlicher Prakker	Bedrohlicher Prakker	Bedrohliche Prakker	Bedrohlichen Prakker	einen	ein	eines	der	des	den	dem	Bedrohliche Prakker	Bedrohlichen Prakker	Bedrohlichen Prakkers	die	
_D6FD5A6C883BF815	cabla1	Kleiner Prakker	Kleiner Prakker	Kleine Prakker	Kleinen Prakker	einen	ein	eines	der	des	den	dem	Kleine Prakker	Kleinen Prakker	Kleinen Prakkers	die	
_78F7A3D11E71156A	cabla2	Primitiver Prakker	Primitiver Prakker	Primitive Prakker	Primitiven Prakker	einen	ein	eines	der	des	den	dem	Primitive Prakker	Primitiven Prakker	Primitiven Prakkers	die	
_D6FD526A7E1B0015	cabla3	Zahmer Prakker	Zahmer Prakker	Zahme Prakker	Zahmen Prakker	einen	ein	eines	der	des	den	dem	Zahme Prakker	Zahmen Prakker	Zahmen Prakkers	die	
_5E75AE4F16B01118	cabla4	Schneller Prakker	Schneller Prakker	Schnelle Prakker	Schnellen Prakker	einen	ein	eines	der	des	den	dem	Schnelle Prakker	Schnellen Prakker	Schnellen Prakkers	die	
_9346DE943BEDD520	cabpa1	Kleiner Prakker	Kleiner Prakker	Kleine Prakker	Kleinen Prakker	einen	ein	eines	der	des	den	dem	Kleine Prakker	Kleinen Prakker	Kleinen Prakkers	die	
_F9ABC7DB49C516A4	cabpa2	Primitiver Prakker	Primitiver Prakker	Primitive Prakker	Primitiven Prakker	einen	ein	eines	der	des	den	dem	Primitive Prakker	Primitiven Prakker	Primitiven Prakkers	die	
_6295D26798A13111	cabpa3	Zahmer Prakker	Zahmer Prakker	Zahme Prakker	Zahmen Prakker	einen	ein	eines	der	des	den	dem	Zahme Prakker	Zahmen Prakker	Zahmen Prakkers	die	
_388C4F87BCA676C0	cabpa4	Schneller Prakker	Schneller Prakker	Schnelle Prakker	Schnellen Prakker	einen	ein	eines	der	des	den	dem	Schnelle Prakker	Schnellen Prakker	Schnellen Prakkers	die	
_388C4F87BCA66AC1	cabpb1	Schleimiger Prakker	Schleimiger Prakker	Schleimige Prakker	Schleimigen Prakker	einen	ein	eines	der	des	den	dem	Schleimige Prakker	Schleimigen Prakker	Schleimigen Prakkers	die	
_B5256FE15A9FE17B	cabpb2	Gewöhnlicher Prakker	Gewöhnlicher Prakker	Gewöhnliche Prakker	Gewöhnlichen Prakker	einen	ein	eines	der	des	den	dem	Gewöhnliche Prakker	Gewöhnlichen Prakker	Gewöhnlichen Prakkers	die	
_9EE57F906593B884	cabpb3	Trübseliger Prakker	Trübseliger Prakker	Trübselige Prakker	Trübseligen Prakker	einen	ein	eines	der	des	den	dem	Trübselige Prakker	Trübseligen Prakker	Trübseligen Prakkers	die	
_5D36926716400D16	cabpb4	Alpha-Prakker	Alpha-Prakker	Alpha-Prakker	Alpha-Prakker	einen	ein	eines	der	des	den	dem	Alpha-Prakker	Alpha-Prakker	Alpha-Prakker	die	
_5D36926716400117	cabpc1	Ausgewachsener Prakker	Ausgewachsener Prakker	Ausgewachsene Prakker	Ausgewachsenen Prakker	einen	ein	eines	der	des	den	dem	Ausgewachsene Prakker	Ausgewachsenen Prakker	Ausgewachsenen Prakkers	die	
_1A75D389A1A2C08D	cabpc2	Wehrhafter Prakker	Wehrhafter Prakker	Wehrhafte Prakker	Wehrhaften Prakker	einen	ein	eines	der	des	den	dem	Wehrhafte Prakker	Wehrhaften Prakker	Wehrhaften Prakkers	die	
_A44BE68C3AA66AA9	cabpc3	Umherstreifender Prakker	Umherstreifender Prakker	Umherstreifende Prakker	Umherstreifenden Prakker	einen	ein	eines	der	des	den	dem	Umherstreifende Prakker	Umherstreifenden Prakker	Umherstreifenden Prakkers	die	
_76568FEA1BD00985	cabpc4	Ruhender Prakker	Ruhender Prakker	Ruhende Prakker	Ruhenden Prakker	einen	ein	eines	der	des	den	dem	Ruhende Prakker	Ruhenden Prakker	Ruhenden Prakkers	die	
_76568FEA1BD0FD86	cabpd1	Lauernder Prakker	Lauernder Prakker	Lauernde Prakker	Lauernden Prakker	einen	ein	eines	der	des	den	dem	Lauernde Prakker	Lauernden Prakker	Lauernden Prakkers	die	
_9E15AB9B2362C088	cabpd2	Herumtreibender Prakker	Herumtreibender Prakker	Herumtreibende Prakker	Herumtreibenden Prakker	einen	ein	eines	der	des	den	dem	Herumtreibende Prakker	Herumtreibenden Prakker	Herumtreibenden Prakkers	die	
_BA9A67E04285728C	cabpd3	Wütender Prakker	Wütender Prakker	Wütende Prakker	Wütenden Prakker	einen	ein	eines	der	des	den	dem	Wütende Prakker	Wütenden Prakker	Wütenden Prakkers	die	
_6565B24C56A0611C	cabpd4	Wilder Prakker	Wilder Prakker	Wilde Prakker	Wilden Prakker	einen	ein	eines	der	des	den	dem	Wilde Prakker	Wilden Prakker	Wilden Prakkers	die	
_6565B24C56A0551D	cabpe1	Riesiger Prakker	Riesiger Prakker	Riesige Prakker	Riesigen Prakker	einen	ein	eines	der	des	den	dem	Riesige Prakker	Riesigen Prakker	Riesigen Prakkers	die	
_9F059E6295E10515	cabpe2	Heißhungriger Prakker	Heißhungriger Prakker	Heißhungrige Prakker	Heißhungrigen Prakker	einen	ein	eines	der	des	den	dem	Heißhungrige Prakker	Heißhungrigen Prakker	Heißhungrigen Prakkers	die	
_3266CFDDB41466A5	cabpe3	Ordinärer Prakker	Ordinärer Prakker	Ordinäre Prakker	Ordinären Prakker	einen	ein	eines	der	des	den	dem	Ordinäre Prakker	Ordinären Prakker	Ordinären Prakkers	die	
_11892C58BC494EE9	cabpe4	Angriffslustiger Prakker	Angriffslustiger Prakker	Angriffslustige Prakker	Angriffslustigen Prakker	einen	ein	eines	der	des	den	dem	Angriffslustige Prakker	Angriffslustigen Prakker	Angriffslustigen Prakkers	die	
_11892C58BC4942EA	cabpf1	Erschreckender Prakker	Erschreckender Prakker	Erschreckende Prakker	Erschreckenden Prakker	einen	ein	eines	der	des	den	dem	Erschreckende Prakker	Erschreckenden Prakker	Erschreckenden Prakkers	die	
_B4FD139976A60ECA	cabpf2	Scheußlicher Prakker	Scheußlicher Prakker	Scheußliche Prakker	Scheußlichen Prakker	einen	ein	eines	der	des	den	dem	Scheußliche Prakker	Scheußlichen Prakker	Scheußlichen Prakkers	die	
_344593DFD9BF097D	cabpf3	Bedrohlicher Prakker	Bedrohlicher Prakker	Bedrohliche Prakker	Bedrohlichen Prakker	einen	ein	eines	der	des	den	dem	Bedrohliche Prakker	Bedrohlichen Prakker	Bedrohlichen Prakkers	die	
_5A57F21992D04D5F	cbada1	Unerfahrener Igara	Unerfahrener Igara	Unerfahrene Igara	Unerfahrenen Igara	einen	ein	eines	der	des	den	dem	Unerfahrene Igaras	Unerfahrenen Igaras	Unerfahrenen Igaras	die	
_5B846226F1F11C6E	cbada2	Niedlicher Igara	Niedlicher Igara	Niedliche Igara	Niedlichen Igara	einen	ein	eines	der	des	den	dem	Niedliche Igaras	Niedlichen Igaras	Niedlichen Igaras	die	
_9A55B272F0A6E479	cbada3	Sanftmütiger Igara	Sanftmütiger Igara	Sanftmütige Igara	Sanftmütigen Igara	einen	ein	eines	der	des	den	dem	Sanftmütige Igaras	Sanftmütigen Igaras	Sanftmütigen Igaras	die	
_5E75AE7280BB4471	cbada4	Hochfliegender Igara	Hochfliegender Igara	Hochfliegende Igara	Hochfliegenden Igara	einen	ein	eines	der	des	den	dem	Hochfliegende Igaras	Hochfliegenden Igaras	Hochfliegenden Igaras	die	
_5E75AE7280BB3872	cbadb1	Vollgefressener Igara	Vollgefressener Igara	Vollgefressene Igara	Vollgefressenen Igara	einen	ein	eines	der	des	den	dem	Vollgefressene Igaras	Vollgefressenen Igaras	Vollgefressenen Igaras	die	
_5C06BA7A2F96E07A	cbadb2	Normaler Igara	Normaler Igara	Normale Igara	Normalen Igara	einen	ein	eines	der	des	den	dem	Normale Igaras	Normalen Igaras	Normalen Igaras	die	
_5CC5EA747197E88A	cbadb3	Aufgeplusterter Igara	Aufgeplusterter Igara	Aufgeplusterte Igara	Aufgeplusterten Igara	einen	ein	eines	der	des	den	dem	Aufgeplusterte Igaras	Aufgeplusterten Igaras	Aufgeplusterten Igaras	die	
_365BA5BA3FFF30F3	cbadb4	Alpha-Igara	Alpha-Igara	Alpha-Igara	Alpha-Igara	einen	ein	eines	der	des	den	dem	Alpha-Igaras	Alpha-Igaras	Alpha-Igaras	die	
_365BA5BA3FFF24F4	cbadc1	Wachsamer Igara	Wachsame Igara	Wachsamen Igara	Wachsamen Igara	einen	ein	eines	der	des	den	dem	Wachsame Igaras	Wachsamen Igaras	Wachsamen Igaras	die	
_E495FE927CBB3C73	cbadc2	Hungriger Igara	Hungriger Igara	Hungrige Igara	Hungrigen Igara	einen	ein	eines	der	des	den	dem	Hungrige Igaras	Hungrigen Igaras	Hungrigen Igaras	die	
_E6378E927CBB4073	cbadc3	Nahrungssuchender Igara	Nahrungssuchender Igara	Nahrungssuchende Igara	Nahrungssuchenden Igara	einen	ein	eines	der	des	den	dem	Nahrungssuchende Igaras	Nahrungssuchenden Igaras	Nahrungssuchenden Igaras	die	
_9886560897B02963	cbadc4	Begehrlicher Igara	Begehrlicher Igara	Begehrliche Igara	Begehrlichen Igara	einen	ein	eines	der	des	den	dem	Begehrliche Igaras	Begehrlichen Igaras	Begehrlichen Igaras	die	
_9886560897B01D64	cbadd1	Boshafter Igara	Boshafter Igara	Boshafte Igara	Boshaften Igara	einen	ein	eines	der	des	den	dem	Boshafte Igaras	Boshaften Igaras	Boshaften Igaras	die	
_E2D5CE86809B3C74	cbadd2	Bösartiger Igara	Bösartiger Igara	Bösartige Igara	Bösartigen Igara	einen	ein	eines	der	des	den	dem	Bösartige Igaras	Bösartigen Igaras	Bösartigen Igaras	die	
_F5294F8B9DB3C127	cbadd3	Spottender Igara	Spottender Igara	Spottende Igara	Spottenden Igara	einen	ein	eines	der	des	den	dem	Spottende Igaras	Spottenden Igaras	Spottenden Igaras	die	
_5707F20592FF2974	cbadd4	Aasfressender Igara	Aasfressender Igara	Aasfressende Igara	Aasfressenden Igara	einen	ein	eines	der	des	den	dem	Aasfressende Igaras	Aasfressenden Igaras	Aasfressenden Igaras	die	
_5707F20592FF1D75	cbade1	Drohender Igara	Drohende Igara	Drohenden Igara	Drohende Igara	einen	ein	eines	der	des	den	dem	Drohende Igaras	Drohenden Igaras	Drohenden Igaras	die	
_9A172A14D260317D	cbade2	Verspielter Igara	Verspielter Igara	Verspielte Igara	Verspielten Igara	einen	ein	eines	der	des	den	dem	Verspielte Igaras	Verspielten Igaras	Verspielten Igaras	die	
_DB86026EF077F089	cbade3	Beängstigender Igara	Beängstigender Igara	Beängstigende Igara	Beängstigenden Igara	einen	ein	eines	der	des	den	dem	Beängstigende Igaras	Beängstigenden Igaras	Beängstigenden Igaras	die	
_33BBFB9BDB457138	cbade4	Raubgieriger Igara	Raubgieriger Igara	Raubgierige Igara	Raubgierigen Igara	einen	ein	eines	der	des	den	dem	Raubgierige Igaras	Raubgierigen Igaras	Raubgierigen Igaras	die	
_F65BA9BE841074EF	cbaga1	Krankhafter Igara	Krankhafter Igara	Krankhafte Igara	Krankhaften Igara	einen	ein	eines	der	des	den	dem	Krankhafte Igaras	Krankhaften Igaras	Krankhaften Igaras	die	
_F04C3F9C60A100F3	cbaga2	Verfaulender Igara	Verfaulender Igara	Verfaulende Igara	Verfaulenden Igara	einen	ein	eines	der	des	den	dem	VerFaulede Igaras	Verfaulenden Igaras	Verfaulenden Igaras	die	
_1F270A802FA62494	cbaga3	Verseuchter Igara	Verseuchter Igara	Verseuchte Igara	Verseuchten Igara	einen	ein	eines	der	des	den	dem	Verseuchte Igaras	Verseuchten Igaras	Verseuchten Igaras	die	
_EC072B80FC6AF2AC	cbaga4	Infizierter Igara	Infizierter Igara	Infizierte Igara	Infizierten Igara	einen	ein	eines	der	des	den	dem	Infizierte Igaras	Infizierten Igaras	Infizierten Igaras	die	
_EC072B80FC6AE6AD	cbagb1	Widerlicher Igara	Widerlicher Igara	Widerliche Igara	Widerlichen Igara	einen	ein	eines	der	des	den	dem	Widerliche Igaras	Widerlichen Igaras	Widerlichen Igaras	die	
_DD43E9D25681FD56	cbagb2	Stinkender Igara	Stinkender Igara	Stinkende Igara	Stinkenden Igara	einen	ein	eines	der	des	den	dem	Stinkende Igaras	Stinkenden Igaras	Stinkenden Igaras	die	
_1CD6D669F1B7E47A	cbagb3	Krankhafter Igara	Krankhafter Igara	Krankhafte Igara	Krankhaften Igara	einen	ein	eines	der	des	den	dem	Krankhafte Igaras	Krankhaften Igaras	Krankhaften Igaras	die	
_F65BC5C1C49F68E6	cbagb4	Vergifteter Igara	Vergifteter Igara	Vergiftete Igara	Vergifteten Igara	einen	ein	eines	der	des	den	dem	Vergiftete Igaras	Vergifteten Igaras	Vergifteten Igaras	die	
_F65BC5C1C49F5CE7	cbagc1	Gequälter Igara	Gequälter Igara	Gequälte Igara	Gequälten Igara	einen	ein	eines	der	des	den	dem	Gequälte Igaras	Gequälten Igaras	Gequälten Igaras	die	
_5905DA80B5A7E07B	cbagc2	Kranker Igara	Kranker Igara	Kranke Igara	Kranken Igara	einen	ein	eines	der	des	den	dem	Kranke Igaras	Kranken Igaras	Kranken Igaras	die	
_991616FD55BF5568	cbagc3	Fauler Igara	Fauler Igara	Faule Igara	Faulen Igara	einen	ein	eines	der	des	den	dem	Faule Igaras	Faulen Igaras	Faulen Igaras	die	
_1A86520B15A0416F	cbagc4	Virulenter Igara	Virulenter Igara	Virulente Igara	Virulenten Igara	einen	ein	eines	der	des	den	dem	Virulente Igaras	Virulenten Igaras	Virulenten Igaras	die	
_1A86520B15A03570	cbagd1	Verletzter Igara	Verletzter Igara	Verletzte Igara	Verletzten Igara	einen	ein	eines	der	des	den	dem	Verletzte Igaras	Verletzten Igaras	Verletzten Igaras	die	
_2875BE727E9D3C74	cbagd2	Eiternder Igara	Eiternder Igara	Eiternde Igara	Eiternden Igara	einen	ein	eines	der	des	den	dem	Eiternde Igaras	Eiternden Igaras	Eiternden Igaras	die	
_A67C2A864A4EA8ED	cbagd3	Schädlicher Igara	Schädlicher Igara	Schädliche Igara	Schädlichen Igara	einen	ein	eines	der	des	den	dem	Schädliche Igaras	Schädlichen Igaras	Schädlichen Igaras	die	
_AF3A36FE13E062DF	cbagd4	Gieriger Igara	Gieriger Igara	Gierige Igara	Gierigen Igara	einen	ein	eines	der	des	den	dem	Gierige Igaras	Gierigen Igaras	Gierigen Igaras	die	
_AF3A36FE13E056E0	cbage1	Pustelübersäter Igara	Pustelübersäter Igara	Pustelübersäte Igara	Pustelübersäten Igara	einen	ein	eines	der	des	den	dem	Pustelübersäte Igaras	Pustelübersäten Igaras	Pustelübersäten Igaras	die	
_D835D6767097E07D	cbage2	Erschöpfter Igara	Erschöpfter Igara	Erschöpfte Igara	Erschöpften Igara	einen	ein	eines	der	des	den	dem	Erschöpfte Igaras	Erschöpften Igaras	Erschöpften Igaras	die	
_18D03FD24A76017F	cbage3	Schäumender Igara	Schäumender Igara	Schäumende Igara	Schäumenden Igara	einen	ein	eines	der	des	den	dem	Schäumende Igaras	Schäumenden Igaras	Schäumenden Igaras	die	
_DED5D27B73D7249C	cbage4	Rebellischer Igara	Rebellischer Igara	Rebellische Igara	Rebellischen Igara	einen	ein	eines	der	des	den	dem	Rebellische Igaras	Rebellischen Igaras	Rebellischen Igaras	die	
_DED5D27B73D7189D	cbagf1	Wahnsinniger Igara	Wahnsinniger Igara	Wahnsinnige Igara	Wahnsinnigen Igara	einen	ein	eines	der	des	den	dem	Wahnsinnige Igaras	Wahnsinnigen Igaras	Wahnsinnigen Igaras	die	
_19B6F20393DF5171	cbagf2	Wutschnaubender Igara	Wutschnaubender Igara	Wutschnaubende Igara	Wutschnaubenden Igara	einen	ein	eines	der	des	den	dem	Wutschnaubende Igaras	Wutschnaubenden Igaras	Wutschnaubenden Igaras	die	
_989626FD95E03975	cbagf3	Teuflischer Igara	Teuflischer Igara	Teuflische Igara	Teuflischen Igara	einen	ein	eines	der	des	den	dem	Teuflische Igaras	Teuflischen Igaras	Teuflischen Igaras	die	
_AC280B91386ABAAD	cbaja1	Unerfahrener Igara	Unerfahrener Igara	Unerfahrene Igara	Unerfahrenen Igara	einen	ein	eines	der	des	den	dem	Unerfahrene Igaras	Unerfahrenen Igaras	Unerfahrenen Igaras	die	
_FA7BF39721056130	cbaja2	Niedlicher Igara	Niedlicher Igara	Niedliche Igara	Niedlichen Igara	einen	ein	eines	der	des	den	dem	Niedliche Igaras	Niedlichen Igaras	Niedlichen Igaras	die	
_B75BC1B1010E3CEC	cbaja3	Sanftmütiger Igara	Sanftmütiger Igara	Sanftmütige Igara	Sanftmütigen Igara	einen	ein	eines	der	des	den	dem	Sanftmütige Igaras	Sanftmütigen Igaras	Sanftmütigen Igaras	die	
_DF75AE7280BB4471	cbaja4	Hochfliegender Igara	Hochfliegender Igara	Hochfliegende Igara	Hochfliegenden Igara	einen	ein	eines	der	des	den	dem	Hochfliegende Igaras	Hochfliegenden Igaras	Hochfliegenden Igaras	die	
_DF75AE7280BB3872	cbajb1	Vollgefressener Igara	Vollgefressener Igara	Vollgefressene Igara	Vollgefressenen Igara	einen	ein	eines	der	des	den	dem	Vollgefressene Igaras	Vollgefressenen Igaras	Vollgefressenen Igaras	die	
_B75BC9B881DE28E3	cbajb2	Normaler Igara	Normaler Igara	Normale Igara	Normalen Igara	einen	ein	eines	der	des	den	dem	Normale Igaras	Normalen Igaras	Normalen Igaras	die	
_97C7161A56B13974	cbajb3	Aufgeplusterter Igara	Aufgeplusterter Igara	Aufgeplusterte Igara	Aufgeplusterten Igara	einen	ein	eines	der	des	den	dem	Aufgeplusterte Igaras	Aufgeplusterten Igaras	Aufgeplusterten Igaras	die	
_1AF72A1357E18181	cbajb4	Alpha-Igara	Alpha-Igara	Alpha-Igara	Alpha-Igara	einen	ein	eines	der	des	den	dem	Alpha-Igaras	Alpha-Igaras	Alpha-Igaras	die	
_1AF72A1357E17582	cbajc1	Wachsamer Igara	Wachsame Igara	Wachsamen Igara	Wachsamen Igara	einen	ein	eines	der	des	den	dem	Wachsame Igaras	Wachsamen Igaras	Wachsamen Igaras	die	
_67ECEA6D463FD8EC	cbajc2	Hungriger Igara	Hungriger Igara	Hungrige Igara	Hungrigen Igara	einen	ein	eines	der	des	den	dem	Hungrige Igaras	Hungrigen Igaras	Hungrigen Igaras	die	
_DF759E88847B4073	cbajc3	Nahrungssuchender Igara	Nahrungssuchender Igara	Nahrungssuchende Igara	Nahrungssuchenden Igara	einen	ein	eines	der	des	den	dem	Nahrungssuchende Igaras	Nahrungssuchenden Igaras	Nahrungssuchenden Igaras	die	
_1736120F98905D75	cbajc4	Begehrlicher Igara	Begehrlicher Igara	Begehrliche Igara	Begehrlichen Igara	einen	ein	eines	der	des	den	dem	Begehrliche Igaras	Begehrlichen Igaras	Begehrlichen Igaras	die	
_1736120F98905176	cbajd1	Boshafter Igara	Boshafter Igara	Boshafte Igara	Boshaften Igara	einen	ein	eines	der	des	den	dem	Boshafte Igaras	Boshaften Igaras	Boshaften Igaras	die	
_74E9FF9D9B736D39	cbajd2	Bösartiger Igara	Bösartiger Igara	Bösartige Igara	Bösartigen Igara	einen	ein	eines	der	des	den	dem	Bösartige Igaras	Bösartigen Igaras	Bösartigen Igaras	die	
_B75BA9B8810F4CF8	cbajd3	Spottender Igara	Spottender Igara	Spottende Igara	Spottenden Igara	einen	ein	eines	der	des	den	dem	Spottende Igaras	Spottenden Igaras	Spottenden Igaras	die	
_E995CE6E009B4474	cbajd4	Aasfressender Igara	Aasfressender Igara	Aasfressende Igara	Aasfressenden Igara	einen	ein	eines	der	des	den	dem	Aasfressende Igaras	Aasfressenden Igaras	Aasfressenden Igaras	die	
_E995CE6E009B3875	cbaje1	Hinterhältigerr Igara	Hinterhältiger Igara	Hinterhältigern Igara	Hinterhältigern Igara	einen	ein	eines	der	des	den	dem	Hinterhältige Igaras	Hinterhältigen Igaras	Hinterhältigen Igaras	die	
_DBB61A747097E07D	cbaje2	Verspielter Igara	Verspielter Igara	Verspielte Igara	Verspielten Igara	einen	ein	eines	der	des	den	dem	Verspielte Igaras	Verspielten Igaras	Verspielten Igaras	die	
_DFD56E987A9D4075	cbaje3	Beängstigender Igara	Beängstigender Igara	Beängstigende Igara	Beängstigenden Igara	einen	ein	eines	der	des	den	dem	Beängstigende Igaras	Beängstigenden Igaras	Beängstigenden Igaras	die	
_DFB5AE7A7A7D4475	cbaje4	Raubgieriger Igara	Raubgieriger Igara	Raubgierige Igara	Raubgierigen Igara	einen	ein	eines	der	des	den	dem	Raubgierige Igaras	Raubgierigen Igaras	Raubgierigen Igaras	die	
_BDDF6018A753EFA3	cbajf5	Kim-kol	Kim-kol	Kim-kol	Kim-kol					des			Kim-kols	Kim-kols	Kim-kols	die	
_5E140E6FDF59F189	cbbda1	Unerfahrener Izam	Unerfahrener Izam	Unerfahrene Izam	Unerfahrenen Izam	einen	ein	eines	der	des	den	dem	Unerfahrene Izams	Unerfahrenen Izams	Unerfahrenen Izams	die	
_9CE6B6817D361B77	cbbda2	Niedlicher Izam	Niedlicher Izam	Niedliche Izam	Niedlichen Izam	einen	ein	eines	der	des	den	dem	Niedliche Izams	Niedliche Izams	Niedlichen Izams	die	
_5EA52E4C8ED7F6F9	cbbda3	Sanftmütiger Izam	Sanftmütiger Izam	Sanftmütige Izam	Sanftmütigen Izam	einen	ein	eines	der	des	den	dem	Sanftmütige Izams	Sanftmütigen Izams	Sanftmütigen Izams	die	
_ED0FCA77834D90A3	cbbda4	Hochfliegender Izam	Hochfliegender Izam	Hochfliegende Izam	Hochfliegenden Izam	einen	ein	eines	der	des	den	dem	Hochfliegende Izams	Hochfliegenden Izams	Hochfliegenden Izams	die	
_ED0FCA77834D84A4	cbbdb1	Vollgefressener Izam	Vollgefressener Izam	Vollgefressene Izam	Vollgefressenen Izam	einen	ein	eines	der	des	den	dem	Vollgefressene Izams	Vollgefressenen Izams	Vollgefressenen Izams	die	
_5E87CE688CB7F2FA	cbbdb2	Normaler Izam	Normaler Izam	Normale Izam	Normalen Izam	einen	ein	eines	der	des	den	dem	Normale Izams	Normalen Izams	Normalen Izams	die	
_E6A5266A08B9F6FC	cbbdb3	Aufgeplusterter Izam	Aufgeplusterter Izam	Aufgeplusterte Izam	Aufgeplusterten Izam	einen	ein	eines	der	des	den	dem	Aufgeplusterte Izams	Aufgeplusterten Izams	Aufgeplusterten Izams	die	
_B7EA450211D77418	cbbdb4	Alpha-Izam	Alpha-Izam	Alpha-Izam	Alpha-Izam	einen	ein	eines	der	des	den	dem	Alpha-Izams	Alpha-Izams	Alpha-Izams	die	
_B7EA450211D76819	cbbdc1	Wachsamer Izam	Wachsame Izam	Wachsamen Izam	Wachsamen Izam	einen	ein	eines	der	des	den	dem	Wachsame Izams	Wachsamen Izams	Wachsamen Izams	die	
_3070D691052DA8A5	cbbdc2	Hungriger Izam	Hungriger Izam	Hungrige Izam	Hungrigen Izam	einen	ein	eines	der	des	den	dem	Hungrige Izams	Hungrigen Izams	Hungrigen Izams	die	
_B161D28305AD8CA5	cbbdc3	Nahrungssuchender Izam	Nahrungssuchender Izam	Nahrungssuchende Izam	Nahrungssuchenden Izam	einen	ein	eines	der	des	den	dem	Nahrungssuchende Izams	Nahrungssuchenden Izams	Nahrungssuchenden Izams	die	
_DB84E6746439FD7F	cbbdc4	Begehrlicher Izam	Begehrlicher Izam	Begehrliche Izam	Begehrlichen Izam	einen	ein	eines	der	des	den	dem	Begehrliche Izams	Begehrlichen Izams	Begehrlichen Izams	die	
_DF35F2689C88F181	cbbde1	Hinterhältigerr Izam	Hinterhältiger Izam	Hinterhältigern Izam	Hinterhältigern Izam	einen	ein	eines	der	des	den	dem	Hinterhältige Izams	Hinterhältigen Izams	Hinterhältigen Izams	die	
_DFE62A6C5F89258B	cbbde2	Unbeständiger Izam	Unbeständige Izam	Unbeständigen Izam	Unbeständigen Izam	einen	ein	eines	der	des	den	dem	Unbeständige Izams	Unbeständigen Izams	Unbeständigen Izams	die	
_E22566660679F603	cbbde3	Angsteinflößender Izam	Angsteinflößende Izam	Angsteinflößenden Izam	Angsteinflößenden Izam	einen	ein	eines	der	des	den	dem	Angsteinflößende Izams	Angsteinflößenden Izams	Angsteinflößenden Izams	die	
_0956D79E1CB45965	cbbde4	Habgieriger Izam	Habgierige Izam	Habgierigen Izam	Habgierigen Izam	einen	ein	eines	der	des	den	dem	Habgierige Izams	Habgierigen Izams	Habgierigen Izams	die	
_6BE6291233E6BBB9	cbbde5	Dylion	Dylion	Dylion	Dylion					des			Dylions	Dylions	Dylions	die	
_EA577FDA8D528602	cbbja1	Unerfahrener Izam	Unerfahrener Izam	Unerfahrene Izam	Unerfahrenen Izam	einen	ein	eines	der	des	den	dem	Unerfahrene Izams	Unerfahrenen Izams	Unerfahrenen Izams	die	
_C796EF8E2486216B	cbbja2	Niedlicher Izam	Niedlicher Izam	Niedliche Izam	Niedlichen Izam	einen	ein	eines	der	des	den	dem	Niedliche Izams	Niedlichen Izams	Niedlichen Izams	die	
_B7EA61F912E64C1B	cbbja3	Sanftmütiger Izam	Sanftmütiger Izam	Sanftmütige Izam	Sanftmütigen Izam	einen	ein	eines	der	des	den	dem	Sanftmütige Izams	Sanftmütigen Izams	Sanftmütigen Izams	die	
_6E0FCA77834D90A3	cbbja4	Hochfliegender Izam	Hochfliegender Izam	Hochfliegende Izam	Hochfliegenden Izam	einen	ein	eines	der	des	den	dem	Hochfliegende Izams	Hochfliegenden Izams	Hochfliegenden Izams	die	
