// HASH_VALUE 7C0DD08E0B74B048
// INDEX 0
abandon_mission	[&TSK&Vous avez abandonné une mission.]
// HASH_VALUE F5BD53011FA1B9CF
// INDEX 163
boss_mainland_matis_trick1_03	[Vous êtes trop forts ! Je me rends !]

// HASH_VALUE B29C741B2BA295EB
// INDEX 164
boss_mainland_matis_trick1_04	[Ha ha ha ! Quelles nobles âmes... Mourez donc, imbéciles !]

// HASH_VALUE 189BBD995A44CC5C
// INDEX 165
boss_mainland_matis_trick1_05	[Queuoi ?! Comment osez-vous frapper un homin à terre !]

// HASH_VALUE 705F465BF166B50F
// INDEX 166
boss_mainland_matis_trick2_01	[Non, non, ça ne va pas ! Vous n'êtes pas dans le rythme !]

// HASH_VALUE A03AEFF66FA0B710
// INDEX 167
boss_mainland_matis_trick2_02	[Fantastique ! Que la fête continue !]

// HASH_VALUE C6B68F795A4ABB25
// INDEX 168
boss_mainland_matis_trick2_03	[Les Fyros en piste !]

// HASH_VALUE 45D62F80D96A5B2C
// INDEX 169
boss_mainland_matis_trick2_04	[Les Matis en piste !]

// HASH_VALUE 05859CCE96BB2D4A
// INDEX 170
boss_mainland_matis_trick2_05	[Les Zoraïs en piste !]

// HASH_VALUE 05FAAB8DEBB3B352
// INDEX 171
boss_mainland_matis_trick2_06	[Les Trykers en piste !]

// HASH_VALUE 1B6A95835EEFE048
// INDEX 172
boss_mainland_matis_trick2_07	[Dites, ça ne vous fatigue pas de combattre sans arrêt ? Nous pourrions jouer un petit interlude.]

// HASH_VALUE 7C952F44A33AE391
// INDEX 173
boss_mainland_matis_trick3_01	[Ah, je vais profiter de cette audience pour vous conter quelque récit.]

// HASH_VALUE 3056FB09336952AA
// INDEX 174
boss_mainland_matis_trick3_02	[Il était une fois, quelque part en Atys, un groupe d'aventuriers tout à fait misérables, qui souhaitaient vaincre les plus grands bandits que le monde ait jamais connus.]

// HASH_VALUE 048474751C8A1473
// INDEX 175
boss_mainland_matis_trick3_03	[Faites place, faites place, car voici... Aen, la Lame du Désert !]

// HASH_VALUE ECBC7CD840902A9C
// INDEX 176
boss_mainland_matis_trick3_04	[Lixie la Furie !]

// HASH_VALUE 06B89D4DC9E38D1F
// INDEX 177
boss_mainland_matis_trick3_05	[Pei-Ziao le Délétère !]

// HASH_VALUE 5F4CE19250C0DCE7
// INDEX 178
boss_mainland_matis_trick3_06	[Commençons par Aen... Téméraires, nos aventuriers se pensèrent de taille à affronter la Lame du Désert... Je vous propose de revivre ensemble ce combat !]

// HASH_VALUE CC9987B38AF44A16
// INDEX 179
boss_mainland_matis_trick3_07	[Oui mmh bon. Passons à la suite...]

// HASH_VALUE 4BC23DE80DF361B3
// INDEX 180
boss_mainland_matis_trick3_08	[Leur adversaire suivant était Lixie la Furie... que nos aventuriers n'avaient aucune chance de terrasser !]

// HASH_VALUE A65527CC809E60FB
// INDEX 181
boss_mainland_matis_trick3_09	[Mmh... dites, vous n'êtes pas très coopératifs. Vous pourriez faire un effort. Enfin bref, la suite...]

// HASH_VALUE BBD49789AB32DC22
// INDEX 182
boss_mainland_matis_trick3_10	[Ahh, Pei-Ziao ! Le grand, l'immense, le terrible, Pei-Ziao ! Je crois bien que de tous ceux à jamais l'avoir approché, aucun ne soit revenu.]

// HASH_VALUE 1BB388789189A514
// INDEX 183
boss_mainland_matis_trick3_11	[Mais... ! Vous avez ruiné mon histoire ! Qu'à cela ne tienne, je vais en écrire la fin... moi-même.]

// HASH_VALUE C2377C4EBA66E2BD
// INDEX 184
boss_mainland_tryker_boss_txt1	[Revenez par ici, c'est plus sûr.]

// HASH_VALUE A96EAD54AA08F74F
// INDEX 185
boss_mainland_tryker_boss_txt2	[Je n'irais pas par là si j'étais vous !]

// HASH_VALUE BCE0D35ED6225FF6
// INDEX 186
boss_mainland_tryker_mine_sound	[&BBL&clic]

// HASH_VALUE 9F4F84EE16359BA5
// INDEX 187
boss_tryker_light_bosshelpme	[Que mes frères me viennent en aide !]

// HASH_VALUE 97E99A331A301066
// INDEX 188
boss_tryker_light_defendme	[Gardes, défendez votre chef !]

// HASH_VALUE 59654445DCFA70A4
// INDEX 189
boss_tryker_light_mission_01_touchstone	[Toucher la pierre]

// HASH_VALUE AF04FD99D381A222
// INDEX 190
boss_tryker_light_mission_02_desc	[Visitez les lieux à la recherche de Dante le taquin.]

// HASH_VALUE 9D332AE85305F457
// INDEX 191
boss_tryker_light_mission_02_title	[A la recherche de Dante le Taquin]

// HASH_VALUE 59654445DCFA70A4
// INDEX 192
boss_tryker_light_mission_03_touchstone	[Toucher la pierre]

// HASH_VALUE 2BAAB745A312AFB8
// INDEX 193
boss_tryker_light_mission_04_openbox	[Ouvrir la boite]

// HASH_VALUE 68DA0A48E8722C9C
// INDEX 194
boss_tryker_light_mission_team_breakcrate	[Casser la caisse]

// HASH_VALUE 4A5A05C7C744CDF1
// INDEX 195
boss_tryker_light_mission_team_desc	[Cassez la caisse que Dante a déposé pour vous.]

// HASH_VALUE A064C0D82E63C17F
// INDEX 196
boss_tryker_light_mission_team_obj	[Touchez la pierre qui a enchantée votre équipe.]

// HASH_VALUE E602A636DE62BBBC
// INDEX 197
boss_tryker_light_mission_team_title	[Le jeu de Dante]

// HASH_VALUE 1B55916F71A765FB
// INDEX 198
boss_tryker_light_prepareyourself	[Préparez votre équipe et venez jouer avec moi ! Mais prenez garde, votre temps est compté !]

// HASH_VALUE 85FB7452AC21106A
// INDEX 199
boss_tryker_light_scared1	[Jamais vous ne m'attraperez !]

// HASH_VALUE 5556ECAF14A3BD57
// INDEX 200
boss_tryker_light_scared2	[Gardes incompétents ! A la garde !]

// HASH_VALUE CC2F2CA4E520A58B
// INDEX 201
boss_tryker_light_scared3	[Comment osez vous entrer sur mes terres ?!]

// HASH_VALUE 50C6136B60C6136B
// INDEX 202
boss_tryker_light_scared4	[Haaaaaaaa!]

// HASH_VALUE 94107888C21872EA
// INDEX 203
boss_tryker_light_start	[Vous voulez jouer avec moi ? J'espère que vous n'êtes pas venus seul !]

// HASH_VALUE 38059397E34E5E82
// INDEX 204
boss_zorai_light_dalton_hello_1	[Je dirais même plus : Bonjour !]

// HASH_VALUE 29C8F4E5059AC367
// INDEX 205
boss_zorai_light_dalton_hello_2	[Bien le bonjour !]

// HASH_VALUE DA489357A98A646A
// INDEX 206
boss_zorai_light_dalton_hello_3	[Salutations !]

// HASH_VALUE 2FCC686CB296F7A4
// INDEX 207
boss_zorai_light_dalton_hello_4	[Je vous salue bien bas !]

// HASH_VALUE 35B580D98EBD88B5
// INDEX 208
boss_zorai_light_end_daltons	[Bien... bien... bien... ce n'était pas de vrais frères, de toutes manières.]

// HASH_VALUE F3E120A73E0A4581
// INDEX 209
boss_zorai_light_end_infectedgroup	[Ooook ! Il me reste du travail pour les rendre un peu plus... efficaces.]

// HASH_VALUE 334447A1ACC2E26E
// INDEX 210
boss_zorai_light_end_laughtingsbires	[Vous semblez plus joueurs qu'eux, mais surtout plus véloces. Je vous aurais bien engagés, mais il est regrettable qu'un différend nous oppose.]

// HASH_VALUE 35363F37248FA4CE
// INDEX 211
boss_zorai_light_end_magicdamage	[Bon alors, qu'allons nous faire de vous ?]

// HASH_VALUE 5BC192A7848DDA0E
// INDEX 212
boss_zorai_light_final_fight	[Très bien ! Finis les enfantillages, j'ai du travail à faire, moi. Je vais devoir sévir !]

// HASH_VALUE B4DEBF4F0FBBA623
// INDEX 213
boss_zorai_light_laughtingsbire_1	[Laissez-moi vous expliquer les règles du jeu : vous allez mourir !]

// HASH_VALUE A8D0331BCB019191
// INDEX 214
boss_zorai_light_laughtingsbire_2	[Même le najab irait plus vite que vous ! Vous n'arrivez jamais à nous avoir.]

// HASH_VALUE EEDA5D22336E0BE8
// INDEX 215
boss_zorai_light_laughtingsbire_3	[Soyez fiers ! Vous allez mourir au combat !]

// HASH_VALUE B81B258146B89835
// INDEX 216
boss_zorai_light_laughtingsbire_4	[Un petit frippo dans la Goo, tadadam !]

// HASH_VALUE 623D8BDF2596A66C
// INDEX 217
boss_zorai_light_laughtingsbire_last	[Mais qu'avez-vous fait? Je sens que l'on va arrêter de jouer !]

// HASH_VALUE 59654445DCFA70A4
// INDEX 218
boss_zorai_light_mission_in_out_touchstone	[Toucher la pierre]

// HASH_VALUE 59654445DCFA70A4
// INDEX 219
boss_zorai_light_mission_out_in_touchstone	[Toucher la pierre]

// HASH_VALUE A016D61B8E96DCA2
// INDEX 220
boss_zorai_light_session_failed	[Vous avez osé entrer chez moi, mais vous semblez inoffensifs. Ça n'est pas tout, mais j'ai du travail... moi. Fichez le camp !]

// HASH_VALUE 3957296D98B58022
// INDEX 221
boss_zorai_light_start	[Mais... Mais, comment osez-vous entrer dans mon laboratoire ! Il me semble que vous méritez une petite leçon de "vie".]

// HASH_VALUE 25359CD4F1129DB7
// INDEX 222
boss_zorai_light_daltons	[Je vous présente les quatre frères Do-Duang. Ils vous rendront fous avant que vous ne leur fassiez mal !]

// HASH_VALUE 0CF329430EE56442
// INDEX 223
boss_zorai_light_start_infectedgroup	[Nous allons voir si mes Igaras savent me défendre contre les intrus. Allez-y, mes beaux, et n'en laissez aucune miette !]

// HASH_VALUE CFAF144C0F8D33A1
// INDEX 224
boss_zorai_light_start_laughtingsbires	[Il est temps de faire appel à mes sbires. Ils sont assez joueurs, comme vous allez le constater... et en subir les conséquences.]

// HASH_VALUE 3DF3A71091259F1A
// INDEX 225
boss_zorai_light_start_magicdamage	[Vous rendez-vous compte que vous me faites perdre mon temps ? Je vais devoir aider le destin...]

// HASH_VALUE E4B06F6D98275FE8
// INDEX 226
cant_craft_engaged_melee	[&CHK&Vous ne pouvez rien créer pendant un combat de mêlée ! Création avortée !]

// HASH_VALUE 1673E29D734B4F7C
// INDEX 227
cant_craft_when_dead_f	[&CHKCB&Vous êtes morte en créant un objet ! Création avortée !]

// HASH_VALUE AB18C547EAB73C58
// INDEX 228
cant_craft_when_dead_m	[&CHKCB&Vous êtes mort en créant un objet ! Création avortée !]

// HASH_VALUE B6A5B81EA8A7FB33
// INDEX 229
cant_forage_engaged_in_melee	[&CHKCB&Vous ne pouvez pas extraire de M.P. pendant un combat de mêlée ! Extraction avortée !]

// HASH_VALUE 6958ACADA39C64A6
// INDEX 230
cant_found_item	[&CHK&l'objet du port $i$ n'a pas été trouvé.]

// HASH_VALUE 0547EAB9B084CCA8
// INDEX 231
cant_found_rm	[&CHK&Toutes les matières premières sélectionnées n'ont pu être trouvées dans l'inventaire ! L'action d'artisanat est annulée !]

// HASH_VALUE 09ED9F31FA5A0135
// INDEX 232
cant_lock_rm	[&CHK&Impossible de stocker toutes les matières premières que vous avez choisies pour la création ! Certaines doivent déjà être stockées pour une autre utilisation. Création avortée !]

// HASH_VALUE 18F786FA6D14AFD5
// INDEX 233
casino_igotjackticket	[J'ai remporté le jackpot !]

// HASH_VALUE EB46948F9AE26631
// INDEX 234
casino_igottitleticket	[J'ai gagné un bon pour titre. ]

// HASH_VALUE 19CACC446954AFA0
// INDEX 235
casino_insert_coin	[Jouer un jeton]

// HASH_VALUE FDA71387FACF7CB0
// INDEX 236
casino_jackpotgrats	[Quelle chance ! Que vas-tu faire avec cette fortune ?]

// HASH_VALUE 4174DE28A9D58855
// INDEX 237
casino_lose	[&AMB&Vous perdez !]

// HASH_VALUE 5255907A5E4F194E
// INDEX 238
casino_nothing	[Pas de chance !]

// HASH_VALUE ADDA6C266D09FCFE
// INDEX 239
casino_off	[Hors Service]

// HASH_VALUE 2008008020080080
// INDEX 240
casino_popup	[ ]

// HASH_VALUE 7248367116F4730D
// INDEX 241
casino_title1grats	[Bravo ! Je vois que tu as de la chance, voici donc un titre qui devrait te convenir. ]

// HASH_VALUE 87282B0CA08E5168
// INDEX 242
casino_title1repeat	[Encore ! Décidément tu as vraiment beaucoup de chance, je t'échange le ticket contre quelques jetons.]

// HASH_VALUE 189D517A57D54420
// INDEX 243
casino_title2grats	[Tu joues beaucoup et ne gagnes pas grand chose, hein ? Tu fais partie d'une grande famille : la famille des perdants !]

// HASH_VALUE 13C88A4FE21A94BB
// INDEX 244
casino_title2repeat	[Et oui ! Tu portes bien ton titre ! Dommage, je n'ai rien pour toi !]

// HASH_VALUE DEF7E3215E30776B
// INDEX 245
casino_wheel	[&AMB&Vous tentez votre chance...]

// HASH_VALUE F8E7F32928962F18
// INDEX 246
casino_winjackpot	[&AMB&Vous gagnez le jackpot !]

// HASH_VALUE 40E3DE282B24A041
// INDEX 247
casino_win_r2	[&AMB&Vous gagnez !]

// HASH_VALUE 40E3DE282B24A041
// INDEX 248
casino_win_r3	[&AMB&Vous gagnez !]

// HASH_VALUE 40E3DE282B24A041
// INDEX 249
casino_win_r4	[&AMB&Vous gagnez !]

// HASH_VALUE 0D96E7D927A45F14
// INDEX 250
casino_win_r5	[&AMB&Vous gagnez le gros lot !]

// HASH_VALUE ABB84C3C9AE9E265
// INDEX 251
certifs_rpjob_certifs_title	[Utiliser vos $certifs.p$]

// HASH_VALUE 8FACAF67C3E107DF
// INDEX 252
citizenship_fyros_already_fyros_m	[Tu es déjà un citoyen, $self$. Tu ne peux pas repasser le rite.]

// HASH_VALUE E0F4BFE80ECD8F6C
// INDEX 253
citizenship_fyros_already_fyros_f	[Tu es déjà une citoyenne, $self$. Tu ne peux pas repasser le rite.]

// HASH_VALUE C2001BD1CFBDD287
// INDEX 254
citizenship_fyros_be_citizen_m	[Sois remercié, $self$. Et sois fier, car tu vas maintenant rejoindre la nation fyros. Jures-tu de servir l'Empereur, de respecter les lois de l'Empire, de faire prospérer le peuple qui t'accueille ? Jures-tu de défendre notre nation au péril de ta vie ?]

// HASH_VALUE 91D57133C7D794CB
// INDEX 255
citizenship_fyros_be_citizen_f	[Sois remerciée, $self$. Et sois fière, car tu vas maintenant rejoindre la nation fyros. Jures-tu de servir l'Empereur, de respecter les lois de l'Empire, de faire prospérer le peuple qui t'accueille ? Jures-tu de défendre notre nation au péril de ta vie ?]

// HASH_VALUE DBAC3F6B1D502A86
// INDEX 256
citizenship_fyros_be_citizen_yes	[Je le jure !]

// HASH_VALUE AACF31D860D1AA76
// INDEX 257
citizenship_fyros_cancel_confirm_m	[Bien, tu es maître de ton destin, $self$. Après m'avoir confirmé ta renonciation, tu seras officiellement un apatride.]

// HASH_VALUE B8AAAB30FE83B357
// INDEX 258
citizenship_fyros_cancel_confirm_f	[Bien, tu es maîtresse de ton destin, $self$. Après m'avoir confirmé ta renonciation, tu seras officiellement une apatride.]

// HASH_VALUE 78289C46E4DDED49
// INDEX 259
citizenship_fyros_cancel_confirm_no_m	[Finalement, je préfère rester un citoyen, au revoir,]

// HASH_VALUE 3348B8D00D1F4AB7
// INDEX 260
citizenship_fyros_cancel_confirm_no_f	[Finalement, je préfère rester une citoyenne, au revoir]

// HASH_VALUE E4878F72FEE5A242
// INDEX 261
citizenship_fyros_cancel_confirm_yes_m	[Je confirme que je renonce à mon statut de citoyen.]

// HASH_VALUE 3D8B8F72FEE5A270
// INDEX 262
citizenship_fyros_cancel_confirm_yes_f	[Je confirme que je renonce à mon statut de citoyenne.]

// HASH_VALUE 30B66F3466D357F5
// INDEX 263
citizenship_fyros_cancel_intro_m	[Tu as pris une grave décision, $self$. Tu veux abandonner notre nation, renonçant ainsi à ton statut de citoyen ? C'est ton droit, mais j'espère que tu as pesé toutes les conséquences. Tu vas devenir un apatride, un homin sans nationalité. Tu ne seras plus protégé par nos lois. Es-tu certain de vouloir cela ?]

// HASH_VALUE 5BEB865B869FD8CF
// INDEX 264
citizenship_fyros_cancel_intro_f	[Tu as pris une grave décision, $self$. Tu veux abandonner notre nation, renonçant ainsi à ton statut de citoyenne ? C'est ton droit, mais j'espère que tu as pesé toutes les conséquences. Tu vas devenir une apatride, une homine sans nationalité. Tu ne seras plus protégée par nos lois. Es-tu certaine de vouloir cela ?]

// HASH_VALUE 85C71C60B8869C69
// INDEX 265
citizenship_fyros_cancel_intro_no	[Non, j'ai changé d'avis, au revoir.]

// HASH_VALUE C8D6C3979FACCB5C
// INDEX 266
citizenship_fyros_cancel_intro_yes_m	[Oui, j'en suis certain.]

// HASH_VALUE CBAAF371153CD812
// INDEX 267
citizenship_fyros_cancel_intro_yes_f	[Oui, j'en suis certaine.]

// HASH_VALUE 396188A9D7B79FFE
// INDEX 268
citizenship_fyros_cancel_not_citizen_m	[Tu n'es pas citoyen, $self$.]

// HASH_VALUE D7E584B049C5A213
// INDEX 269
citizenship_fyros_cancel_not_citizen_f	[Tu n'es pas citoyenne, $self$.]

// HASH_VALUE 05B0C1395C61D52E
// INDEX 270
citizenship_fyros_cancel_p_desc_m	[Vous allez abandonner votre statut de citoyen et devenir un apatride.]

// HASH_VALUE 1979D5C50C639376
// INDEX 271
citizenship_fyros_cancel_p_desc_f	[Vous allez abandonner votre statut de citoyenne et devenir une apatride.]

// HASH_VALUE EAD51ECF6C187FAC
// INDEX 272
citizenship_fyros_cancel_p_menu	[Renoncer à la citoyenneté]

// HASH_VALUE 1B060B25F688A9F5
// INDEX 273
citizenship_fyros_conclusion_m	[Félicitations, $self$. Tu es à présent un digne citoyen de l'Empire fyros !]

// HASH_VALUE 48A63DCE45537C57
// INDEX 274
citizenship_fyros_conclusion_f	[Félicitations, $self$. Tu es à présent une digne citoyenne de l'Empire fyros !]

// HASH_VALUE 4B6166FDB2D55E89
// INDEX 275
citizenship_fyros_dappers_m	[Je serai juge tout au long du rite de ton aptitude à honorer notre pays. Tout d'abord, l'usage veut qu'une contribution financière soit versée au trésor impérial par tout homin désireux d'acquérir le statut de citoyen. Cette contribution se monte à $contribution$ dappers. Es-tu prêt à faire don de cette somme ?]

// HASH_VALUE 9DC7F13583D51983
// INDEX 276
citizenship_fyros_dappers_f	[Je serai juge tout au long du rite de ton aptitude à honorer notre pays. Tout d'abord, l'usage veut qu'une contribution financière soit versée au trésor impérial par tout homin désireux d'acquérir le statut de citoyen. Cette contribution se monte à $contribution$ dappers. Es-tu prête à faire don de cette somme ?]

// HASH_VALUE 78DFAE52EFF486CF
// INDEX 277
citizenship_fyros_dappers_yes	[Oui, tout à fait !]

// HASH_VALUE 749A55732E67CE1E
// INDEX 278
citizenship_fyros_end_confirm	[Attention, si tu pars maintenant, toutes les étapes que tu as passées seront annulées. Il te faudra tout recommencer pour devenir un citoyen.]

// HASH_VALUE A46862C71E25C061
// INDEX 279
citizenship_fyros_end_confirm_no_m	[Je suis sûr de mon choix, au revoir.]

// HASH_VALUE 31A7AE18C3AA579B
// INDEX 280
citizenship_fyros_end_confirm_no_f	[Je suis sûre de mon choix, au revoir.]

// HASH_VALUE 12D5D469150494B0
// INDEX 281
citizenship_fyros_end_confirm_yes	[Finalement, je continue.]

// HASH_VALUE 80F8CF9CF45B3695
// INDEX 282
citizenship_fyros_end_query_m	[Vérité, Honneur, Discipline, Justice, tels sont les Quatre piliers. Ces valeurs ont soutenu notre peuple tout au long de son histoire. Il est important de ne pas les oublier ! Tu as bien répondu à mes questions, $self$. Le moment est venu de passer à la seconde étape du rite.{break}C'est dans le feu que se forgent les meilleures armes ; c'est aussi dans le feu que sont forgés les citoyens fyros. Prends ce sac de veilleur : il contient une cage à feu, conçue pour retenir les flammes magiques qui crépitent sur les arbres Bothayas.{break}Trouve l'un de ces arbres, et ramène-moi son fruit brûlant. Alors tu seras digne de devenir l'un des nôtres !]

// HASH_VALUE DE2618E131E85315
// INDEX 283
citizenship_fyros_end_query_f	[Vérité, Honneur, Discipline, Justice, tels sont les Quatre piliers. Ces valeurs ont soutenu notre peuple tout au long de son histoire. Il est important de ne pas les oublier ! Tu as bien répondu à mes questions, $self$. Le moment est venu de passer à la seconde étape du rite.{break}C'est dans le feu que se forgent les meilleures armes ; c'est aussi dans le feu que sont forgés les citoyens fyros. Prends ce sac de veilleur : il contient une cage à feu, conçue pour retenir les flammes magiques qui crépitent sur les arbres Bothayas.{break}Trouve l'un de ces arbres, et ramène-moi son fruit brûlant. Alors tu seras digne de devenir l'une des nôtres !]

// HASH_VALUE 74B8FCF72BB06A74
// INDEX 284
citizenship_fyros_end_query_yes	[Je reviendrai avec le feu du désert !]

// HASH_VALUE 1479F0A75B1FFB31
// INDEX 285
citizenship_fyros_flame_discipline_obj	[Trouver la flamme de la Discipline pour bénir la perle de loyauté]

// HASH_VALUE 9C64E360FBFA1171
// INDEX 286
citizenship_fyros_flame_discipline_sysmsg	[Vous approchez la perle des flammes sacrées. Une brève lueur émane de la pierre, puis disparaît. Le feu de la Discipline semble avoir béni la perle de loyauté.]

// HASH_VALUE 3E6AF65A62737C47
// INDEX 287
citizenship_fyros_flame_honnor_obj	[Trouver la flamme de l'Honneur pour bénir la perle de loyauté]

// HASH_VALUE DDD2F7982219018E
// INDEX 288
citizenship_fyros_flame_honnor_sysmsg	[Vous approchez la perle des flammes sacrées. Une brève lueur émane de la pierre, puis disparaît. Le feu de l'Honneur semble avoir béni la perle de loyauté.]
