*HASH_VALUE	item ID	name	named	nameda	p	pd	pia	pda	ia	da	description
_AB6C6D226E272052	icfr2r	Strammel	Strammel	Strammel	Strammel	Strammel	ein	die	ein	das	Gewehr in Basis-Qualität
_6DDC751BEF3DB1F5	icfsb	Blok	Blok	Blok	Blok	Blok	einen	die	ein	der	Beschützer in Basis-Qualität
_B8F8790F6EDA7C0D	icfss	Stok	Stok	Stok	Stok	Stok	ein	die	ein	das	Schild in Basis-Qualität
_C2243159B90F466A	icmahb	Parok-Stiefel	Parok-Stiefel	Parok-Stiefel	Parok-Stiefel	Parok-Stiefel	eine	die		die	Schwere Matis-Rüstung in Basis-Qualität
_CA81B4D64D653632	icmahg	Parok-Handschuhe	Parok-Handschuhe	Parok-Handschuhe	Parok-Handschuhe	Parok-Handschuhe	eine	die		die	Schwere Matis-Rüstung in Basis-Qualität
_C66198D78E651A2F	icmahh	Parok-Helm	Parok-Helm	Parok-Helm	Parok-Helme	Parok-Helme	einen	die	ein	der	Schwere Matis-Rüstung in Basis-Qualität
_3F052D4B3D0F7E69	icmahp	Parok-Hose	Parok-Hose	Parok-Hose	Parok-Hosen	Parok-Hosen	eine	die	eine	die	Schwere Matis-Rüstung in Basis-Qualität
_00A7F2C6A5248A44	icmahs	Parok-Armschützer	Parok-Armschützer	Parok-Armschützer	Parok-Armschützer	Parok-Armschützer	eine	die		die	Schwere Matis-Rüstung in Basis-Qualität
_CB93AD79739CF978	icmahv	Parok-Weste	Parok-Weste	Parok-Weste	Parok-Westen	Parok-Westen	eine	die	eine	die	Schwere Matis-Rüstung in Basis-Qualität
_43644154366F4264	icmalb	Wiva-Stiefel	Wiva-Stiefel	Wiva-Stiefel	Wiva-Stiefel	Wiva-Stiefel	eine	die		die	Leichte Matis-Rüstung in Basis-Qualität
_CBC1B4D1CA750E40	icmalg	Wiva-Handschuhe	Wiva-Handschuhe	Wiva-Handschuhe	Wiva-Handschuhe	Wiva-Handschuhe	eine	die		die	Leichte Matis-Rüstung in Basis-Qualität
_C0453D46BA6F7A63	icmalp	Wiva-Hose	Wiva-Hose	Wiva-Hose	Wiva-Hosen	Wiva-Hosen	eine	die	eine	die	Leichte Matis-Rüstung in Basis-Qualität
_01A7F2C1E1A3B250	icmals	Wiva-Armschützer	Wiva-Armschützer	Wiva-Armschützer	Wiva-Armschützer	Wiva-Armschützer	eine	die		die	Leichte Matis-Rüstung in Basis-Qualität
_48F3BD78F0FC097B	icmalv	Wiva-Weste	Wiva-Weste	Wiva-Weste	Wiva-Westen	Wiva-Westen	eine	die	eine	die	Leichte Matis-Rüstung in Basis-Qualität
_7D5F41AB5D46D24E	icmamb	Striva-Stiefel	Striva-Stiefel	Striva-Stiefel	Striva-Stiefel	Striva-Stiefel	eine	die		die	Mittelschwere Matis-Rüstung in Basis-Qualität
_B9225A0F61838E5F	icmamg	Striva-Handschuhe	Striva-Handschuhe	Striva-Handschuhe	Striva-Handschuhe	Striva-Handschuhe	eine	die		die	Mittelschwere Matis-Rüstung in Basis-Qualität
_C17F79AB5D460640	icmamp	Striva-Hose	Striva-Hose	Striva-Hose	Striva-Hosen	Striva-Hosen	eine	die	eine	die	Mittelschwere Matis-Rüstung in Basis-Qualität
_47A5DB059EE0B6AC	icmams	Striva-Armschützer	Striva-Armschützer	Striva-Armschützer	Striva-Armschützer	Striva-Armschützer	eine	die		die	Mittelschwere Matis-Rüstung in Basis-Qualität
_7EF2523C4753B25C	icmamv	Striva-Weste	Striva-Weste	Striva-Weste	Striva-Westen	Striva-Westen	eine	die	eine	die	Mittelschwere Matis-Rüstung in Basis-Qualität
_6E687923ECB8C407	icmja	Matis-Fußring	Matis-Fußring	Matis-Fußring	Matis-Fußringe	Matis-Fußringe	einen	die	ein	der	Fußring in Basis-Qualität
_B77B55673B1031DC	icmjb	Matis-Armband	Matis-Armband	Matis-Armband	Matis-Armbänder	Matis-Armbänder	ein	die	ein	das	Armband in Basis-Qualität
_F0687915ECB87400	icmjd	Matis-Diadem	Matis-Diadem	Matis-Diadem	Matis-Diademe	Matis-Diademe	ein	die	ein	das	Diadem in Basis-Qualität
_EC9B551D6B8EB9E7	icmje	Matis-Ohrring	Matis-Ohrring	Matis-Ohrring	Matis-Ohrringe	Matis-Ohrringe	einen	die	ein	der	Ohrring in Basis-Qualität
_AF6C8915E66CB901	icmjp	Matis-Anhänger	Matis-Anhänger	Matis-Anhänger	Matis-Anhänger	Matis-Anhänger	einen	die	ein	der	Anhänger in Basis-Qualität
_1CC444CB6B698CA3	icmjr	Matis-Ring	Matis-Ring	Matis-Ring	Matis-Ringe	Matis-Ringe	einen	die	ein	der	Ring in Basis-Qualität
_A40B510C24588017	icmm1bm	Bristo	Bristo	Bristo	Bristo	Bristo	einen	die	ein	der	Einhand-Streitkolben in Basis-Qualität
_7600690A9C683C71	icmm1bs	Battoni	Battoni	Battoni	Battoni	Battoni	einen	die	ein	der	Einhand-Stab in Basis-Qualität
_475059F9581E2559	icmm1pd	Limmel	Limmel	Limmel	Limmel	Limmel	einen	die	ein	der	Einhand-Dolch in Basis-Qualität
_760065061E070C6A	icmm1ps	Palor	Palor	Palor	Palor	Palor	eine	die	eine	die	Einhand-Lanze in Basis-Qualität
_AE06AF03202B2403	icmm1sa	Haque	Haque	Haque	Haque	Haque	eine	die	eine	die	Einhand-Axt in Basis-Qualität
_7600611422788C71	icmm1ss	Klyde	Klyde	Klyde	Klyde	Klyde	ein	die	ein	das	Einhand-Schwert in Basis-Qualität
_DA41FD4AEB2F29AE	icmm2bm	Gondo	Gondo	Gondo	Gondo	Gondo	einen	die	ein	der	Zweihand-Streitkolben in Basis-Qualität
_650B510C2609E420	icmm2pp	Krop	Krop	Krop	Krop	Krop	eine	die	eine	die	Zweihand-Pike in Basis-Qualität
_7A626D79F7AB3161	icmm2sa	Klout	Klout	Klout	Klout	Klout	eine	die	eine	die	Zweihand-Axt in Basis-Qualität
_DE337934FF94B9FD	icmm2ss	Slathe	Slathe	Slathe	Slathe	Slathe	ein	die	ein	das	Zweihand-Schwert in Basis-Qualität
_3969890D36708054	icmp1bb	Zertrümmernde Riva-Munition	Zertrümmernde Riva-Munition	Zertrümmernde Riva-Munition	Zertrümmernde Riva-Munition	Zertrümmernde Riva-Munition	eine	die	eine	die	Zertrümmernde Bogenpistolen-Munition in Basis-Qualität
_F5A93D18BA518043	icmp1bp	Durchbohrende Riva-Munition	Durchbohrende Riva-Munition	Durchbohrende Riva-Munition	Durchbohrende Riva-Munition	Durchbohrende Riva-Munition	eine	die	eine	die	Durchbohrende Bogenpistolen-Munition in Basis-Qualität
_7779391E7A818048	icmp1bs	Zerschneidende Riva-Munition	Zerschneidende Riva-Munition	Zerschneidende Riva-Munition	Zerschneidende Riva-Munition	Zerschneidende Riva-Munition	eine	die	eine	die	Zerschneidende Bogenpistolen-Munition in Basis-Qualität
_4B571DCB4D7E57E9	icmp1gb	Zertrümmernde Matis-Granate	Zertrümmernde Matis-Granate	Zertrümmernde Matis-Granate	Zertrümmernde Matis-Granaten	Zertrümmernden Matis-Granaten	eine	die	eine	die	Zertrümmernde Munition in Basis-Qualität
_4B57D9BE4A2E83F7	icmp1gp	Durchbohrende Matis-Granate	Durchbohrende Matis-Granate	Durchbohrende Matis-Granate	Durchbohrende Matis-Granaten	Durchbohrenden Matis-Granaten	eine	die	eine	die	Durchbohrende Munition in Basis-Qualität
_4B57EDC4894E9BFA	icmp1gs	Zerschneidende Matis-Granate	Zerschneidende Matis-Granate	Zerschneidende Matis-Granate	Zerschneidende Matis-Granaten	Zerschneidenden Matis-Granaten	eine	die	eine	die	Zerschneidende Munition in Basis-Qualität
_7287C4CC94832863	icmp1pb	Zertrümmernde Maka-Munition	Zertrümmernde Maka-Munition	Zertrümmernde Maka-Munition	Zertrümmernde Maka-Munition	Zertrümmernde Maka-Munition	eine	die	eine	die	Zertrümmernde Pistolen-Munition in Basis-Qualität
_B168C4BB95522C61	icmp1pp	Durchbohrende Maka-Munition	Durchbohrende Maka-Munition	Durchbohrende Maka-Munition	Durchbohrende Maka-Munition	Durchbohrende Maka-Munition	eine	die	eine	die	Durchbohrende Pistolen-Munition in Basis-Qualität
_7298C4C0D5923C60	icmp1ps	Zerschneidende Maka-Munition	Zerschneidende Maka-Munition	Zerschneidende Maka-Munition	Zerschneidende Maka-Munition	Zerschneidende Maka-Munition	eine	die	eine	die	Zerschneidende Pistolen-Munition in Basis-Qualität
_0018CDFD1F12B9BA	icmp2ab	Zertrümmernde Morikov-Munition	Zertrümmernde Morikov-Munition	Zertrümmernde Morikov-Munition	Zertrümmernde Morikov-Munition	Zertrümmernde Morikov-Munition	eine	die	eine	die	Zertrümmernde Automatikgewehr-Munition in Basis-Qualität
_3FE8DDED5EC3C9AA	icmp2ap	Durchbohrende Morikov-Munition	Durchbohrende Morikov-Munition	Durchbohrende Morikov-Munition	Durchbohrende Morikov-Munition	Durchbohrende Morikov-Munition	eine	die	eine	die	Durchbohrende Automatikgewehr-Munition in Basis-Qualität
_0068E1E91F73CDA6	icmp2as	Zerschneidende Morikov-Munition	Zerschneidende Morikov-Munition	Zerschneidende Morikov-Munition	Zerschneidende Morikov-Munition	Zerschneidende Morikov-Munition	eine	die	eine	die	Zerschneidende Automatikgewehr-Munition in Basis-Qualität
_334855D336B40BF4	icmp2bb	Zertrümmernde Polta-Munition	Zertrümmernde Polta-Munition	Zertrümmernde Polta-Munition	Zertrümmernde Polta-Munition	Zertrümmernde Polta-Munition	eine	die	eine	die	Zertrümmernde Bogengewehr-Munition in Basis-Qualität
_332675B3B4570BF4	icmp2bp	Durchbohrende Polta-Munition	Durchbohrende Polta-Munition	Durchbohrende Polta-Munition	Durchbohrende Polta-Munition	Durchbohrende Polta-Munition	eine	die	eine	die	Durchbohrende Bogengewehr-Munition in Basis-Qualität
_33C67DAB36E70BF4	icmp2bs	Zerschneidende Polta-Munition	Zerschneidende Polta-Munition	Zerschneidende Polta-Munition	Zerschneidende Polta-Munition	Zerschneidende Polta-Munition	eine	die	eine	die	Zerschneidende Bogengewehr-Munition in Basis-Qualität
_AF8825CB36F4830E	icmp2lb	Zertrümmernde Vulca-Munition	Zertrümmernde Vulca-Munition	Zertrümmernde Vulca-Munition	Zertrümmernde Vulca-Munition	Zertrümmernde Vulca-Munition	eine	die	eine	die	Zertrümmernde Granatenwerfer-Munition in Basis-Qualität
_AF6645ABB497830E	icmp2lp	Durchbohrende Vulca-Munition	Durchbohrende Vulca-Munition	Durchbohrende Vulca-Munition	Durchbohrende Vulca-Munition	Durchbohrende Vulca-Munition	eine	die	eine	die	Durchbohrende Granatenwerfer-Munition in Basis-Qualität
_AF064DA33627830E	icmp2ls	Zerschneidende Vulca-Munition	Zerschneidende Vulca-Munition	Zerschneidende Vulca-Munition	Zerschneidende Vulca-Munition	Zerschneidende Vulca-Munition	eine	die	eine	die	Granatenwerfer-Munition in Basis-Qualität
_39BCB3D578814895	icmp2rb	Zertrümmernde Stylone-Munition	Zertrümmernde Stylone-Munition	Zertrümmernde Stylone-Munition	Zertrümmernde Stylone-Munition	Zertrümmernde Stylone-Munition	eine	die	eine	die	Zertrümmernde Gewehr-Munition in Basis-Qualität
_BEBBA7E333A30881	icmp2rp	Durchbohrende Stylone-Munition	Durchbohrende Stylone-Munition	Durchbohrende Stylone-Munition	Durchbohrende Stylone-Munition	Durchbohrende Stylone-Munition	eine	die	eine	die	Durchbohrende Gewehr-Munition in Basis-Qualität
_BE7BB3E675E3F889	icmp2rs	Zerschneidende Stylone-Munition	Zerschneidende Stylone-Munition	Zerschneidende Stylone-Munition	Zerschneidende Stylone-Munition	Zerschneidende Stylone-Munition	eine	die	eine	die	Zerschneidende Gewehr-Munition in Basis-Qualität
_4FF7E28D398A69BB	icmr1b	Riva	Riva	Riva	Riva	Riva	eine	die	eine	die	Einhand-Bogenpistole in Basis-Qualität
_E691392FEA1635A1	icmr1p	Maka	Maka	Maka	Maka	Maka	eine	die	eine	die	Einhand-Pistole in Basis-Qualität
_0F3456FA9EB506FC	icmr2a	Morikov	Morikov	Morikov	Morikov	Morikov	ein	die	ein	das	Zweihand-Automatikgewehr in Basis-Qualität
_F0B0AE72452C2CB4	icmr2b	Polta	Polta	Polta	Polta	Polta	ein	die	ein	das	Zweihand-Bogengewehr in Basis-Qualität
_B4E0A66AC1AC50B7	icmr2l	Vulca	Vulca	Vulca	Vulca	Vulca	einen	die	ein	der	Zweihand-Granatenwerfer in Basis-Qualität
_ABDC551EE9163C52	icmr2r	Stylone	Stylone	Stylone	Stylone	Stylone	ein	die	ein	das	Zweihand-Gewehr in Basis-Qualität
_6D4C5D176A2CCDF5	icmsb	Wod	Wod	Wod	Wod	Wod	einen	die	ein	der	Beschützer in Basis-Qualität
_B868790370D8B40D	icmss	Takod	Takod	Takod	Takod	Takod	ein	die	ein	das	Schild in Basis-Qualität
_BE72891260F9DC14	icraba	Flüchtlingsstiefel	Flüchtlingsstiefel	Flüchtlingsstiefel	Flüchtlingsstiefel	Flüchtlingsstiefel	eine	die		die	Schlichte Kleidung, die kaum Schutz bietet.
_BE72891260F9EC14	icrabe	Flüchtlingsstiefel	Flüchtlingsstiefel	Flüchtlingsstiefel	Flüchtlingsstiefel	Flüchtlingsstiefel	eine	die		die	Schlichte Kleidung, die kaum Schutz bietet.
_BE72891260F9F414	icrabg	Flüchtlingsstiefel	Flüchtlingsstiefel	Flüchtlingsstiefel	Flüchtlingsstiefel	Flüchtlingsstiefel	eine	die		die	Schlichte Kleidung, die kaum Schutz bietet.
_BE72891260F92014	icrabr	Flüchtlingsstiefel	Flüchtlingsstiefel	Flüchtlingsstiefel	Flüchtlingsstiefel	Flüchtlingsstiefel	eine	die		die	Schlichte Kleidung, die kaum Schutz bietet.
_BE72891260F92814	icrabt	Flüchtlingsstiefel	Flüchtlingsstiefel	Flüchtlingsstiefel	Flüchtlingsstiefel	Flüchtlingsstiefel	eine	die		die	Schlichte Kleidung, die kaum Schutz bietet.
_BE72891260F92C14	icrabu	Flüchtlingsstiefel	Flüchtlingsstiefel	Flüchtlingsstiefel	Flüchtlingsstiefel	Flüchtlingsstiefel	eine	die		die	Schlichte Kleidung, die kaum Schutz bietet.
_BE72891260F93014	icrabv	Flüchtlingsstiefel	Flüchtlingsstiefel	Flüchtlingsstiefel	Flüchtlingsstiefel	Flüchtlingsstiefel	eine	die		die	Schlichte Kleidung, die kaum Schutz bietet.
_BE72891260F93414	icrabw	Flüchtlingsstiefel	Flüchtlingsstiefel	Flüchtlingsstiefel	Flüchtlingsstiefel	Flüchtlingsstiefel	eine	die		die	Schlichte Kleidung, die kaum Schutz bietet.
_874F815CEFBE38F9	icraga	Flüchtlingshandschuhe	Flüchtlingshandschuhe	Flüchtlingshandschuhe	Flüchtlingshandschuhe	Flüchtlingshandschuhe	eine	die		die	Schlichte Kleidung, die kaum Schutz bietet.
_874F815CEFBE48F9	icrage	Flüchtlingshandschuhe	Flüchtlingshandschuhe	Flüchtlingshandschuhe	Flüchtlingshandschuhe	Flüchtlingshandschuhe	eine	die		die	Schlichte Kleidung, die kaum Schutz bietet.
_874F815CEFBE50F9	icragg	Flüchtlingshandschuhe	Flüchtlingshandschuhe	Flüchtlingshandschuhe	Flüchtlingshandschuhe	Flüchtlingshandschuhe	eine	die		die	Schlichte Kleidung, die kaum Schutz bietet.
_874F815CEFBE7CF9	icragr	Flüchtlingshandschuhe	Flüchtlingshandschuhe	Flüchtlingshandschuhe	Flüchtlingshandschuhe	Flüchtlingshandschuhe	eine	die		die	Schlichte Kleidung, die kaum Schutz bietet.
_874F815CEFBE84F9	icragt	Flüchtlingshandschuhe	Flüchtlingshandschuhe	Flüchtlingshandschuhe	Flüchtlingshandschuhe	Flüchtlingshandschuhe	eine	die		die	Schlichte Kleidung, die kaum Schutz bietet.
_874F815CEFBE88F9	icragu	Flüchtlingshandschuhe	Flüchtlingshandschuhe	Flüchtlingshandschuhe	Flüchtlingshandschuhe	Flüchtlingshandschuhe	eine	die		die	Schlichte Kleidung, die kaum Schutz bietet.
_874F815CEFBE8CF9	icragv	Flüchtlingshandschuhe	Flüchtlingshandschuhe	Flüchtlingshandschuhe	Flüchtlingshandschuhe	Flüchtlingshandschuhe	eine	die		die	Schlichte Kleidung, die kaum Schutz bietet.
_874F815CEFBE90F9	icragw	Flüchtlingshandschuhe	Flüchtlingshandschuhe	Flüchtlingshandschuhe	Flüchtlingshandschuhe	Flüchtlingshandschuhe	eine	die		die	Schlichte Kleidung, die kaum Schutz bietet.
_1865E16AC30D446E	icrapa	Flüchtlingshose	Flüchtlingshose	Flüchtlingshose	Flüchtlingshosen	Flüchtlingshosen	eine	die	eine	die	Schlichte Kleidung, die kaum Schutz bietet.
_1865E16AC30D546E	icrape	Flüchtlingshose	Flüchtlingshose	Flüchtlingshose	Flüchtlingshosen	Flüchtlingshosen	eine	die	eine	die	Schlichte Kleidung, die kaum Schutz bietet.
_1865E16AC30D5C6E	icrapg	Flüchtlingshose	Flüchtlingshose	Flüchtlingshose	Flüchtlingshosen	Flüchtlingshosen	eine	die	eine	die	Schlichte Kleidung, die kaum Schutz bietet.
_1865E16AC30D886E	icrapr	Flüchtlingshose	Flüchtlingshose	Flüchtlingshose	Flüchtlingshosen	Flüchtlingshosen	eine	die	eine	die	Schlichte Kleidung, die kaum Schutz bietet.
_1865E16AC30D906E	icrapt	Flüchtlingshose	Flüchtlingshose	Flüchtlingshose	Flüchtlingshosen	Flüchtlingshosen	eine	die	eine	die	Schlichte Kleidung, die kaum Schutz bietet.
_1865E16AC30D946E	icrapu	Flüchtlingshose	Flüchtlingshose	Flüchtlingshose	Flüchtlingshosen	Flüchtlingshosen	eine	die	eine	die	Schlichte Kleidung, die kaum Schutz bietet.
_1865E16AC30D986E	icrapv	Flüchtlingshose	Flüchtlingshose	Flüchtlingshose	Flüchtlingshosen	Flüchtlingshosen	eine	die	eine	die	Schlichte Kleidung, die kaum Schutz bietet.
_1865E16AC30D9C6E	icrapw	Flüchtlingshose	Flüchtlingshose	Flüchtlingshose	Flüchtlingshosen	Flüchtlingshosen	eine	die	eine	die	Schlichte Kleidung, die kaum Schutz bietet.
_1B957678DA536B84	icrasa	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	eine	die		die	Schlichte Kleidung, die kaum Schutz bietet.
_1B957678DA537B84	icrase	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	eine	die		die	Schlichte Kleidung, die kaum Schutz bietet.
_1B957678DA538384	icrasg	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	eine	die		die	Schlichte Kleidung, die kaum Schutz bietet.
_1B957678DA53AF84	icrasr	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	eine	die		die	Schlichte Kleidung, die kaum Schutz bietet.
_1B957678DA53B784	icrast	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	eine	die		die	Schlichte Kleidung, die kaum Schutz bietet.
_1B957678DA53BB84	icrasu	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	eine	die		die	Schlichte Kleidung, die kaum Schutz bietet.
_1B957678DA53BF84	icrasv	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	eine	die		die	Schlichte Kleidung, die kaum Schutz bietet.
_1B957678DA53C384	icrasw	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	Flüchtlingsunterarmschützer	eine	die		die	Schlichte Kleidung, die kaum Schutz bietet.
_7DC05527E9B81F60	icrava	Flüchtlingsweste	Flüchtlingsweste	Flüchtlingsweste	Flüchtlingswesten	Flüchtlingswesten	ein	die	eine	das	Schlichte Kleidung, die kaum Schutz bietet.
_7DC05527E9B82F60	icrave	Flüchtlingsweste	Flüchtlingsweste	Flüchtlingsweste	Flüchtlingswesten	Flüchtlingswesten	ein	die	eine	das	Schlichte Kleidung, die kaum Schutz bietet.
_7DC05527E9B83760	icravg	Flüchtlingsweste	Flüchtlingsweste	Flüchtlingsweste	Flüchtlingswesten	Flüchtlingswesten	ein	die	eine	das	Schlichte Kleidung, die kaum Schutz bietet.
_7DC05527E9B86360	icravr	Flüchtlingsweste	Flüchtlingsweste	Flüchtlingsweste	Flüchtlingswesten	Flüchtlingswesten	ein	die	eine	das	Schlichte Kleidung, die kaum Schutz bietet.
_7DC05527E9B86B60	icravt	Flüchtlingsweste	Flüchtlingsweste	Flüchtlingsweste	Flüchtlingswesten	Flüchtlingswesten	ein	die	eine	das	Schlichte Kleidung, die kaum Schutz bietet.
_7DC05527E9B86F60	icravu	Flüchtlingsweste	Flüchtlingsweste	Flüchtlingsweste	Flüchtlingswesten	Flüchtlingswesten	ein	die	eine	das	Schlichte Kleidung, die kaum Schutz bietet.
_7DC05527E9B87360	icravv	Flüchtlingsweste	Flüchtlingsweste	Flüchtlingsweste	Flüchtlingswesten	Flüchtlingswesten	ein	die	eine	das	Schlichte Kleidung, die kaum Schutz bietet.
_7DC05527E9B87760	icravw	Flüchtlingsweste	Flüchtlingsweste	Flüchtlingsweste	Flüchtlingswesten	Flüchtlingswesten	ein	die	eine	das	Schlichte Kleidung, die kaum Schutz bietet.
_CA1DC2A322278224	ictahb	Tashok-Stiefel	Tashok-Stiefel	Tashok-Stiefel	Tashok-Stiefel	Tashok-Stiefel	eine	die		die	Schwere Stiefel in Basis-Qualität
_02D75A2324953A10	ictahg	Tashok-Handschuhe	Tashok-Handschuhe	Tashok-Handschuhe	Tashok-Handschuhe	Tashok-Handschuhe	eine	die		die	Schwere Handschuhe in Basis-Qualität
_81E75A2465040E06	ictahh	Tashok-Helm	Tashok-Helm	Tashok-Helm	Tashok-Helme	Tashok-Helme	einen	die	ein	der	Schwerer Helm in Basis-Qualität
_0E3DFAA32227B616	ictahp	Tashok-Hose	Tashok-Hose	Tashok-Hose	Tashok-Hosen	Tashok-Hosen	eine	die	eine	die	Schwere Hosen in Basis-Qualität
_6F544B1122E2CE4D	ictahs	Tashok-Armschützer	Tashok-Armschützer	Tashok-Armschützer	Tashok-Armschützer	Tashok-Armschützer	eine	die		die	Schwere Armschützer in Basis-Qualität
_14B0D59406B55633	ictahv	Tashok-Weste	Tashok-Weste	Tashok-Weste	Tashok-Westen	Tashok-Westen	eine	die	eine	die	Schwere Westen in Basis-Qualität
_CB1DAE956286AA2C	ictalb	Tissan-Stiefel	Tissan-Stiefel	Tissan-Stiefel	Tissan-Stiefel	Tissan-Stiefel	eine	die		die	Leichte Stiefel in Basis-Qualität
_02D7461022355A18	ictalg	Tissan-Handschuhe	Tissan-Handschuhe	Tissan-Handschuhe	Tissan-Handschuhe	Tissan-Handschuhe	eine	die		die	Leichte Handschuhe in Basis-Qualität
_0F3DE6956286DE1E	ictalp	Tissan-Hose	Tissan-Hose	Tissan-Hose	Tissan-Hosen	Tissan-Hosen	eine	die	eine	die	Leichte Hosen in Basis-Qualität
_6F5423F52462EE51	ictals	Tissan-Armschützer	Tissan-Armschützer	Tissan-Armschützer	Tissan-Armschützer	Tissan-Armschützer	eine	die		die	Leichte Armschützer in Basis-Qualität
_15F0C18687A52E3D	ictalv	Tissan-Weste	Tissan-Weste	Tissan-Weste	Tissan-Westen	Tissan-Westen	eine	die	eine	die	Leichte Westen in Basis-Qualität
_AE397F1266451EF0	ictamb	Fabren-Stiefel	Fabren-Stiefel	Fabren-Stiefel	Fabren-Stiefel	Fabren-Stiefel	eine	die		die	Mittelschwere Stiefel in Basis-Qualität
_D7FC2BF7A422FE08	ictamg	Fabren-Handschuhe	Fabren-Handschuhe	Fabren-Handschuhe	Fabren-Handschuhe	Fabren-Handschuhe	eine	die		die	Mittelschwere Handschuhe in Basis-Qualität
_32397F1266351AF0	ictamp	Fabren-Hose	Fabren-Hose	Fabren-Hose	Fabren-Hosen	Fabren-Hosen	eine	die	eine	die	Mittelschwere Hosen in Basis-Qualität
_E40D07FCD537C25A	ictams	Fabren-Armschützer	Fabren-Armschützer	Fabren-Armschützer	Fabren-Armschützer	Fabren-Armschützer	eine	die		die	Mittelschwere Armschützer in Basis-Qualität
_0160BEE62636CE0F	ictamv	Fabren-Weste	Fabren-Weste	Fabren-Weste	Fabren-Westen	Fabren-Westen	eine	die	eine	die	Mittelschwere Westen in Basis-Qualität
_3721351EEF5E459E	ictja	Tryker-Fußring	Tryker-Fußring	Tryker-Fußring	Tryker-Fußringe	Tryker-Fußringe	einen	die	ein	der	Fußring in Basis-Qualität
_F2E7C273FB0C49D6	ictjb	Tryker-Armband	Tryker-Armband	Tryker-Armband	Tryker-Armbänder	Tryker-Armbänder	ein	die	ein	das	Armband in Basis-Qualität
_37B019166B6E3DA4	ictjd	Tryker-Diadem	Tryker-Diadem	Tryker-Diadem	Tryker-Diademe	Tryker-Diademe	ein	die	ein	das	Diadem in Basis-Qualität
_EE308986813FC4F7	ictje	Tryker-Ohrring	Tryker-Ohrring	Tryker-Ohrring	Tryker-Ohrringe	Tryker-Ohrringe	einen	die	ein	der	Ohrring in Basis-Qualität
_EE81517AFFAFD41A	ictjp	Tryker-Anhänger	Tryker-Anhänger	Tryker-Anhänger	Tryker-Anhänger	Tryker-Anhänger	einen	die	ein	der	Anhänger in Basis-Qualität
