*HASH_VALUE	creature ID	name	p	creagen	screagen
_5C94A48512C7AFB5	cbblc1	Бдительный изам	Бдительные изамы	Бдительных изамов	Бдительного изама
_1A672C0CAD070B5A	cbblc2	Голодный изам	Голодные изамы	Голодных изамов	Голодного изама
_1A6704122909EF64	cbblc3	Изам-мусорщик	Изамы-мусорщики	Изамов-мусорщиков	Изама-мусорщика
_CD4DE533722DE0F3	cbblc4	Следящий изам	Следящие изамы	Следящих изамов	Следящего изама
_CD4DE533722DD4F4	cbbld1	Злобный изам	Злобные изамы	Злобных изамов	Злобного изама
_8DED2533762DE4FE	cbbld2	Зловредный изам	Зловредные изамы	Зловредных изамов	Зловредного изама
_C49089F85F899422	cbbld3	Изам-пересмешник	Изамы-пересмешники	Изамов-пересмешников	Изама-пересмешника
_028E2DFBA4899822	cbbld4	Изам-падальщик	Изамы-падальщики	Изамов-падальщиков	Изама-падальщика
_1BD71C17AF483758	cbbpa1	Неопытный изам	Неопытные изамы	Неопытных изамов	Неопытного изама
_CE5D1531B14D9C06	cbbpa2	Малый изам	Малые изамы	Малых изамов	Малого изама
_322F251B2B49272F	cbbpa3	Породистый изам	Породистые изамы	Породистых изамов	Породистого изама
_4A075A31089F84F5	cbbpa4	Парящий изам	Парящие изамы	Парящих изамов	Парящего изама
_4A075A31089F78F6	cbbpb1	Сытый изам	Сытые изамы	Сытых изамов	Сытого изама
_816E11FD60E8C024	cbbpb2	Обыкновенный изам	Обыкновенные изамы	Обыкновенных изамов	Обыкновенного изама
_103F1DFDF2B0F60A	cbbpb3	Важный изам	Важные изамы	Важных изамов	Важного изама
_B0CF0D172A871330	cbbpb4	Высший изам	Высшие изамы	Высших изамов	Высшего изама
_B0CF0D172A870731	cbbpc1	Бдительный изам	Бдительные изамы	Бдительных изамов	Бдительного изама
_8C9F85EFEEB0F201	cbbpc2	Голодный изам	Голодные изамы	Голодных изамов	Голодного изама
_37173233C25A8CD8	cbbpc3	Изам-мусорщик	Изамы-мусорщики	Изамов-мусорщиков	Изама-мусорщика
_463F850D20C89821	cbbpc4	Следящий изам	Следящие изамы	Следящих изамов	Следящего изама
_463F850D20C88C22	cbbpd1	Злобный изам	Злобные изамы	Злобных изамов	Злобного изама
_8C9F5513F230F202	cbbpd2	Зловредный изам	Зловредные изамы	Зловредных изамов	Зловредного изама
_0A0CB14171EEC4EE	cbbpd3	Изам-пересмешник	Изамы-пересмешники	Изамов-пересмешников	Изама-пересмешника
_F560491126B7EB32	cbbpd4	Изам-падальщик	Изамы-падальщики	Изамов-падальщиков	Изама-падальщика
_DFE448A21608F3AB	cbcga1	Мерзкий ибер	Мерзкие иберы	Мерзких иберов	Мерзкого ибера
_1B14DE42457D403D	cbcga2	Больной ибер	Больные иберы	Больных иберов	Больного ибера
_4B31AD11E692F619	cbcga3	Прокаженный ибер	Прокаженные иберы	Прокаженных иберов	Прокаженного ибера
_4EE0BA7009843D82	cbcga4	Зараженный ибер	Зараженные иберы	Зараженных иберов	Зараженного ибера
_4EE0BA7009843183	cbcgb1	Тошнотворный ибер	Тошнотворные иберы	Тошнотворных иберов	Тошнотворного ибера
_001FD1F97DB9C80A	cbcgb2	Смердящий ибер	Смердящие иберы	Смердящих иберов	Смердящего ибера
_C5118DFFE0B4F6FA	cbcgb3	Болезненный ибер	Болезненные иберы	Болезненных иберов	Болезненного ибера
_A557AB831627BF8D	cbcgb4	Отравленный ибер	Отравленные иберы	Отравленных иберов	Отравленного ибера
_5CE464A594D7FFA7	cbcgc1	Чумной ибер	Чумные иберы	Чумных иберов	Чумного ибера
_C5AF7D05EA94F2FB	cbcgc2	Хилый ибер	Хилые иберы	Хилых иберов	Хилого ибера
_04AFE9F362486423	cbcgc3	Гниющий ибер	Гниющие иберы	Гниющих иберов	Гниющего ибера
_43E019F6A629681D	cbcgc4	Губительный ибер	Губительные иберы	Губительных иберов	Губительного ибера
_43E019F6A6295C1E	cbcgd1	Порченый ибер	Порченые иберы	Порченых иберов	Порченого ибера
_B2603D1627470342	cbcgd2	Гнойный ибер	Гнойные иберы	Гнойных иберов	Гнойного ибера
_D2E840183328F368	cbcgd3	Пагубный ибер	Пагубные иберы	Пагубных иберов	Пагубного ибера
_DD93017B043C487C	cbcgd4	Бесноватый ибер	Бесноватые иберы	Бесноватых иберов	Бесноватого ибера
