*HASH_VALUE	sbrick ID	name	named	p	pd	ia	da	pia	pda	description	description2
-	BFCE03	Angriff nach kritischem Treffer 3 	Angriff nach kritischem Treffer 3 	Angriffe nach kritischem Treffer 3 	Angriffe nach kritischem Treffer 3 	ein	der		die	Der Angriff kann nur nach einem kritischen Treffer ausgeführt werden, bringt dafür Ausgleich im Wert von 35  	Angriff nur nach kritischem Treffer zum Ausgleich
-	BFCE04	Angriff nach kritischem Treffer 4 	Angriff nach kritischem Treffer 4 	Angriffe nach kritischem Treffer 4 	Angriffe nach kritischem Treffer 4 	ein	der		die	Der Angriff kann nur nach einem kritischen Treffer ausgeführt werden, bringt dafür Ausgleich im Wert von 50  	Angriff nur nach kritischem Treffer zum Ausgleich
-	BFCE05	Angriff nach kritischem Treffer 5 	Angriff nach kritischem Treffer 5 	Angriffe nach kritischem Treffer 5 	Angriffe nach kritischem Treffer 5 	ein	der		die	Der Angriff kann nur nach einem kritischen Treffer ausgeführt werden, bringt dafür Ausgleich im Wert von 75  	Angriff nur nach kritischem Treffer zum Ausgleich
-	BFCE06	Angriff nach kritischem Treffer 6 	Angriff nach kritischem Treffer 6 	Angriffe nach kritischem Treffer 6 	Angriffe nach kritischem Treffer 6 	ein	der		die	Der Angriff kann nur nach einem kritischen Treffer ausgeführt werden, bringt dafür Ausgleich im Wert von 100 	Angriff nur nach kritischem Treffer zum Ausgleich
-	BFCE07	Angriff nach kritischem Treffer 7 	Angriff nach kritischem Treffer 7 	Angriffe nach kritischem Treffer 7 	Angriffe nach kritischem Treffer 7 	ein	der		die	Der Angriff kann nur nach einem kritischen Treffer ausgeführt werden, bringt dafür Ausgleich im Wert von 125  	Angriff nur nach kritischem Treffer zum Ausgleich
-	BFCE08	Angriff nach kritischem Treffer 8 	Angriff nach kritischem Treffer 8 	Angriffe nach kritischem Treffer 8 	Angriffe nach kritischem Treffer 8 	ein	der		die	Der Angriff kann nur nach einem kritischen Treffer ausgeführt werden, bringt dafür Ausgleich im Wert von 150  	Angriff nur nach kritischem Treffer zum Ausgleich
-	BFCE09	Angriff nach kritischem Treffer 9 	Angriff nach kritischem Treffer 9 	Angriffe nach kritischem Treffer 9 	Angriffe nach kritischem Treffer 9 	ein	der		die	Der Angriff kann nur nach einem kritischen Treffer ausgeführt werden, bringt dafür Ausgleich im Wert von 180  	Angriff nur nach kritischem Treffer zum Ausgleich
-	BFCE10	Angriff nach kritischem Treffer 10 	Angriff nach kritischem Treffer 10 	Angriffe nach kritischem Treffer 10 	Angriffe nach kritischem Treffer 10 	ein	der		die	Der Angriff kann nur nach einem kritischen Treffer ausgeführt werden, bringt dafür Ausgleich im Wert von 215  	Angriff nur nach kritischem Treffer zum Ausgleich
-	BFCE11	Angriff nach kritischem Treffer 11 	Angriff nach kritischem Treffer 11 	Angriffe nach kritischem Treffer 11 	Angriffe nach kritischem Treffer 11 	ein	der		die	Der Angriff kann nur nach einem kritischen Treffer ausgeführt werden, bringt dafür Ausgleich im Wert von 250  	Angriff nur nach kritischem Treffer zum Ausgleich
-	BCPA01	Fyros-Nahkampfwaffen    	Fyros-Nahkampfwaffen    	Fyros-Nahkampfwaffen    	Fyros-Nahkampfwaffen    		die		die	Basis-Stanza Fyros-Nahkampfwaffen	
-	BCPA02	Fyros-Fernwaffen    	Fyros-Fernwaffen    	Fyros-Fernwaffen    	Fyros-Fernwaffen    		die		die	Basis-Stanza Fyros-Fernwaffen	
-	BCPA03	Fyros-Munition    	Fyros-Munition    	Fyros-Munition    	Fyros-Munition    	eine	die		die	Basis-Stanza Fyros-Munition	
-	BCPA04	Fyros-Rüstung    	Fyros-Rüstung    	Fyros-Rüstung    	Fyros-Rüstung    	eine	die		die	Basis-Stanza Fyros-Rüstung	
-	BCPA05	Fyros-Schilde    	Fyros-Schilde    	Fyros-Schilde    	Fyros-Schilde    		der		die	Basis-Stanza Fyros-Schilde	
-	BCPA06	Fyros-Schmuck    	Fyros-Schmuck    	Fyros-Schmuck    	Fyros-Schmuck    	ein	der		der	Basis-Stanza Fyros-Schmuck	
-	BCPA07	Matis-Nahkampfwaffen    	Matis-Nahkampfwaffen    	Matis-Nahkampfwaffen    	Matis-Nahkampfwaffen    		die		die	Basis-Stanza Matis-Nahkampfwaffen	
-	BCPA08	Matis-Fernwaffen    	Matis-Fernwaffen    	Matis-Fernwaffen    	Matis-Fernwaffen    		die		die	Basis-Stanza Matis-Fernwaffen	
-	BCPA09	Matis-Munition    	Matis-Munition    	Matis-Munition    	Matis-Munition    	eine	die		die	Basis-Stanza Matis-Munition	
-	BCPA10	Matis-Rüstung    	Matis-Rüstung    	Matis-Rüstung    	Matis-Rüstung    	eine	die		die	Basis-Stanza Matis-Rüstung	
-	BCPA11	Matis-Schilde    	Matis-Schilde   	Matis-Schilde    	Matis-Schilde    		die		die	Basis-Stanza Matis-Schilde	
-	BCPA12	Matis-Schmuck    	Matis-Schmuck    	Matis-Schmuck    	Matis-Schmuck    	ein	der		der	Basis-Stanza Matis-Schmuck	
-	BCPA13	Tryker-Nahkampfwaffen    	Tryker-Nahkampfwaffen    	Tryker-Nahkampfwaffen    	Tryker-Nahkampfwaffen    		die		die	Basis-Stanza Tryker-Nahkampfwaffen	
-	BCPA14	Tryker-Fernwaffen    	Tryker-Fernwaffen    	Tryker-Fernwaffen    	Tryker-Fernwaffen    		die		die	Basis-Stanza Tryker-Fernwaffen	
-	BCPA15	Tryker-Munition    	Tryker-Munition    	Tryker-Munition    	Tryker-Munition    	eine	die		die	Basis-Stanza Tryker-Munition	
-	BCPA16	Tryker-Rüstung    	Tryker-Rüstung    	Tryker-Rüstung    	Tryker-Rüstung    	eine	die		die	Basis-Stanza Tryker-Rüstung	
-	BCPA17	Tryker-Schilde    	Tryker-Schilde    	Tryker-Schilde    	Tryker-Schilde    		die		die	Basis-Stanza Tryker-Schilde	
-	BCPA18	Tryker-Schmuck    	Tryker-Schmuck    	Tryker-Schmuck    	Tryker-Schmuck    	ein	der		der	Basis-Stanza Tryker-Schmuck	
-	BCPA19	Zoraï-Nahkampfwaffen    	Zoraï-Nahkampfwaffen    	Zoraï-Nahkampfwaffen    	Zoraï-Nahkampfwaffen    		die		die	Basis-Stanza Zoraï-Nahkampfwaffen	
-	BCPA20	Zoraï-Fernwaffen    	Zoraï-Fernwaffen    	Zoraï-Fernwaffen    	Zoraï-Fernwaffen    		die		die	Basis-Stanza Zoraï-Fernwaffen	
-	BCPA21	Zoraï-Munition    	Zoraï-Munition    	Zoraï-Munition    	Zoraï-Munition    	eine	die		die	Basis-Stanza Zoraï-Munition	
-	BCPA22	Zoraï-Rüstung    	Zoraï-Rüstung    	Zoraï-Rüstung    	Zoraï-Rüstung    	eine	die		die	Basis-Stanza Zoraï-Rüstung	
-	BCPA23	Zoraï-Schilde    	Zoraï-Schilde    	Zoraï-Schilde    	Zoraï-Schilde    		die		die	Basis-Stanza Zoraï-Schilde	
-	BCPA24	Zoraï-Schmuck    	Zoraï-Schmuck    	Zoraï-Schmuck    	Zoraï-Schmuck    	ein	der		der	Basis-Stanza Zoraï-Schmuck	
-	BIF01	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF02	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF03	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF04	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF05	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF06	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF07	%comp mit Einhand Streitkolben  	%comp mit Einhand Streitkolben  	%comp mit Einhand Streitkolben  	%comp mit Einhand Streitkolben  				die		
-	BIF08	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF09	%comp mit Stab   	%comp mit Stab   	%comp mit Stab   	%comp mit Stab   				die		
-	BIF10	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF11	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF12	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF13	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF14	%comp mit Speer   	%comp mit Speer   	%comp mit Speer   	%comp mit Speer   				die		
-	BIF15	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF16	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF17	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF18	%comp mit Einhand Axt  	%comp mit Einhand Axt  	%comp mit Einhand Axt  	%comp mit Einhand Axt  				die		
-	BIF19	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF20	%comp mit Einhand Schwert  	%comp mit Einhand Schwert  	%comp mit Einhand Schwert  	%comp mit Einhand Schwert  				die		
-	BIF21	%comp mit Einhand Schwert     	%comp mit Einhand Schwert     	%comp mit Einhand Schwert     	%comp mit Einhand Schwert     				die		
-	BIF22	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF23	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF24	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF25	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF26	%comp mit Zweihand Streitkolben  	%comp mit Zweihand Streitkolben  	%comp mit Zweihand Streitkolben  	%comp mit Zweihand Streitkolben  				die		
-	BIF27	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF28	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF29	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF30	%comp mit Pike   	%comp mit Pike   	%comp mit Pike   	%comp mit Pike   				die		
-	BIF31	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF32	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF33	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF34	%comp mit Zweihand Axt  	%comp mit Zweihand Axt  	%comp mit Zweihand Axt  	%comp mit Zweihand Axt  				die		
-	BIF35	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF36	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF37	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF38	%comp mit Zweihand Schwert  	%comp mit Zweihand Schwert  	%comp mit Zweihand Schwert  	%comp mit Zweihand Schwert  				die		
-	BIF39	%comp mit Zweihand Schwert    	%comp mit Zweihand Schwert    	%comp mit Zweihand Schwert    	%comp mit Zweihand Schwert    				die		
-	BIF40	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF41	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF42	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF43	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF44	%comp mit Dolch   	%comp mit Dolch   	%comp mit Dolch   	%comp mit Dolch   				die		
-	BIF45	%comp mit Dolch    	%comp mit Dolch    	%comp mit Dolch    	%comp mit Dolch    				die		
-	BIF46	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF47	%comp mit waffenlosem Kampf   	%comp mit Faustkampf   	%comp mit Faustkampf   	%comp mit Faustkampf   				die		
-	BIF48	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF49	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF50	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF51	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF52	%comp mit Bogenpistole   	%comp mit Bogenpistole   	%comp mit Bogenpistole   	%comp mit Bogenpistole   				die		
-	BIF53	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF54	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF55	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF56	%comp mit Pistole   	%comp mit Pistole   	%comp mit Pistole   	%comp mit Pistole   				die		
-	BIF57	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF58	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF59	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF60	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF61	%comp mit Automatikgewehr   	%comp mit Automatikgewehrbeherrschung   	%comp mit Automatikgewehrbeherrschung   	%comp mit Automatikgewehrbeherrschung   				die		
-	BIF62	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF63	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF64	%comp mit Bogengewehr   	%comp mit Bogengewehr   	%comp mit Bogengewehr   	%comp mit Bogengewehr   				die		
-	BIF65	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF66	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF67	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF68	%comp mit Granatenwerfer   	%comp mit Granatenwerfer   	%comp mit Granatenwerfer   	%comp mit Granatenwerfer   				die		
-	BIF69	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF70	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF71	%comp mit Gewehr   	%comp mit Gewehr   	%comp mit Gewehr   	%comp mit Gewehr   				die		
-	BIF72	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF73	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF74	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF75	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF76	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF77	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF78	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF79	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF80	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF81	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF82	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF83	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF84	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF85	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF86	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF87	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF88	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF89	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF90	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF91	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF92	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF93	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF94	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF95	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF96	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF97	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF98	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF99	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF100	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF101	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF102	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF103	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF104	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF105	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF106	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF107	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
-	BIF108	%comp	Einschränkung für Waffenart    	Einschränkungen für Waffenart        	Einschränkungen für Waffenart        				die		
