// HASH_VALUE A575E93668996B62
// INDEX 0
abandon_mission	[&TSK&Has abandonado una misión.]
boss_mainland_tryker_mine_sound	[&BBL&Hacer click]

// HASH_VALUE 5BAA14A3AC0A5BA2
// INDEX 181
boss_tryker_light_bosshelpme	[Hermanos vengan en mi ayuda!]

// HASH_VALUE 5A17C3609BF0C896
// INDEX 182
boss_tryker_light_defendme	[Guardias! Defiendan a su jefe!]

// HASH_VALUE EA0BDF4863689F65
// INDEX 183
boss_tryker_light_mission_01_touchstone	[Toca la piedra]

// HASH_VALUE 61B3582301972C34
// INDEX 184
boss_tryker_light_mission_02_desc	[Visitar el área para buscar a Dante el Bromista.]

// HASH_VALUE 98BAC77858977B5E
// INDEX 185
boss_tryker_light_mission_02_title	[Buscando a Dante el Bromista]

// HASH_VALUE EA0BDF4863689F65
// INDEX 186
boss_tryker_light_mission_03_touchstone	[Toca la piedra]

// HASH_VALUE AD28DCDE6B58ECAF
// INDEX 187
boss_tryker_light_mission_04_openbox	[Abre la caja]

// HASH_VALUE 26C96B399F47B760
// INDEX 188
boss_tryker_light_mission_team_breakcrate	[Rompan el cajón]

// HASH_VALUE 2A8610F4D9BA1F5E
// INDEX 189
boss_tryker_light_mission_team_desc	[Rompe el cajón que Dante dejo caer.]

// HASH_VALUE 37B13832B39BF4D0
// INDEX 190
boss_tryker_light_mission_team_obj	[Toca la piedra que hechizo a tu equipo.]

// HASH_VALUE 9BD92B34862A4255
// INDEX 191
boss_tryker_light_mission_team_title	[El Juego de Dante]

// HASH_VALUE 8FDCD7E623D33C64
// INDEX 192
boss_tryker_light_prepareyourself	[Prepara a tu equipo y ven a jugar con migo! Pero ten cuidado, tu tiempo es limitado!]

// HASH_VALUE C73A043356E4C873
// INDEX 193
boss_tryker_light_scared1	[Nunca me atraparas!]

// HASH_VALUE 08A51C3227D4CC82
// INDEX 194
boss_tryker_light_scared2	[Guardias incompetentes! Mantenganse vigilantes!]

// HASH_VALUE DB851CEDE6D61E56
// INDEX 195
boss_tryker_light_scared3	[Como te atreves a entrar en mi tierra!?]

// HASH_VALUE 50C6136B60C6136B
// INDEX 196
boss_tryker_light_scared4	[Haaaaaaaa!]

// HASH_VALUE AF751E8661C67DF7
// INDEX 197
boss_tryker_light_start	[Quieres jugar conmigo? Espero que no estés solo!]

// HASH_VALUE 65D166EF5AE80469
// INDEX 198
boss_zorai_light_dalton_hello_1	[Yo incluso diría : Hola!]

// HASH_VALUE 9978974218C566BB
// INDEX 199
boss_zorai_light_dalton_hello_2	[Déjame saludarte!]

// HASH_VALUE 16B28F4928F78740
// INDEX 200
boss_zorai_light_dalton_hello_3	[Saludos!]

// HASH_VALUE 5DB2C64D5657E269
// INDEX 201
boss_zorai_light_dalton_hello_4	[Hago reverencia ante ti!]

// HASH_VALUE 4771DF33746CE455
// INDEX 202
boss_zorai_light_end_daltons	[Bien... bien... bien... lo que sea, no eran verdaderos hermanos.]

// HASH_VALUE F820A06EC96D8A3D
// INDEX 203
boss_zorai_light_end_infectedgroup	[Ooook! Todavía tengo algo de trabajo para hacerlos un poco mas... efectivos.]

// HASH_VALUE 6478530A819D70A4
// INDEX 204
boss_zorai_light_end_laughtingsbires	[Ustedes parecen ser más jugadores que ellos, pero principalmente mas rápidos. Me gustaría contratarlos, pero desafortunadamente existe esa oposición entre nosotros.]

// HASH_VALUE 884410B39BCA1399
// INDEX 205
boss_zorai_light_end_magicdamage	[Entonces, que vamos a hacer con ustedes?]

// HASH_VALUE B63D14DA2B8AFAE0
// INDEX 206
boss_zorai_light_final_fight	[Basta! No más niñerías, tengo trabajo que hacer. Voy a tener que enfurecerme!]

// HASH_VALUE A8258ADEE1C69457
// INDEX 207
boss_zorai_light_laughtingsbire_1	[Déjame explicarte las reglas del juego : vas a morir!]

// HASH_VALUE E24BEDC130F9FEE6
// INDEX 208
boss_zorai_light_laughtingsbire_2	[Incluso los najab serian mas rapidos que ustedes! Ustedes no serán capaces de matarnos.]

// HASH_VALUE 18C1DBA9EA1757B2
// INDEX 209
boss_zorai_light_laughtingsbire_3	[Siéntete orgulloso! Morirás en una batalla!]

// HASH_VALUE 218714A38A04ACC0
// INDEX 210
boss_zorai_light_laughtingsbire_4	[Un pqueno frippo en el Goo, tadadam!]

// HASH_VALUE A3D1FAF777EE70F8
// INDEX 211
boss_zorai_light_laughtingsbire_last	[Que hiciste? Creo que el tiempo de juego ha terminado!]

// HASH_VALUE EA0BDF4863689F65
// INDEX 212
boss_zorai_light_mission_in_out_touchstone	[Toca la piedra]

// HASH_VALUE EA0BDF4863689F65
// INDEX 213
boss_zorai_light_mission_out_in_touchstone	[Toca la piedra]

// HASH_VALUE F32D91A3A0249EC9
// INDEX 214
boss_zorai_light_session_failed	[Te atreves a entrar en mi campamento, pero pareces inofensivo. Sin embargo, tengo que trabajar ... yo. Sal fuera de mi campamento!]

// HASH_VALUE 90A61D2C98F5464E
// INDEX 215
boss_zorai_light_start	[Pero... Pero, como te atreves a entrar en mi laboratorio! Realmente creo que necesitas una lección de "vida".]

// HASH_VALUE A59D55D5B4FD90F1
// INDEX 216
boss_zorai_light_daltons	[Aquí están los cuatro hermanos Do-Duang. Te volverán loco antes que les hagas daño!]

// HASH_VALUE 732DD70A59CB9BE8
// INDEX 217
boss_zorai_light_start_infectedgroup	[Veremos si mi Igara me puede defender contra los intrusos. Ve mi bella y no dejes ningunas migajas!]

// HASH_VALUE DD2E1D3EC4B9AFD6
// INDEX 218
boss_zorai_light_start_laughtingsbires	[Es hora de llamar a mis fieles seguidores. Son jugadores honestos como podrás observar y sufrir las consecuencias.]

// HASH_VALUE 44F7561BBDD6CBD6
// INDEX 219
boss_zorai_light_start_magicdamage	[Te da cuenta que me estás haciendo perder el tiempo? Tendré que ayudar al destino...]

// HASH_VALUE A311BB058A5A510D
// INDEX 220
cant_craft_engaged_melee	[&CHK&No puedes fabricar cuando estas en un combate cuerpo a cuerpo! Acción de fabricación abortada!]

// HASH_VALUE 6D764E33CD023BCF
// INDEX 221
cant_craft_when_dead	[&CHKCB&Has muerto durante la fabricación! Acción de fabricación abortada!]

// HASH_VALUE 54C65BB626B661AD
// INDEX 222
cant_forage_engaged_in_melee	[&CHKCB&No puedes buscar cuando estás en un combate cuerpo a cuerpo! Acción de búsqueda abortada!]

// HASH_VALUE 2D8846EF67EA72DE
// INDEX 223
cant_found_item	[&CHK&El artículo en una ranura $i$ no fue encontrado.]

// HASH_VALUE 48C51EACFF6F1306
// INDEX 224
cant_found_rm	[&CHK&No se pudieron encontrar todas las materias primas en tu inventario! Tu acción de fabricación ha fallado!]

// HASH_VALUE E3C7FB750760108F
// INDEX 225
cant_lock_rm	[&CHK&No puede reservar todas las materias primas que has elegido para la fabricación! Algunas de estas ya están reservadas para otro uso. Acción de fabricación abortada!]

// HASH_VALUE 18F786FA6D14AFD5
// INDEX 226
casino_igotjackticket	[Gané el Premio Mayor!]

// HASH_VALUE EB46948F9AE26631
// INDEX 227
casino_igottitleticket	[Gané un cupón para un título]

// HASH_VALUE 19CACC446954AFA0
// INDEX 228
casino_insert_coin	[Toca una tecla]

// HASH_VALUE FDA71387FACF7CB0
// INDEX 229
casino_jackpotgrats	[Suerte de diablo, has ganado una fortuna!]

// HASH_VALUE 4174DE28A9D58855
// INDEX 230
casino_lose	[&AMB&Pierdes!]

// HASH_VALUE 5255907A5E4F194E
// INDEX 231
casino_nothing	[Mala suerte!]

// HASH_VALUE ADDA6C266D09FCFE
// INDEX 232
casino_off	[Fuera de Servicio]

// HASH_VALUE 2008008020080080
// INDEX 233
casino_popup	[ ]

// HASH_VALUE 7248367116F4730D
// INDEX 234
casino_title1grats	[Felicitaciones! Veo que tienes suerte, así que aquí hay un título que debe ajustarse a ti.]

// HASH_VALUE 107271D6641A653B
// INDEX 235
casino_title1repeat	[De nuevo! Tienes suerte en realidad. Voy a intercambiar tu billete por algunas fichas]

// HASH_VALUE A3DBF65D3707FDD5
// INDEX 236
casino_title2grats	[Juega mucho pero no ganes tanto, si? Eres parte de una gran familia! La familia de los perdedores!]

// HASH_VALUE EC8EBEB240F7676F
// INDEX 237
casino_title2repeat	[Si! Llevas tu título muy bien! Qué pena que no tengo nada que darte!]

// HASH_VALUE DEF7E3215E30776B
// INDEX 238
casino_wheel	[&AMB&Cambiemos esto...]

// HASH_VALUE F8E7F32928962F18
// INDEX 239
casino_winjackpot	[&AMB&Has ganado el Premio Mayor!]

// HASH_VALUE 40E3DE282B24A041
// INDEX 240
casino_win_r2	[&AMB&Ganaste!]

// HASH_VALUE 40E3DE282B24A041
// INDEX 241
casino_win_r3	[&AMB&Ganaste!]

// HASH_VALUE 40E3DE282B24A041
// INDEX 242
casino_win_r4	[&AMB&Ganaste!]

// HASH_VALUE 0D96E7D927A45F14
// INDEX 243
casino_win_r5	[&AMB&Has ganado el grande!]

// HASH_VALUE 4D65F09B9FD98E9D
// INDEX 244
certifs_rpjob_certifs_title	[Utiliza tu $certifs.p$]

// HASH_VALUE 8FACAF67C3E107DF
// INDEX 245
citizenship_fyros_already_fyros_m	[Ya eres un ciudadano, $self$. No puedes realizar el ritual otra vez.]

// HASH_VALUE E0F4BFE80ECD8F6C
// INDEX 246
citizenship_fyros_already_fyros_f	[Ya eres una ciudadana, $self$. No puedes realizar el ritual otra vez.]

// HASH_VALUE CA001BD1CFBDD287
// INDEX 247
citizenship_fyros_be_citizen_m	[Gracias, $self$. Siéntete orgulloso, porque te vas a unir a la nación de los Fyros. Juras servir al Emperador, para respetar las leyes del Imperio, para ayudar a prosperar al pueblo que te da la bienvenida? Juras defender a nuestra nación con tu vida, si fuera necesario?]

// HASH_VALUE 91D57133C7D714CB
// INDEX 248
citizenship_fyros_be_citizen_f	[Gracias, $self$. Siéntete orgullosa, porque te vas a unir a la nación de los Fyros. Juras servir al Emperador, para respetar las leyes del Imperio, para ayudar al pueblo que te da la bienvenida a prosperar? Juras defender a nuestra nación con tu vida, si fuera necesario?]

// HASH_VALUE DBAC3F6B1D502A86
// INDEX 249
citizenship_fyros_be_citizen_yes	[Si lo juro!]

// HASH_VALUE AACF31D860D1AA76
// INDEX 250
citizenship_fyros_cancel_confirm_m	[Bien, tu eres el maestro de tu propio destino, $self$. Una vez que has reconfirmado tu renuncia a mi, serás oficialmente una persona sin patria.]

// HASH_VALUE EB6039C524C282BA
// INDEX 251
citizenship_fyros_cancel_confirm_f	[Bien, tu eres la maestra de tu propio destino, $self$. Una vez que hayas confirmado tu renuncia a mi, serás oficialmente una persona sin patria.]

// HASH_VALUE 6D289C46E4DDED49
// INDEX 252
citizenship_fyros_cancel_confirm_no_m	[En realidad, prefiero seguir siendo un ciudadano, adios]

// HASH_VALUE 3348B8D00D1F4AB7
// INDEX 253
citizenship_fyros_cancel_confirm_no_f	[En realidad, prefiero seguir siendo una ciudadana, adios]

// HASH_VALUE E4A58F72FEE5A242
// INDEX 254
citizenship_fyros_cancel_confirm_yes_m	[Confirmo que renuncio a mi estatus como ciudadano]

// HASH_VALUE 3D8B8F72FEE5A242
// INDEX 255
citizenship_fyros_cancel_confirm_yes_f	[Confirmo que renuncio a mi estatus como ciudadana]

// HASH_VALUE 30B66F3466D357F5
// INDEX 256
citizenship_fyros_cancel_intro_m	[Has tomado una grave decisión, $self$. Deseas abandonar nuestra nación y renunciar a tu estatus como un ciudadano? Es tu elección, pero espero que te des cuenta de las consecuencias. Te convertirás en una persona sin patria, un homin sin una nacionalidad. Ya no estarás protegido por nuestras leyes. Estás seguro de que eso es realmente lo que quieres?]

// HASH_VALUE 5BEB865B869FD8CF
// INDEX 257
citizenship_fyros_cancel_intro_f	[Has tomado una grave decisión, $self$. Deseas abandonar nuestra nación y renunciar a tu estatus como una ciudadana? Es tu elección, pero espero que te des cuenta de las consecuencias. Te convertirás en una persona sin patria, una homin sin una nacionalidad. Ya no estarás protegida por nuestras leyes. Estás segura de que eso es realmente lo que quieres?]

// HASH_VALUE 85E51C60B8869C69
// INDEX 258
citizenship_fyros_cancel_intro_no	[No, he cambiado de idea, adios]

// HASH_VALUE 5A16CE8B964EC419
// INDEX 259
citizenship_fyros_cancel_intro_yes_m	[Si, estoy seguro]

// HASH_VALUE C8D6C3979F20CB5C
// INDEX 260
citizenship_fyros_cancel_intro_yes_f	[Si, estoy segura]

// HASH_VALUE 396188A9D7B79FFE
// INDEX 261
citizenship_fyros_cancel_not_citizen_m	[Tu no eres un ciudadano, $self$.]

// HASH_VALUE D7E584B049C5A213
// INDEX 262
citizenship_fyros_cancel_not_citizen_f	[Tu no eres una ciudadana, $self$.]

// HASH_VALUE 05B0C1395C61D52E
// INDEX 263
citizenship_fyros_cancel_p_desc_m	[Vas a abandonar tu estatus como un ciudadano y convertirte en una persona sin patria.]

// HASH_VALUE 1979D5C50C639376
// INDEX 264
citizenship_fyros_cancel_p_desc_f	[Vas a abandonar tu estatus como una ciudadana y convertirte en una persona sin partia.]

// HASH_VALUE EAD51ECF6C187FAC
// INDEX 265
citizenship_fyros_cancel_p_menu	[Renuncia a la ciudadanía]

// HASH_VALUE 1B060B25F68829F5
// INDEX 266
citizenship_fyros_conclusion_m	[Felicitaciones, $self$. Ahora eres un digno ciudadano del imperio de los Fyros!]

// HASH_VALUE 48A63DEE45537C57
// INDEX 267
citizenship_fyros_conclusion_f	[Felicitaciones, $self$. Ahora eres una digna ciudadana del imperio de los Fyros!]

// HASH_VALUE 4B6166FDB2D55E89
// INDEX 268
citizenship_fyros_dappers_m	[Durante el ritual, juzgaré tu habilidad para honrar a nuestro país. Primero, es costumbre de los homins que desean obtener el estatus de ciudadanos hacer una contribución financiera al Tesoro del Imperio. La contribución es de $contribution$ dappers. Estás preparado para contribuir con esta cantidad?]

// HASH_VALUE 9DC7F13583D51983
// INDEX 269
citizenship_fyros_dappers_f	[Durante el ritual, juzgaré tu habilidad para honrar a nuestro país. Primero, es costumbre de las homins que desean obtener el estatus de ciudadanas hacer una contribución financiera al Tesoro del Imperio. La contribución es de $contribution$ dappers. Estás preparada para contribuir con esta cantidad?]

// HASH_VALUE 78DFAE52EFF486CF
// INDEX 270
citizenship_fyros_dappers_yes	[Si, por supuesto!]

// HASH_VALUE 749A55732E67CE1E
// INDEX 271
citizenship_fyros_end_confirm	[Ten cuidado, si te vas ahora, todas las etapas que has completado serán canceladas. Tendrás que comenzar desde el principio otra vez para convertirte en un ciudadano.]

// HASH_VALUE A46862C71E25C061
// INDEX 272
citizenship_fyros_end_confirm_no_m	[Estoy seguro de mi decisión, adios.]

// HASH_VALUE 31A7AE18C3AA579B
// INDEX 273
citizenship_fyros_end_confirm_no_f	[Estoy segura de mi decisión, adios.]

// HASH_VALUE 12D5D469150494B0
// INDEX 274
citizenship_fyros_end_confirm_yes	[Si, quiero continuar.]

// HASH_VALUE DF59585252628D47
// INDEX 275
citizenship_fyros_end_query_m	[Verdad, Honor, Disciplina y Justicia, estos son los Cuatro pilares. Estos valores han apoyado a nuestro pueblo a través de nuestra historia. Es importante recordarlos siempre! Has respondido a mis preguntas muy bien, $self$. Ha llegado el momento de avanzar en la segunda etapa del ritual.{break}Las mejores armas son forjadas en el fuego; los ciudadanos Fyros también son forjados en el fuego. Toma este saco de vigilante: contiene una jaula de fuego, diseñada para contener las llamas mágica que crujen en el árbol de Bothaya.{break}Encuentra uno de estos arboles, y tráeme su fruto ardiente. Encontes serás digno de convertirte en uno de nosotros!]

// HASH_VALUE 3D87A1978FEFAAC7
// INDEX 276
citizenship_fyros_end_query_f	[Verdad, Honor, Disciplina y Justicia, estos son los Cuatro pilares. Estos valores han apoyado a nuestro pueblo a través de nuestra historia. Es importante recordarlos siempre! Has respondido a mis preguntas muy bien, $self$. Ha llegado el momento de avanzar en la segunda etapa del ritual.{break} Las mejores armas son forjadas en el fuego; los ciudadanos Fyros también son forjados en el fuego. Toma este saco de vigilante: contiene una jaula de fuego, diseñada para contener las llamas mágicas que crujen en el árbol de Bothaya.{break}Encuentra uno de estos arboles, y tráeme su fruto ardiente. Enontes serás digna de convertirte en uno de nosotros!]

// HASH_VALUE 74B8FCF72BB06A74
// INDEX 277
citizenship_fyros_end_query_yes	[Regresaré con el fuego del desierto!]

// HASH_VALUE 1479F0A75B1FFB31
// INDEX 278
citizenship_fyros_flame_discipline_obj	[Encuentra la Llama de la Disciplina para bendecir a la Perla de la Lealtad]

// HASH_VALUE 9C64E360FBFA1171
// INDEX 279
citizenship_fyros_flame_discipline_sysmsg	[Elevaste la perla hasta las llamas sagradas. La gema resplandece por un breve instante. El Fuego de la Disciplina parece haber bendecido a la Perla de la Lealtad.]

// HASH_VALUE 3E6AF65A62737C47
// INDEX 280
citizenship_fyros_flame_honnor_obj	[Encuentra la Llama del Honor para bendecir a la Perla de la Lealtad]

// HASH_VALUE DDD2F7982219018E
// INDEX 281
citizenship_fyros_flame_honnor_sysmsg	[Elevaste la perla hasta las llamas sagradas. La gema resplandece por un breve instante. El Fuego del Honor parece haber bendecido a la Perla de la Lealtad.]

// HASH_VALUE 5800E39F95D70F72
// INDEX 282
citizenship_fyros_flame_justice_menu	[Encontré los tres pilares]

// HASH_VALUE 3C522BA59D9E7472
// INDEX 283
citizenship_fyros_flame_justice_obj_1	[Bendice la Perla de la Lealtad con la Llama de la Justicia]

// HASH_VALUE 0347303C23E37E9C
// INDEX 284
citizenship_fyros_flame_justice_pearl_m	[Ha llegado el momento de la verdad. El cuarto pilar, la Llama de la Justicia, está junto a mi. Eleva la perla hasta el fuego. Si eres leal a nuestro pueblo, ésta brillará en todo su esplendor y nosotros no nos iremos.]

// HASH_VALUE FA002EC7A857E644
// INDEX 285
citizenship_fyros_flame_justice_pearl_f	[Ha llegado el momento de la verdad. El cuarto pilar, la Llama de la Justicia, está junto a mi. Eleva la perla hasta el fuego. Si eres leal a nuestro pueblo, ésta brillará en todo su esplendor y nosotros no nos iremos.]

// HASH_VALUE C6A0F2F0723853C7
// INDEX 286
citizenship_fyros_flame_justice_sysmsg	[Eleva la perla hasta las llamas sagradas. La gema resplandece por un breve instante. El Fuego de la Justicia parece haber bendecido a la Perla de la Lealtad.]

// HASH_VALUE 65956F3FD8F88361
// INDEX 287
citizenship_fyros_flame_menu	[Eleva la perla hasta la llama]

// HASH_VALUE 3FABE44158171246
// INDEX 288
citizenship_fyros_flame_truth_obj	[Encuentra la llama de la Verdad para bendecir a la Perla de la Lealtad.]

// HASH_VALUE BBC2079C018860C8
// INDEX 289
citizenship_fyros_flame_truth_sysmsg	[Eleva la perla hasta las llamas sagradas. La gema resplandece por un breve instante. El Fuego de la Justicia parece haber bendecido a la Perla de la Lealtad.]

// HASH_VALUE 822C7E041981C3DA
// INDEX 290
citizenship_fyros_give_dappers	[Has tenido éxito, $self$! Tus deseo de unirte a nosotros es tan ardiente como este fuego mágico! Mis felicitaciones, has completado el ritual con éxito. Lo único que hace falta que realices es tu contribución con el Tesoro del Imperio. La contribución es de $contribution$ dappers.]

// HASH_VALUE E909A50248F7ED82
// INDEX 291
citizenship_fyros_give_fire_obj_1	[Encuentra el árbol de Bothaya para obtener el Fuego Mágico.]

// HASH_VALUE 3BCB37AA455F4776
// INDEX 292
citizenship_fyros_goto_rite	[Has pasado la Prueba de Integración, $self$! Ahora puedes finalizar el ritual de ciudadanía, si todavía deseas hacerlo.]

// HASH_VALUE DAE5BFA447488B4C
// INDEX 293
citizenship_fyros_goto_rite_no	[No, adios]

// HASH_VALUE 0A4558FC87DA9327
// INDEX 294
citizenship_fyros_goto_rite_yes	[Si, quiero!]

// HASH_VALUE 053096D79896B30F
// INDEX 295
citizenship_fyros_guild_already_fyros	[Tu y tu pueblo ya son ciudadanos, $self$. No puedes completar el ritual de ciudadanía otra vez.]

// HASH_VALUE A42015531435E44C
// INDEX 296
citizenship_fyros_guild_be_citizen	[Agradezco a ti y a tu pueblo. Siéntete orgulloso, porque te vas a unir a la nación de los Fyros. Juras servir al Emperador, repetar las leyes del Imperio y ayudar a prosperar al pueblo que te de la bienvenida? Juras defender a nuestra nación con tu vida, si fuera necesario?]

// HASH_VALUE 6EFC2470A0B0FC1C
// INDEX 297
citizenship_fyros_guild_be_citizen_yes	[Si, juramos!]

// HASH_VALUE 076CD8D18140136C
// INDEX 298
citizenship_fyros_guild_cancel_confirm	[Bien, ustedes son los maestros de su propio destino. Una vez que hayan confirmado su renuncia a mi, tu gremio será un gremio de personas sin patria.]

// HASH_VALUE 11F0602DA7F951A9
// INDEX 299
citizenship_fyros_guild_cancel_confirm_no	[En realidad, mi gremio prefiere conservar su estatus, adios]

// HASH_VALUE 37A5A0665B4E7EAB
// INDEX 300
citizenship_fyros_guild_cancel_confirm_yes	[Confirmo que mi gremio renuncia a su estatus]
