bot name	translated name	sheet_name
ZORAI_PLAN_SHIELD - zofc 2		
achachay		
achashio		
achiaoy	Ge Zai-Suo	zorai_guard_z_h
achichyo		
achochai		
achschia		
achya		
addshoi		
adfia		
afao		
afashia		
afggchoy		
afichoi		
afio	Fuan Xo-Yuang	zorai_guard_z_h
afyai		
afyo		
agchia		
agshay		
ahylshay		
aichoa		
aityfio		
alofao		
amasfai		
anchio		
archery_recruit		
asgifai	Bian Ye-Ciang	zorai_guard_z_h
ashhchia	Vang Zai-Suo	zorai_guard_z_h
ashifio		
ashifya		
ashoi	Nao Qai-Be	zorai_guard_z_h
ashya		
ashyshao		
cachio	Dao Zai-Suo	zoha1
chachoyafyo		
chadfay		
chafay		
chafio		
chaichaii		
chaishio		
charm adept		
chichio		
chidshia		
chifai	Hiang Zai-Suo	zohc2
chifao		
chifia		
chifoi		
chihchoi		
chishoa	Hiang Ye-Ciang	zofc3old
chisio	Fa Ye-Ciang	zofc1
chofya		
choichay	Gei Zai-Suo	zorai_guard_z_h
chtichai		
chychya		
chyshao		
chyshio		
FYROS_PLAN_AMMO - zoha 3		
MATIS_PLAN_AMMO - zoha 4		
medic		
MEKTOUB_MOUNT_DESERT - zohc 5		
MEKTOUB_MOUNT_FOREST - zohu 4		
MEKTOUB_PACKER_DESERT - zoha 10		
MEKTOUB_PACKER_FOREST - zoha 9		
MEKTOUB_PACKER_JUNGLE - zoha 8		
MEKTOUB_PACKER_LAKE - zohc 7		
MEKTOUB_PACKER_PRIME_ROOTS - zohc 6		
PLAN_CTOOL - zohc2		
PLAN_HTOOL - zohc3		
PLAN_TTOOL - zohu1		
TRYKER_PLAN_AMMO - zohc 1		
ZORAI_PLAN_AMMO - zoha 2		
rm_fight_guild_1	Roro Antoldo	mahc2
rm_craft_guild_1	Pergio Anicco	mahc2
rm_magic_guild_1	Anirgio Anilli	mafc2
rm_fight_guild_2	Antosse Beni	mahc2
rm_craft_guild_2	Bero Frello	mahc2
rm_magic_guild_2	Ciccio Gipi	mafc2
rm_fight_guild_3	Chiagio Miagno	mahc2
rm_craft_guild_3	Girgio Pivaldo	mahc2
rm_magic_guild_3	Liro Ronti	mafc2
rm_fight_guild_4	Niero Rondi	mahc2
rm_craft_guild_4	Nigio Piri	mahc2
rm_magic_guild_4	Rorgio Pi	mafc2
rm_fight_guild_5	Siero Piani	mahc2
rm_craft_guild_5	Tinagio Picco	mahc2
rm_magic_guild_5	Vaero Pisi	mafc2
we_guild_1		
we_guild_2		
we_guild_3		
we_guild_4		
we_guild_5		
daliae		
vysveufsyus 		
aelstezxae		
satae	Ninni Antondi	matis_guard_m_f
temxxys	Penni Aninia	matis_guard_m_h
amzus	Perni Chialo	matis_guard_m_h
alazxys	Pegio Cibi	matis_guard_m_f
allae		
amys	Lirgio Chiado	matis_guard_m_h
anatae	Gibre Lichini	matis_guard_m_f
ayus		
eusutlysius	Gicho Ligno	matis_guard_m_h
lutemzus	Gine Nigno	matis_guard_m_h
nanftlyus	Liccio Nisti	matis_guard_m_f
senys	Girni Pedo	matis_guard_m_h
uemzlius	Miaero Pido	matis_guard_m_h
zyus 		
azillae		
lexxtfius	Peccio Rondi	matis_guard_m_f
mlevsius	Peccio Ciorello	matis_guard_m_h
slkae		
tazys	Pegio Cigno	matis_guard_m_h
tesnyus	Peero Cirini	matis_guard_m_h
tulemzus	Niro Cuisi	matis_guard_m_h
uszysius	Niero Gillo	matis_guard_m_h
vazzae	Ninni Frezzo	matis_guard_m_f
vteltia	Nirni Frerinia	matis_guard_m_f
xutmys	Miagio Gichini	matis_guard_m_h
yxvys	Pechi Ciodera	matis_guard_m_h
altzus	Pegio Cildo	matis_guard_m_h
falilas		
fatlae	Niro Cuirinia	matis_guard_m_f
kylisyus		
manlae	Ninni Frevaldo	matis_guard_m_f
tamxyus	Nirni Frerini	matis_guard_m_h
teatenzax		
teatenza	Miarni Stallo	matis_guard_m_f
unlsus	Pechi Ciodi	matis_guard_m_h
utymys	Pegio Cilli	matis_guard_m_h
utzus	Peero Cirello	matis_guard_m_h
uxyllus	Niro Cuirini	matis_guard_m_h
ymzus	Niero Gindi	matis_guard_m_h
altsus	Ninni Fresti	matis_guard_m_h
anenfius	Nirni Freri	matis_guard_m_h
atae	Miagio Gidera	matis_guard_m_f
aumlus	Pechi Ciodo	matis_guard_m_h
azus	Pegio Cillo	matis_guard_m_h
juslus		
melesla		
nayvys	Niero Gini	matis_guard_m_h
taulyus	Ninni Fresi	matis_guard_m_h
tevae	Nirni Frerello	matis_guard_m_f
tezlae	Miagio Gidi	matis_guard_m_f
tymzus	Miarni Stalo	matis_guard_m_h
ayfys	Miane Sivaldo	matis_guard_m_h
eulus	Miasse Sisi	matis_guard_m_h
kylus		
neaxyus	Miarni Standi	matis_guard_m_h
teafla	Miane Stabi	matis_guard_m_f
tufasmys	Miane Stacco	matis_guard_m_h
yatazus	Miarni Stani	matis_guard_m_h
luemzus	Gisse Stano	matis_guard_m_h
zyus	Gisse Stanti	matis_guard_m_h
eatta	Gisse Stapi	matis_guard_m_f
lvemtsae	Ligio Sisti	mafc1
mihnuys	Lichi Sirini	mahc1mid
razzyus	Libre Sirello	mahc1old
asyzmys	Frerni Rosidera	mahc1
lissloyus	Giccio Rosi	mahc1
ruhuhus	Fresse Rosidi	mahc1mid
rolliyus	Freero Rosirinia	mahc2
lionnaelli	Ciro Silo	mafc1mid
jijae		
ryzo	Cuiro Gisti	mahc1mid
uniassiu		
folissyus	Frebre Gini	mahc2old
relosyus	Fregio Girinia	mahc1
axessvus		
lalie	Ciro Sindi	mafc2
jungius	Freero Rosisi	mahc1
remulus	Frebre Ginia	mahc2old
mopoiliyus	Frecho Girinia	mahc2
hulopyus	Cuiro Givaldo	mahc1
uneutvxus	Fresse Rosigno	mahc1mid
eyvzlys	Ciro Sini	mahc1
savnfae	Freero Rosisti	mafc2
alxxafezfa		
eannlma		
xyetynftys	Cuiro Gizzo	mahc3
yzlyenxys		
jalanie	Ciro Sinia	mafc2
dreyfyus		
smuggler		
iasiuru		
Renegade_spy		
Nuasasxyus		
rmz_craft_guild_1	Tao Di-Shuan	zohc1mid
rmz_craft_guild_2	Ge Ke-Piang	zohc2mid
rmz_craft_guild_3	Gei La-Po	zohc2mid
rmz_craft_guild_4	Sun Ma-Seng	zohc2mid
rmz_craft_guild_5	Ge Pei-Ziao	zohc2mid
rmz_magic_guild_1	Vang Vo-Nuang	zofc2old
rmz_magic_guild_2	Bian Sai-Fuang	zofc2old
rmz_magic_guild_3	Sun Wo-Lo	zofc2old
rmz_magic_guild_4	Gei Vo-Nuang	zofc2old
rmz_magic_guild_5	Zhao La-Po	zofc2old
rmz_fight_guild_1	Hiang Pei-Ziao	zoha2mid
rmz_fight_guild_2	Fuo La-Po	zoha2mid
rmz_fight_guild_3	Zhao Vo-Nuang	zoha2mid
rmz_fight_guild_4	Dao Wo-Lo	zoha2mid
rmz_fight_guild_5	Mu Pei-Ziao	zoha2mid
asng		
nb_mp_merchant_0	Fuo Pa-Sang	zohc2
nb_mp_merchant_1	Fa Qi-Quang	zohc2
nb_mp_merchant_2	Ge Ma-Seng	zohc2
nb_mp_merchant_3	Din Pei-Ziao	zohc2
nb_mp_merchant_4	Ge Qi-Quang	zohc2
adbush		
afaikirl	Iolus Gacaps	fyros_guard_f_f
afiat	Iorius Gacaps	fyros_guard_f_f
afiklati	Ioron Gacaps	fyros_guard_f_f
afirai	Ioros Gacaps	fyros_guard_f_f
afisi	Iorus Gacaps	fyros_guard_f_f
afist		
afti	Kridix Gacaps	fyros_guard_f_f
afvitri		
ahmdy		
ahmpalay		
aifatai		
aifia	Deseus Cegrips	fyros_guard_f_f
aifu	Desse Cegrips	fyfc2
aika	Detheus Cegrips	fyros_guard_f_f
aikafifs	Apolaus Zessen	fyros_guard_f_f
aikai	Apolion Zessen	fyros_guard_f_f
aikaksia	Apollo Zessen	fyros_guard_f_f
aikallitv		
aikiaral	Apomus Zessen	fyros_guard_f_f
aikio	Apon Zessen	fyfc2
ailaf		
ailafvva		
ailak		
ailala		
ailasisa	Apotheus Zessen	fyros_guard_f_f
ailasla	Apothus Zessen	fyros_guard_f_f
ailati	Apotis Zessen	fyros_guard_f_f
ailiopo	Apoton Zessen	fyfa1
ailovl	Boean Zessen	fyfa1
ailua	Boebus Zessen	fyfc3
air	Boedix Zessen	fyfc2
airai	Boedon Zessen	fyros_guard_f_f
airais	Boeion Zessen	fyros_guard_f_f
airait	Boekos Zessen	fyros_guard_f_f
airiakia		
airiar		
airiav		
airifiar		
airis	Apotheus Abygrian	fyros_guard_f_f
aisaft	Apotheus Apocaps	fyros_guard_f_f
aisai	Apotheus Boeran	fyros_guard_f_f
aisaiti	Boedix Deps	fyros_guard_f_f
aisalf	Boedon Deps	fyros_guard_f_f
aishka		
aisi	Boekos Deps	fyros_guard_f_f
aisiavavr		
aisis		
aisisi		
aissta		
aistatik	Mello Krinn	fyros_guard_f_f
aitaf	Melus Krinn	fyros_guard_f_f
aitairsi	Meps Krinn	fyros_guard_f_f
aitia	Merius Krinn	fyros_guard_f_f
aitiati	Meron Krinn	fyros_guard_f_f
aitilia	Meros Krinn	fyros_guard_f_f
aivaki	Meseus Krinn	fyfc1
aivaktif	Meton Krinn	fyfa1
aivav		
aivfa		
aivi		
aka		
akra		
aksrofa	Mila Krinn	fyfc2
alhmaahe		
aliavu	Milion Krinn	fyfc2
alskalhai		
alvoviu	Thecaon Abygrian	fyfc3
anm	Thecaon Apocaps	fyfc2
aohho	Thecaon Boeran	fyros_guard_f_f
aosilo	Thecaon Boethus	fyros_guard_f_f
apprentice_trader 6		
arati	Thecaon Cekian	fyfc2
artallef	Thecaon Deps	fyfc1
asa	Thecaon Eubus	fyfc1
askai		
asoirlio	Thecaon Ibiraan	fyfc2
asorui	Thecaon Krinn	fyfc1
assuakli	Thecaon Lyseus	fyros_guard_f_f
atalu	Thecaon Mekops	fyfc3old
aukoi	Thecaon Pelorus	fyfc1
auto	Thecaon Tindix	fyfc3
auvasa	Thecaon Xalon	fyfa1
aymhya		
bellhaha		
berzozan		
cure_adept		
drhiim		
ewoojon	Ulyan Boeran	fyfc2mid
fafsia		
fiahad		
filenaa	Ulydix Boeran	fyros_guard_f_f
fiosu	Ulydon Boeran	fyfc3
fiosuas	Ulydos Boeran	fyfc3
fivua	Ulyion Boeran	fyros_guard_f_f
fojuap		
folpua	Ulylus Boeran	fyfa1
foro	Tikos Cegrips	fyfc3
furia	Tila Cegrips	fyfa1
fusuavi	Tin Cegrips	fyros_guard_f_f
fyohold	Xytis Xalon	fyros_guard_f_f
fyrohahl		
ghioa	Zean Xalon	fyros_guard_f_f
hadehry	Zeion Xalon	fyfc2
hdimam	Zekos Xalon	fyfc2mid
healing_apprentice		
hejehhds		
helliahm		
hemahelia		
hikousha	Zeps Xalon	fyros_guard_f_f
hlaemla		
iafvo		
iakila	Zethus Xalon	fyfc3mid
iariu	Zeton Xalon	fyfc2
iarosi	Zexius Xalon	fyfc2
iattou	Xyan Lyseus	fyfc1
ifakoi	Xycaon Lyseus	fyfc1
ifuat	Xykos Lyseus	fyfc1
ila	Xyan Mekops	fyfc1
ilafinn	Xycaon Mekops	fyfc1
iloifo	Xykos Mekops	fyfc2mid
ilosav	Xyan Pelorus	fyfc2
inoplah	Xycaon Pelorus	fyfc2
ioka	Xykos Pelorus	fyfc1
irfatv	Zenix Abygrian	fyros_guard_f_f
iroiko	Zeps Abygrian	fyfc2
isfu	Zerius Abygrian	fyfc2
isio	Zetheus Abygrian	fyfc2
itrra	Zethus Abygrian	fyfa1
itudel	Zeton Abygrian	fyros_guard_f_f
itusu	Zexius Abygrian	fyros_guard_f_f
iulotk	Zenix Apocaps	fyfc1
iuru	Zeps Apocaps	fyros_guard_f_f
jelias		
kasui		
kau		
kehiala		
kiraheda	Zexius Apocaps	fyfc1
kiyo	Xallo Boethus	fyfc3
kokoa	Xalus Boethus	fyfc2
korutv	Xamus Boethus	fyfc1
kroiva	Xan Boethus	fyros_guard_f_f
kvsa	Xanix Boethus	fyros_guard_f_f
kyryhovsa	Xarius Boethus	fyros_guard_f_f
laikl	Xaron Boethus	fyfc1
laofa	Xaros Boethus	fyfc2
lenaviell	Xarus Boethus	fyros_guard_f_f
lisia		
loa		
lofio	Xatis Boethus	fyfc3
loi	Xaton Boethus	fyfc1
lopva	Xallo Cegrips	fyros_guard_f_f
mhony		
mihimosha		
milahes		
moio	Xanix Cegrips	fyros_guard_f_f
moussa	Xarius Cegrips	fyros_guard_f_f
mystical_adept 13		
mystical_adept 14		
mystical_adept 15		
mystical_expert		
nootcce	Xathus Cegrips	fyfc2mid
oafva	Xatis Cegrips	fyros_guard_f_f
oasuav	Xaton Cegrips	fyfc2mid
oklahaed		
opiheme		
orsururv	Abylaus Boeran	fyfc3
osalli	Abylaus Boethus	fyfc1
osasa	Abylaus Cegrips	fyros_guard_f_f
osia	Abylaus Cekian	fyfu1
osiarias	Abylaus Deps	fyfc1
otgerti		
otovo		
ouki	Aecaon Boethus	fyros_guard_f_f
oukilf	Aedon Boethus	fyfc2
ousat	Aedos Boethus	fyfc1
ousavo	Aekos Boethus	fyfc2
ovesuvo	Aela Boethus	fyfc2
pasiltvala	Aelaus Boethus	fyfc1
rham		
rifaso	Aello Boethus	fyfc2
rlaustuo	Aelus Boethus	fyfc2
roertol	Aen Boethus	fyfc3
rol	Aenix Boethus	fyfc3
roqly	Aeps Boethus	fyfc3
roussah		
rovus	Abyla Krinn	fyfc2
ruo	Abylaus Krinn	fyfc3
sarsfi	Abyros Krinn	fyfc3
sergent_boss		
sfki	Abytheus Krinn	fyros_guard_f_f
shalisha		
shaman		
shooshy		
sia	Aedon Krinn	fyfa1
silshaha		
skrashy	Aekos Krinn	fyros_guard_f_f
sorcerer		
sorcery_apprentice		
spotohi	Aelion Krinn	fyfa1
sruo	Aello Krinn	fyfc3
sufka	Aelus Krinn	fyfc3
sura	Aen Krinn	fyfc3
tailsha		
throwing_expert 4		
tiukfkui	Aeseus Krinn	fyros_guard_f_f
toiru	Aetheus Krinn	fyfc2
treat_adept 10		
trilfyra		
uaka		
ual	Apolion Mekops	fyfc1
uali	Apollo Mekops	fyfa2
uava	Apolus Mekops	fyfc1
uavi	Apomus Mekops	fyfa2
uavuo	Apon Mekops	fyfc3mid
udaerli	Aporius Mekops	fyfa2
uiku		
uilemyas		
uira		
uiraele	Apotheus Mekops	fyfc1
uktira	Apothus Mekops	fyfc1
ulla	Apotis Mekops	fyfc3
ulpoi	Apoton Mekops	fyfc1
uofasfa	Boean Mekops	fyros_guard_f_f
uoli	Boebus Mekops	fyfc1
us	Boedix Mekops	fyfc1
ussoslo	Boedon Mekops	fyfc1
usula	Boeion Mekops	fyfc1
usulumehd	Boekos Mekops	fyfc1
utai		
utui	Cetis Boethus	fyfc3
uzeri	Ceton Boethus	fyfc1
vatoafa	Cexius Boethus	fyfc1old
vlpo	Dean Boethus	fyfc1
vua	Debus Boethus	fyfc1
vuapala	Decaon Boethus	fyfc1
vufuf	Deion Boethus	fyfc1
vulity	Dekos Boethus	fyros_guard_f_f
warchief		
woconho	Dello Boethus	fyfc2mid
acktohr		
aetzesoi	Cetis Cegrips	fyhc1
af	Ceton Cegrips	fyros_guard_f_h
afais	Cexius Cegrips	fyros_guard_f_h
afiaki	Dean Cegrips	fyros_guard_f_h
afiarv	Debus Cegrips	fyros_guard_f_h
afivasa	Decaon Cegrips	fyros_guard_f_h
afkla	Deion Cegrips	fyros_guard_f_h
afoakoro		
afoavoa		
afrla	Dello Cegrips	fyros_guard_f_h
afsal	Demus Cegrips	fyros_guard_f_h
afvat	Cetis Cekian	fyros_guard_f_h
ahmalid		
ai	Cexius Cekian	fyros_guard_f_h
aif	Dean Cekian	fyhc1
aifa	Debus Cekian	fyros_guard_f_h
aifaifa	Decaon Cekian	fyhc1
aifaisrki	Deion Cekian	fyha1
aifaktia		
aifaktvi	Delaus Cekian	fyhc1
aifalas		
aifari		
aifi		
aifil	Ceton Deps	fyros_guard_f_h
aifillra	Cexius Deps	fyros_guard_f_h
aifkai	Dean Deps	fyros_guard_f_h
aifuir	Debus Deps	fyros_guard_f_h
aifv	Decaon Deps	fyros_guard_f_h
aik	Deion Deps	fyros_guard_f_h
aikavi	Dekos Deps	fyros_guard_f_h
aiki	Delaus Deps	fyros_guard_f_h
aikiar	Dello Deps	fyros_guard_f_h
aikiara	Demus Deps	fyros_guard_f_h
aikilia	Cetis Eubus	fyros_guard_f_h
aikivias	Ceton Eubus	fyros_guard_f_h
aikov		
aiktai	Dean Eubus	fyros_guard_f_h
aikva	Debus Eubus	fyhc1mid
aila	Decaon Eubus	fyha1
ailai	Deion Eubus	fyros_guard_f_h
ailair		
ailavrut	Delaus Eubus	fyhc1
aili	Dello Eubus	fyros_guard_f_h
ailia	Demus Eubus	fyros_guard_f_h
ailifl	Diokos Abygrian	fyros_guard_f_h
ailiki	Diolaus Abygrian	fyros_guard_f_h
ailisria	Diolion Abygrian	fyros_guard_f_h
ailri	Diolus Abygrian	fyros_guard_f_h
ailsi	Diomus Abygrian	fyros_guard_f_h
ailu	Dion Abygrian	fyhc1
aira	Diops Abygrian	fyros_guard_f_h
airafali	Diorius Abygrian	fyros_guard_f_h
airaifta	Dioron Abygrian	fyros_guard_f_h
airarsarv	Dioros Abygrian	fyros_guard_f_h
airasia	Diorus Abygrian	fyros_guard_f_h
airi	Diotis Abygrian	fyhc1
airiafi	Dioton Abygrian	fyha1
airiatia		
airirrral		
airlafk	Dybus Abygrian	fyros_guard_f_h
airs	Dycaon Abygrian	fyros_guard_f_h
airsa	Dykos Abygrian	fyros_guard_f_h
airtai	Dyla Abygrian	fyros_guard_f_h
airu		
aisa	Dylion Abygrian	fyros_guard_f_h
aisari	Dyllo Abygrian	fyros_guard_f_h
aisatk	Dymus Abygrian	fyros_guard_f_h
aisavia	Dyn Abygrian	fyros_guard_f_h
aisavsia	Dynix Abygrian	fyros_guard_f_h
aisiafa	Dyps Abygrian	fyros_guard_f_h
aisiav	Dyrius Abygrian	fyros_guard_f_h
aisika	Dyron Abygrian	fyros_guard_f_h
aisiklis	Dyros Abygrian	fyhc1
aisilfi	Dyrus Abygrian	fyha1
aisk		
aisoa	Dysse Abygrian	fyros_guard_f_h
aissi		
aita	Dyxius Abygrian	fyros_guard_f_h
aitai	Euan Abygrian	fyros_guard_f_h
aitaif	Eucaon Abygrian	fyros_guard_f_h
aitakaf	Eukos Abygrian	fyros_guard_f_h
aitar	Eulaus Abygrian	fyros_guard_f_h
aitarai	Eulion Abygrian	fyros_guard_f_h
aitatlla	Eullo Abygrian	fyros_guard_f_h
aiti	Eulus Abygrian	fyros_guard_f_h
aitik	Eun Abygrian	fyros_guard_f_h
aitirf	Eunix Abygrian	fyros_guard_f_h
aitoak		
aitot		
aituo	Eutis Abygrian	fyhc3
aiva	Euton Abygrian	fyros_guard_f_h
aivai	Gaan Abygrian	fyros_guard_f_h
aivaria		
aivatai		
aivko		
aivl	Gaion Abygrian	fyhc1mid
akaitaik		
akku	Galaus Abygrian	fyros_guard_f_h
aklit	Gamus Abygrian	fyhc3
akoalski	Gan Abygrian	fyhc2
akoko		
albalil		
alhakk		
alli		
aloaktvu	Gaton Abygrian	fyha2mid
alotru	Gaxius Abygrian	fyha2mid
alru	Ibicaon Abygrian	fyros_guard_f_h
alua		
aluifo		
ao	Ibiion Abygrian	fyhc2
aofa	Ibikos Abygrian	fyros_guard_f_h
aofai	Ibilaus Abygrian	fyhc1
aofaot		
aofra	Ibisse Abygrian	fyhc1
aofuta	Ibithus Abygrian	fyros_guard_f_h
aokai	Ibitis Abygrian	fyhc1
aokau	Icacaon Abygrian	fyhc1
aolo	Icakos Abygrian	fyros_guard_f_h
aolufa	Icalaus Abygrian	fyhc1
aorau	Icallo Abygrian	fyhc1mid
aosak	Icalus Abygrian	fyha2mid
aotiosofa	Icamus Abygrian	fyhc2
aotlu	Ican Abygrian	fyhc2
aotyplo	Icanix Abygrian	fyros_guard_f_h
aovfyro	Icaps Abygrian	fyros_guard_f_h
aovo	Icarius Abygrian	fyros_guard_f_h
aovsi	Icathus Abygrian	fyhc2
apoloto		
apprentice_trader		
apprentice_trader 4		
apprentice_trader 5		
arhomai		
arli		
aroiv	Iodos Abygrian	fyhc3
arturiso		
aruotsat		
asaisli		
asao	Iolion Abygrian	fyhc2
asit	Iollo Abygrian	fyhc1
asli	Iolus Abygrian	fyhc2
aso	Iorius Abygrian	fyhc1mid
assassin 5		
asta	Ioros Abygrian	fyros_guard_f_h
astua	Iorus Abygrian	fyros_guard_f_h
asu	Iosse Abygrian	fyhc1
asufuil	Kridix Abygrian	fyhc2
atastard		
atfok	Kridos Abygrian	fyhc2
atiar		
atiol		
atousi	Krimus Abygrian	fyhc2
atstoa	Krin Abygrian	fyros_guard_f_h
au	Kriros Abygrian	fyhc2
aukto	Krirus Abygrian	fyhc3old
aulufsta	Kriseus Abygrian	fyhc2
aulupot	Kritheus Abygrian	fyhc1
auluvist	Krithus Abygrian	fyhc1
auluvjil	Kyan Abygrian	fyhc1
aurio	Kykos Abygrian	fyros_guard_f_h
auriovireo	Kyla Abygrian	fyros_guard_f_h
aurusv		
auso	Kyllo Abygrian	fyros_guard_f_h
autoal	Kyn Abygrian	fyhc2
autui	Kynix Abygrian	fyhc1
auvata		
auvi	Kyrius Abygrian	fyhc1
auvort	Kyron Abygrian	fyhc2
avvlovol		
bodyguard		
bolihd	Kytheus Abygrian	fyhc1
bowmen		
brahama		
captain		
cure_expert		
efhef		
ejebet	Lydos Abygrian	fyhc1old
faadh	Lyla Abygrian	fyhc2
fafio	Lylaus Abygrian	fyhc2mid
fakui	Lylus Abygrian	fyhc1
falrauvt	Lymus Abygrian	fyhc1old
farui		
fevitl	Lyrius Abygrian	fyros_guard_f_h
fika	Lyros Abygrian	fyhc1
fiusi	Lyrus Abygrian	fyhc2
fivasa		
flivo	Lyton Abygrian	fyhc1old
fosfas	Mean Abygrian	fyhc1
fosfi	Mecaon Abygrian	fyhc1
fostokul	Mecus Abygrian	fyhc2
fotou	Medix Abygrian	fyhc2old
fova	Medon Abygrian	fyhc1
fovgera	Medos Abygrian	fyhc1
friok	Mekos Abygrian	fyhc1
frohih	Melion Abygrian	fyros_guard_f_h
ftufifai		
ftui	Melus Abygrian	fyros_guard_f_h
fufla	Meps Abygrian	fyhc1
fui	Merius Abygrian	fyhc2
fukia	Meron Abygrian	fyfc1mid
furyo		
fusasui	Meseus Abygrian	fyhc1old
fviv	Meton Abygrian	fyros_guard_f_h
gharr		
gharrhalp		
giohammad		
gorof		
guioyio		
guyofio	Mila Abygrian	fyhc1
gwahano		
haltuis		
hammstak		
hamps		
hapdd		
harehme		
heriliehad		
hiddad		
hilos	Miron Abygrian	fyros_guard_f_h
himilahd		
hmoi		
homa		
horam	Pebus Abygrian	fyhc2
hruitlos	Pecus Abygrian	fyros_guard_f_h
htynehd	Peion Abygrian	fyhc2mid
hubulhud		
hychy	Pelus Abygrian	fyros_guard_f_h
iafu	Perius Abygrian	fyhc1
ialr	Peron Abygrian	fyhc2
iarol	Peros Abygrian	fyhc1
iarou		
iasilr		
iasirl	Pexius Abygrian	fyhc1
iatu	Pian Abygrian	fyhc2
iavao	Pibus Abygrian	fyhc1
iesfalr	Picaon Abygrian	fyhc2
ifalof	Piion Abygrian	fyros_guard_f_h
ifderrou	Pikos Abygrian	fyhc2
iffo	Pila Abygrian	fyros_guard_f_h
iffopas	Pilaus Abygrian	fyros_guard_f_h
ifiasa	Pilion Abygrian	fyros_guard_f_h
ifius	Pillo Abygrian	fyhc1
ifivra	Pilus Abygrian	fyhc1
iflkero	Pimus Abygrian	fyros_guard_f_h
ifloro	Pin Abygrian	fyros_guard_f_h
iflou	Pirius Abygrian	fyhc2
ifo	Piron Abygrian	fyhc3
iforou	Piros Abygrian	fyhc2
ihsishala		
ikauf	Piseus Abygrian	fyhc1
ikhemmood	Piton Abygrian	fyhc1
iklitivaf	Pixius Abygrian	fyhc1
iko	Plean Abygrian	fyhc1
ikoa		
ilaru	Plekos Abygrian	fyhc3mid
ilavu	Plelion Abygrian	fyhc1mid
ilespa	Plello Abygrian	fyhc1mid
ili	Plemus Abygrian	fyhc2
illout	Pleps Abygrian	fyros_guard_f_h
ilopasa	Plerius Abygrian	fyhc1mid
ilsrki	Pleros Abygrian	fyhc3mid
iltao	Plerus Abygrian	fyhc3old
iluo	Pletheus Abygrian	fyhc1
iluofoa		
ilurut	Pleton Abygrian	fyros_guard_f_h
imiuo	Pyan Abygrian	fyhc1
iofou	Pybus Abygrian	fyhc2
iokalata		
iolis		
iolopiu	Thean Abygrian	fyros_guard_f_h
iolvu	Thebus Abygrian	fyros_guard_f_h
ior	Thecaon Abygrian	fyhc2
ioriav	Thedix Abygrian	fyhc2
iorvta		
iosas	Thelion Abygrian	fyhc1old
iovli	Thello Abygrian	fyhc3old
irairui		
iraro		
iruaf		
islpof	Thenix Abygrian	fyhc1old
isto	Theps Abygrian	fyhc1old
isu	Therius Abygrian	fyhc2
isuit	Theron Abygrian	fyhc2
itaskli	Theros Abygrian	fyhc2
itiaf	Theseus Abygrian	fyhc1
itio	Thetheus Abygrian	fyhc2
itioso		
itoalio		
itou		
itu	Ticus Abygrian	fyhc1
ituofa		
iukattila		
iukifoi		
iulis		
iuruka	Tinix Abygrian	fyhc1
iusat	Tirius Abygrian	fyros_guard_f_h
iuskra	Titheus Abygrian	fyhc2
iutara	Titis Abygrian	fyhc2
iutassak	Titon Abygrian	fyhc3
iutmpok	Ulyan Abygrian	fyhc1
iutuva	Ulycaon Abygrian	fyhc1
iuvvo	Ulycus Abygrian	fyhc1
ivao	Ulydix Abygrian	fyhc1old
ivau	Ulydon Abygrian	fyhc3
ivfou	Ulydos Abygrian	fyhc1
ivo	Ulyion Abygrian	fyhc2
ivoa	Ulykos Abygrian	fyhc1mid
ivu		
jahaleds		
jahel		
jalaaad	Ulynix Abygrian	fyros_guard_f_h
jehpo		
juis	Ulyron Abygrian	fyros_guard_f_h
kahalad		
kaiko		
kavt	Ulytheus Abygrian	fyhc2
kertuo	Ulythus Abygrian	fyhc1
khalaham	Ulyton Abygrian	fyhc1
kif	Xaan Abygrian	fyhc1mid
kifik	Xabus Abygrian	fyhc1mid
kikii	Xacaon Abygrian	fyhc1old
kikiroul		
kilhedert		
kiryuir	Xakos Abygrian	fyros_guard_f_h
kiu	Xala Abygrian	fyhc1
kjopaf	Xalaus Abygrian	fyhc1
klihid		
kloako		
kokoro		
koto	Xan Abygrian	fyhc2
kourri	Xanix Abygrian	fyhc1old
kourrirvith	Xarius Abygrian	fyhc1old
koutsu	Xaron Abygrian	fyhc1
krailkto	Xaros Abygrian	fyhc1
krurok		
ktoi	Xatheus Abygrian	fyhc1mid
kuaru	Xathus Abygrian	fyhc1
kuovr	Xatis Abygrian	fyhc1
kurmhupo	Xaton Abygrian	fyhc1old
kusoluvu		
lahahd		
lajla	Xykos Abygrian	fyhc1
lawpow		
lhanaed		
likiruv		
liuta	Xyllo Abygrian	fyhc2
livril	Xylus Abygrian	fyhc1
ljiui	Xymus Abygrian	fyros_guard_f_h
lka	Xyn Abygrian	fyhc1old
lo		
lofiul	Xyrius Abygrian	fyhc1
lohhaed		
lohmsa		
loiktfra	Deups Cekian	fyhc1
lort	Deups Deps	fyros_guard_f_h
lotiri		
lsiotoks	Deups Gacaps	fyhc2
lsoak	Deuron Cegrips	fyros_guard_f_h
luhhud		
lvau	Deuron Deps	fyros_guard_f_h
lvsfo	Deuron Eubus	fyros_guard_f_h
mahhh		
major		
major 12		
major 13		
major 18		
major 8		
matiq	Deuseus Cegrips	fyhc2old
medmoh	Deuseus Cekian	fyha1
mehemori		
